English,Other
shall,sal
property,eiendom
class,klas
cd,cd
still,kalm
calm,kalm
money,geld
quality,kwaliteit
listing,lys
content,tevrede
country,land
country,nasie
nation,nasie
private,privaat
visit,besoek
visit,besoek
save,red
save,spaar
rescue,red
rescue,redding
relief,redding
relief,verligting
tools,werktuig
tool,werktuig
utensil,werktuig
low,laag
layer,laag
coating,laag
coating,jasstof
film,laag
film,rolprent
reply,antwoord
reply,antwoord
answer,antwoord
answer,antwoord
customer,kliënt
client,kliënt
december,desember
compare,vergelyk
movies,film
movie,film
include,insluit
college,kollege
value,waarde
value,waardeer
worth,waarde
appraise,waardeer
appraise,skat
assess,skat
treasure,skat
article,artikel
article,lidwoord
york,york
man,man
husband,man
jobs,werk
jobs,taak
provide,voorsien
furnish,voorsien
j,j
food,voedsel
source,bron
author,outeur
different,verskillend
press,pers
press,pers
purple,pers
u,u
learn,leêr
leather,leêr
ladder,leêr
sale,uitverkoping
print,afdruk
course,koers
canada,kanada
process,proses
process,prosesseer
teen,tiener
teenager,tiener
room,kamer
room,spasie
chamber,kamer
stock,voorraad
stock,kapitaal
provisions,voorraad
capital,kapitaal
capital,hoofstad
supply,voorraad
supply,verskaf
supply,lewering
training,opleiding
training,oefening
exercise,oefening
credit,krediet
join,bymekaarvoeg
science,wetenskap
men,man
categories,kategorie
category,kategorie
advanced,gevorderd
west,weste
sales,uitverkoping
look,kyk
look,voorkoms
seek,soek
english,engels
left,links
team,span
estate,boedel
box,doos
conditions,toestand
select,uitkies
windows,vensters
photos,'s
gay,gay
thread,draad
thread,gare
fence,draad
week,week
soak,week
note,nota
note,noot
gallery,gallery
table,tafel
register,register
register,regsitreer
however,nietemin
june,junie
october,oktober
november,november
market,mark
library,biblioteek
really,waarlik
action,aksie
act,aksie
act,toneelspeel
start,begin
start,aanskakel
beginning,begin
begin,begin
series,reeks
model,model
features,kenmerk
feature,kenmerk
air,lug
sky,lug
industry,industrie
plan,plan
human,menslik
provided,voorsien
tv,tv
yes,ja
required,vereis
require,vereis
second,tweede
second,sekonde
hot,warm
warm,warm
accessories,bybehore
cost,koste
cost,koste bereken
charge,koste
charge,aanklag
ask,vra
question,vra
question,vraag
forums,forums
march,optog
la,la
september,september
better,beter
superior,beter
questions,vra
questions,vraag
july,julie
yahoo,yahoo
going,loop
going,reis
medical,medies
test,toets
test,proefneming
trial,verhoor
trial,toets
friend,vriend
friend,vriendin
come,kom
basin,kom
gather,kom
gather,bymekaarmaak
dec,desember
server,bediener
pc,pc
study,studeer
application,aansoek
application,toepassing
staff,personeel
articles,artikel
articles,lidwoord
san,san
feedback,terugvoer
again,weer
weather,weer
play,toneelstuk
looking,soek
issues,uitgawe
issues,twispunt
expense,uitgawe
controversy,twispunt
issue,uitgawe
issue,twispunt
april,april
never,nooit
users,gebruiker
complete,afhandel
street,straat
financial,finansieël
things,ding
thing,ding
working,werk
standard,standaard
gauge,standaard
tax,belasting
taxation,belasting
duty,belasting
duty,plig
person,persoon
mobile,beweeglik
less,minder
fewer,minder
got,kry
blog,blog
payment,betaling
pay,betaling
equipment,toerusting
login,login
let,verhuur
lease,verhuur
lease,huurkontrak
programs,program
offers,aanbied
offers,aanbod
legal,wettig
legitimate,wettig
lawful,wettig
above,bo
upstairs,bo
recent,onlangs
recently,onlangs
park,park
stores,winkel
stores,pakhuis
problem,probleem
red,rooi
give,gee
memory,geheue
performance,verrigting
performance,optrede
social,sosiaal
q,q
august,augustus
quote,kwotasie
quote,aanhaal
language,taal
story,storie
story,verdieping
sell,verkoop
options,keuse
option,keuse
experience,ondervinding
rates,prys
create,skep
key,sleutel
wrench,sleutel
wrench,ruk
twitch,ruk
body,liggaam
young,jonk
america,amerika
important,belangrik
few,min
east,ooste
paper,papier
single,enkel
single,enkellopend
ankle,enkel
ii,ii
age,oud word
activities,aktiwiteit
activity,aktiwiteit
club,klub
club,knuppel
example,voorbeeld
sample,voorbeeld
girls,meisie
girl,meisie
additional,bykomend
password,wagwoord
z,z
latest,jongste
something,iets
changes,verandering
changes,verandering
changes,kleingeld
changes,kleingeld
night,nag
ca,ca
hard,hard
loud,hard
loud,luid
harsh,hard
texas,texas
oct,oktober
four,vier
poker,poker
status,status
browse,blaai
building,gebou
seller,verkoper
seller,verkoopster
court,hof
courthouse,hof
february,februarie
always,altyd
ever,altyd
audio,klank
sound,gesond
sound,onbeskadig
light,lig
write,skryf
war,oorlog
nov,november
blue,blou
groups,groep
al,al
easy,maklik
given,gee
files,leêr
files,vyl
release,vrystelling
release,vrylating
release,vrylaat
release,uitreiking
analysis,analise
request,versoek
fax,faks
china,porselein
porcelain,porselein
making,maak
needs,behoeftes
possible,moontlik
possibly,moontlik
might,mag
yet,nog
month,maand
major,majoor
star,ster
areas,area
future,toekoms
future,toekomstig
space,spasie
space,ruimte
space,afstand
distance,afstand
committee,komitee
hand,hand
sun,son
cards,kaart
problems,probleem
london,londen
washington,washington
meeting,vergadering
rss,rss
become,word
interest,rente
interest,belangstelling
id,id
keep,hou
hold,hou
enter,ingaan
california,kalifornië
porn,porno
garden,tuin
schools,skool
million,miljoen
added,byvoeg
reference,verwysing
reference,vermelding
reference,getuigskrif
mention,vermelding
mention,noem
companies,maatskappy
companies,kompanie
companies,geselskap
listed,lys
baby,baba
infant,baba
learning,leêr
energy,energie
run,hardloop
run,wedloop
delivery,aflewering
popular,gewilde
stories,storie
stories,verdieping
put,set
computers,rekenaar
journal,joernaal
reports,verslag
reports,rapport
co,mede
welcome,welkom
central,sentraal
images,beeld
president,president
notice,kennisgewing
notification,kennisgewing
god,god
original,oorspronklik
originally,oorspronklik
head,kop
head,hoof
radio,radio
until,totdat
cell,sel
color,kleur
dye,kleur
self,self
council,raad
counsel,raad
away,weg
includes,insluit
track,spoor
track,voetpad
track,atletiekbaan
track,spoorlyn
track,opspoor
australia,australië
discussion,bespreking
archive,argief
once,een maal
others,ander
entertainment,vermaak
amuse,vermaak
amusement,vermaak
agreement,ooreenkoms
pact,ooreenkoms
similarity,ooreenkoms
format,formaat
least,minste
society,samelewing
months,maand
log,stomp
log,logboek
stump,stomp
stump,stompie
blunt,stomp
safety,veiligheid
friends,vriend
friends,vriendin
sure,seker
certain,seker
faq,faq
trade,handel
commerce,handel
edition,uitgawe
cars,kar
messages,boodskap
marketing,bemarking
further,verder
farther,verder
beyond,verder
beyond,anderkant
updated,opgedateer
association,vereniging
association,genootskap
union,vereniging
union,unie
able,in staat
able,bevoeg
having,hê
provides,voorsien
david,david
fun,pret
already,alreeds
green,groen
studies,studeer
close,toemaak
close,dig
close,gesluit
common,algemeen
specific,spesifiek
several,verskeie
various,verskeie
gold,goud
golden,goud
feb,februarie
living,lewe
sep,september
collection,kollekte
called,roep
called,bel
bell,bel
short,kort
arts,kuns
lot,klomp
limited,beperk
restrict,beperk
limit,beperk
limit,limiet
confine,beperk
powered,aangedrewe
solutions,oplossing
solution,oplossing
means,bedoel
mean,bedoel
mean,gemeen
director,direkteur
director,regisseur
daily,daagliks
beach,strand
natural,natuurlik
due,weens
et,et
electronics,elektroniese
electronic,elektroniese
five,vyf
planning,beplanning
database,databasis
says,sê
official,amptelik
mar,mar
land,land
average,gemiddeld
average,gemiddeld
done,gedoen
technical,tegniese
window,venster
france,frankryk
pro,pro
region,streek
island,eiland
record,rekord
record,opgawe
record,opneem
survey,opneem
survey,opname
survey,opmeting
survey,opmeet
recording,opname
direct,direk
direct,dirigeer
microsoft,microsoft
conference,konferensie
environment,omgewing
surroundings,omgewing
records,rekord
records,opgawe
records,opneem
st,st
district,distrik
calendar,kalender
costs,koste
costs,koste bereken
style,styl
url,url
statement,verklaring
update,werk
parts,deel
parts,verdeel
aug,augustus
downloads,downloads
early,vroeg
miles,myl
mile,myl
applications,aansoek
applications,toepassing
ago,gelede
document,dokument
word,woord
works,werk
material,materiaal
apr,april
written,skryf
talk,praat
talk,praatjie
talk,gesprek
federal,federaal
hosting,hosting
rules,bepaling
rule,bepaling
final,finale
adult,volwasse
adult,volwassene
mature,volwasse
tickets,kaartjie
ticket,kaartjie
centre,middel
requirements,vereiste
requirement,vereiste
via,via
cheap,goedkoop
inexpensive,goedkoop
nude,naak
naked,naak
kids,kinders
finance,finansies
minutes,minuut
else,anders
mark,merk
third,derde
rock,rots
boulder,rots
gifts,geskenk
europe,europa
reading,leesstuk
topics,onderwerp
bad,sleg
individual,individuele
tips,punt
tips,fooi
plus,plus
auto,motor
motor,motor
cover,bedek
cover,bedekking
usually,gewoonlik
normally,gewoonlik
edit,redigeer
together,saam
videos,videos
percent,persent
fast,vas
tight,vas
function,funksie
function,werkverrigting
function,werk verrig
fact,feit
unit,eenheid
getting,kry
global,globaal
tech,tegnologie
meet,ontmoet
encounter,ontmoeting
far,ver
far,ver
economic,ekonomies
en,en
player,toneelspeelster
player,toneelspeler
projects,projek
lyrics,lyrics
often,dikwels
frequently,dikwels
subscribe,skryf
germany,duitsland
amount,bedrag
watch,horlosie
watch,wag
pause,pouse
guard,wag
guard,skerm
wait,wag
interval,pouse
interval,tussentyd
protector,skerm
protector,beskermer
included,insluit
feel,voel
though,alhoewel
though,asof
though,darem
although,alhoewel
bank,bank
bank,oewer
shore,oewer
bench,bank
risk,risiko
thanks,dank
everything,alles
deals,transaksie
deal,transaksie
transaction,transaksie
words,woord
linux,linux
jul,julie
production,produksie
output,produksie
commercial,kommersiële
james,james
weight,gewig
town,dorp
heart,hart
advertising,reklame
received,ontvang
receive,ontvang
choose,kies
treatment,behandeling
newsletter,nuusbrief
archives,argiewe
points,plek
points,punt
points,tydstip
points,desimaalpunt
knowledge,kennis
acquaintance,kennis
magazine,tydskrif
magazine,magasyn
error,fout
mistake,fout
defect,fout
camera,kamera
jun,junie
currently,tans
construction,konstruksie
toys,speelding
toy,speelding
registered,regsitreer
clear,helder
clear,opruim
bright,helder
golf,golf
gulf,golf
domain,domein
methods,metode
method,metode
chapter,hoofstuk
makes,maak
protection,beskerming
policies,gedragslyn
loan,lening
loan,leen
borrow,leen
wide,wyd
beauty,skoonheid
manager,bestuurder
manager,bestuurderes
driver,bestuurder
driver,bestuurderes
india,indië
position,posisie
taken,kry
taken,neem
taken,inneem
taken,neem saam
taken,skryf
sort,sorteer
listings,lys
models,model
michael,michael
known,weet
half,half
half,half
cases,saak
cases,kis
step,stap
engineering,ingenieurswese
florida,florida
simple,eenvoudig
simply,eenvoudig
quick,vinnig
quickly,vinnig
rapid,vinnig
wireless,draadlose
license,lisensie
paul,paul
friday,vrydag
whole,geheel
annual,jaarliks
published,publiseer
publish,publiseer
later,later
basic,basies
sony,sony
shows,wys
shows,uitstal
corporate,korporatiewe
google,google
church,kerk
customers,kliënt
active,aktief
response,reaksie
practice,praktyk
hardware,hardeware
figure,figuur
figure,getal
materials,materiaal
fire,vuur
holiday,vakansie
holiday,vakansiedag
chat,gesels
chat,geselsie
enough,genoeg
ample,genoeg
adequate,genoeg
designed,ontwerp
along,langs
death,dood
dead,dood
writing,geskryf
writing,geskrif
speed,spoed
html,html
countries,land
countries,nasie
loss,verlies
face,gesig
vision,gesig
brand,handelsmerk
brand,brandmerk
brand,brandmerk
discount,afslag
butcher,slag
rebate,afslag
beat,slag
slaughter,slag
slaughter,vermoor
impact,slag
impact,impak
assassinate,vermoor
higher,hoog
effects,effekte
created,skep
remember,onthou
recall,onthou
recall,herroep
repeal,herroep
repeal,herroeping
retract,herroep
annul,herroep
annulment,herroeping
standards,standaard
oil,olie
bit,stukkie
bit,stang
yellow,geel
political,polities
increase,verhoog
increase,verhoging
raise,verhoging
stage,verhoog
heighten,verhoog
platform,verhoog
platform,perron
advertise,adverteer
kingdom,koninkryk
base,basis
base,fondament
basis,basis
foundation,fondament
environmental,omgewing
thought,gedagte
french,franse
storage,bergplek
oh,o
japan,japan
doing,doen
loans,lening
loans,leen
shoes,skoen
shoe,skoen
entry,binnekoms
stay,verblyf
nature,natuur
orders,bestel
orders,beveel
orders,volgorde
orders,bevel
orders,bestelling
availability,beskikbaarheid
africa,afrika
summary,opsomming
turn,draai
twist,draai
growth,groei
growth,groeisel
notes,nota
notes,noot
agency,agentskap
king,koning
monday,maandag
european,europeër
copy,afskrif
copy,kopieër
drug,dwelm
pics,foto's
western,westelik
western,westers
income,inkomste
force,krag
strength,krag
cash,kontant
employment,werk
overall,algehele
bay,baai
river,rivier
commission,kommissie
ad,advertensie
advertisement,advertensie
package,pakkie
contents,inhoud
seen,sien
players,toneelspeelster
players,toneelspeler
engine,masjien
machine,masjien
port,hawe
harbor,hawe
album,album
regional,streek-
stop,stop
supplies,voorraad
supplies,verskaf
supplies,lewering
started,begin
started,aanskakel
administration,administrasie
bar,staaf
bar,kroeg
bar,verbod
bar,tralie
pub,kroeg
prohibition,verbod
prohibit,verbied
institute,instituut
views,uitsig
plans,plan
double,dubbel
dog,hond
build,bou
screen,projeksiedoek
screen,filter
screen,beskutting
screen,beeldskerm
filter,filter
exchange,uitruil
exchange,uitruiling
types,tipe
types,drukletter
soon,binnekort
sponsored,geborgde
lines,lyn
lines,ry
lines,reeks
continue,aanhou
detain,aanhou
benefits,voordeel
advantage,voordeel
benefit,voordeel
needed,benodig
season,seisoen
apply,toepas
apply,aansoek doen
someone,iemand
somebody,iemand
held,hou
ny,ny
anything,enigiets
printer,drukpers
effective,effektief
believe,glo
organization,organisasie
effect,uitwerking
asked,vra
eur,eur
mind,verstand
sunday,sondag
selection,seleksie
casino,dobbelhuis
pdf,pdf
lost,verlore
missing,verlore
missing,ontbrekend
tour,toer
menu,spyskaart
volume,volume
cross,kruis
anyone,enigiemand
anybody,enigiemand
mortgage,verband
bond,verband
bond,bind
dressing,verband
bandage,verband
hope,hoop
pile,hoop
silver,silwer
corporation,korporasie
wish,wens
role,rol
roll,rol
roll,broodrol
rather,liewers
weeks,weke
addition,bymekaartel
came,kom
nothing,niks
usr,usr
executive,uitvoerend
running,hardloop
lower,laat sak
necessary,nodig
jewelry,juweliersware
according,volgens
according to,volgens
dc,dc
clothing,klere
wardrobe,klere
wardrobe,klerekas
mon,mon
com,com
particular,besonder
fine,boete
fine,fyn
fine,puik
names,name
robert,robert
homepage,tuisblad
gas,gas
guest,gas
skills,vaardigheid
skill,vaardigheid
six,ses
bush,bos
clump,bos
grove,bos
islands,eilande
advice,advies
career,loopbaan
military,militêre
military,weermag
army,weermag
rental,huur
rent,huur
charter,huur
decision,besluit
decide,besluit
leave,weggaan
british,britse
teens,tieners
pre,pre
huge,groot
sat,sat
tired,moeg
facilities,fasiliteite
zip,ritssluiter
zipper,ritssluiter
bid,bod
bid,bie
sellers,verkoper
sellers,verkoopster
middle,middel
move,beweeg
move,verhuis
relocate,verhuis
cable,kabel
opportunities,geleentheid
opportunity,geleentheid
occasion,geleentheid
taking,kry
taking,neem
taking,inneem
taking,neem saam
taking,skryf
values,waarde
values,waardeer
division,verdeling
coming,kom
tuesday,dinsdag
object,objek
object,beswaar maak
lesbian,lesbiese
appropriate,gepas
proper,gepas
logo,logo
length,lengte
actually,in werklikheid
nice,aangenaam
agreeable,aangenaam
score,telling
statistics,statistieke
ok,ok
returns,terugkom
returns,terugstuur
returns,wins
returns,terugsending
follow,volg
investment,belegging
sent,stuur
shown,wys
shown,uitstal
saturday,saterdag
christmas,kersfees
england,engeland
culture,kultuur
band,groep
band,strook
band,musiekgroep
flash,flits
ms,me
lead,lei
lead,lood
conduct,gedrag
behavior,gedrag
george,george
choice,keuse
went,loop
went,reis
starting,begin
starting,aanskakel
registration,registrasie
fri,vry
thursday,donderdag
courses,koers
consumer,verbruiker
hi,hi
airport,lughawe
foreign,vreemd
strange,vreemd
artist,kunstenaar
artist,kunstenares
furniture,meubels
levels,gelykmaak
channel,kanaal
channel,waterloop
canal,kanaal
letter,brief
letter,letter
mode,manier
phones,selfone
ideas,idee
clue,idee
wednesday,woensdag
structure,struktuur
fund,fonds
summer,somer
allow,toelaat
permit,permit
admit,toelaat
admit,erken
pass,permit
pass,pas
acknowledge,erken
fit,pas
fit,aanpas
adapt,aanpas
degree,grade
contract,kontrak
button,knoop
knot,knoop
releases,vrystelling
releases,vrylating
releases,vrylaat
releases,uitreiking
wed,wed
bet,weddenskap
homes,tuiste
super,puik
super,super
male,manlik
matter,saak
virginia,virginia
almost,amper
took,kry
took,neem
took,inneem
took,neem saam
took,skryf
located,opspoor
multiple,veelvuldig
asian,asiër
distribution,verspreiding
editor,redakteur
editor,redaktrise
inn,herberg
industrial,industriële
cause,oorsaak
cause,veroorsaak
potential,potensieël
song,lied
cnet,cnet
ltd,ltd
los,los
loose,los
hp,hp
focus,fokus
fall,herfs
autumn,herfs
featured,featured
idea,idee
rooms,kamer
rooms,spasie
responsible,verantwoordelik
accountable,verantwoordelik
inc,inc
communications,kommunikasie
communication,kommunikasie
win,oorwinning
associated,geassosieer
thomas,thomas
primary,inleidend
cancer,kanker
numbers,nommers
reason,rede
browser,leser
reader,leser
spring,lente
spring,spruit
spring,veer
feather,veer
voice,stem
vote,stem
vote,stemreg
vote,stembriefie
eg,bv
friendly,vriendelik
schedule,skedule
documents,dokument
purpose,doel
bed,bed
comes,kom
police,polisie
everyone,almal
independent,onafhanklik
ip,ip
approach,nadering
approach,aanvlug
cameras,kamera
brown,verbruin
physical,fisies
operating,opereer
operating,werk met
operate,opereer
operate,werk met
hill,heuwel
maps,kaart
medicine,medisyne
ratings,graderings
chicago,chicago
forms,vorm
glass,glas
happy,gelukkig
lucky,gelukkig
tue,tue
smith,smith
wanted,begeer
wanted,gebrek ly
developed,ontwikkelde
thank,bedank
resign,bedank
safe,veilig
unique,uniek
prior,voorafgaande
preliminary,voorafgaande
telephone,telefoon
ready,gereed
feed,voer
feed,voer
animal,dier
beast,dier
sources,bron
mexico,mexiko
population,bevolking
pa,pa
dad,pa
regular,gereeld
regularly,gereeld
secure,veilig
navigation,navigasie
operations,werking
operations,operasie
operation,werking
operation,operasie
therefore,dus
thus,dus
ass,gat
hole,gat
gap,gat
evidence,bewysstuk
station,stasie
station,standplaas
train station,stasie
christian,christen
christian,christin
round,ronde
paypal,paypal
favorite,gunsteling
understand,verstaan
master,meester
valley,vallei
probably,waarskynlik
likely,waarskynlik
thu,thu
rentals,huur
sea,see
built,bou
publications,publikasie
publication,publikasie
blood,bloed
cut,snit
worldwide,wêreldwyd
improve,verbeter
connection,konneksie
publisher,uitgewer
hall,saal
ward,saal
saddle,saal
larger,groot
anti,anti
networks,netwerke
earth,aarde
parents,ouers
nokia,nokia
transfer,oordra
introduction,inleiding
introduction,bekendstelling
initiation,inleiding
kitchen,kombuis
strong,sterk
tel,tel
count,tel
carolina,carolina
wedding,troue
properties,eiendom
hospital,hospitaal
ground,grond
soil,grond
overview,oorsig
accommodation,huisvesting
owners,eienaar
owners,eienares
owner,eienaar
owner,eienares
disease,siekte
illness,siekte
sickness,siekte
tx,tx
excellent,uitmuntend
paid,betaal
italy,italië
perfect,perfek
perfect,voltooi
