English,Other
approximately,تقریبا
above,بالاتر
above,بالاتر
above,بالای
above,مافوق
above,مافوق
above,بالای سر
above,فوق
above,فراز
above,در بالا
above,برتر
above,قسمت بالا
above,نام برده
above,واقع در بالا
circa,در حدود
circa,در اطراف
circa,تقریبا
nearly,تقریبا
nearly,تاحدی
nearly,مستقیما
regarding,راجع به
regarding,عطف به
regarding,در موضوع
around,پیرامون
around,در اطراف
around,گرداگرد
around,دور
around,در حوالی
around,در هر سو
around,سوی دیگر
around,در نزدیکی
beside,پیش
beside,نزدیک
beside,در کنار
beside,باضافه
beside,در یک طرف
beside,از طرف دیگر
beside,وانگهی
near,پیش
near,نزد
near,قریب
near,نزدیک
near,نزدیک
near,تقریبا
near,سر
near,صمیمی
near,نزدیک شدن
nearby,نزدیک
nearby,نزدیک
some,تقریبا
some,تاحدی
some,برخی
some,برخی از
some,بعضی
some,کسی
some,بعض
some,چندتا
some,چندتا
some,شخص یا چیز معینی
some,تعدادی
some,چندین
some,چندی
some,اندکی
some,قدری
some,کم و بیش
some,کمی از
secondary,فرعی
secondary,دوم
secondary,ثانوی
secondary,ثانیوی
secondary,کمکی
secondary,حاکی از زمان گذشته
ancillary,فرعی
ancillary,کمکی
ancillary,تابع
ancillary,مربوط به کلفت
ancillary,کمک
sidewards,از پهلو
sidewards,یک ور
sidewards,پهلویی
accessory,فرعی
accessory,تابع
accessory,لاحق
accessory,دعوای فرعی
accessory,همدست
accessory,منضمات
accessory,معاون جرم
accessory,هم دست
accessory,شریک
accessory,نمايات و نتايج
accessory,لوازم یدکی
accessory,فروع و ضمايم
accessory,لوازم فرعی
subordinate,فرعی
subordinate,وابسته
subordinate,تابع
subordinate,تابع
subordinate,مادون
subordinate,مادون
subordinate,مطیع
subordinate,فرمانبردار
subordinate,مرئوس
subordinate,مرئوس
subordinate,پایینی
subordinate,تابع قرار دادن
subordinate,زیردست یا مطیع کردن
ashore,در کنار
ashore,در ساحل
ashore,بکنار
ashore,بطرف ساحل
alongside,در کنار
alongside,تا کنار
alongside,پهلو به پهلوی
alongside,در پهلو
besides,غیر از
besides,غیر
besides,کنار
besides,در کنار
besides,از پهلو
besides,بعلاوه
besides,سوای
besides,سوا
besides,از جلو
besides,باضافه
besides,وانگهی
besides,گذشته از این
besides,در جوار
sidelong,در کنار
sidelong,جانبی
sidelong,بطور اریب
sidelong,یک وری
off,از روی
off,بسوی
off,از کنار
off,دور
off,از محلی بخارج
off,از یک سو
off,خاموش
off,دورتر
off,بی موقع
off,کساد
subsidiary,فرعی
subsidiary,کمکی
subsidiary,تابع
subsidiary,تابع
subsidiary,متمم
aboard,توی
aboard,از روی
aboard,روی
aboard,روی یا داخل
as,در نتیجه
as,چه
as,مانند
as,چنانکه
as,چنانکه
as,بطوریکه
as,بعنوان مثال
as,چون
as,همچنانکه
as,هنگامیکه
as,نظر باینکه
over,روی
over,بالای
over,بر فراز
over,مافوق
over,مافوق
over,ان طرف
over,در سرتاسر
over,بالای سر
over,در بالا
over,فوقانی
over,بالایی
over,بیرونی
over,بسوی دیگر
over,متجاوز از
over,رویی
according to,بر حسب
according to,طبق
according to,بعقیدهء
according to,بقول
according to,مطابق
o'er,روی
o'er,بالای
o'er,بر فراز
o'er,ان طرف
o'er,در سرتاسر
o'er,بالای سر
o'er,در بالا
o'er,بالایی
o'er,بیرونی
o'er,بسوی دیگر
o'er,متجاوز از
o'er,رویی
up,روی
up,بالای
up,بر فراز
up,بالا
up,در بلندی
up,جلو
up,در حال کار
up,برخاستن
up,بالا رفتن
up,ترقی کردن
up,بالا بردن یا ترقی دادن
upon,بر روی
upon,روی
upon,بر
upon,بمجرد
upon,بر فراز
upon,بمحض
thru,بواسطه
thru,از میان
thru,از وسط
thru,از اغاز تا انتها
thru,از توی
thru,سرتاسر
thru,تمام شده
thru,تمام
thru,کاملا
indefeasible,برقرار
indefeasible,لغو نکردنی
indefeasible,الغاء نشدنی
indefeasible,فسخ ناپذیر
indefeasible,بطلان ناپذیر
indefeasible,از دست ندادنی
clear-cut,روشن
clear-cut,صریح
bright,روشن
bright,درخشان
bright,زرنگ
bright,تابناک
bright,تابان
bright,افتابی
bright,باکله
bright,فروزان
bright,با هوش
vivid,روشن
vivid,زنده
vivid,واضح
vivid,سرزنده
vivid,سرحال
vivid,خرم
vivid,سر سخت
forwards,به پیش
forwards,بطرف جلو
confirmed,برقرار
confirmed,تایید شده
confirmed,موید
confirmed,پا بر جا
confirmed,تصدیق شده
forward,پیش
forward,به پیش
forward,جلوی
forward,جلو
forward,بطرف جلو
forward,ببعد
forward,به جلو
forward,ارسال کردن
forward,رساندن
forward,جلوانداختن
forward,فرستا دن
forward,بازی کن ردیف جلو
forward,گستاخ
forward,جسور
due to,بعلت
due to,بسبب
due to,سبب
light,روشن
light,تابان
light,نور
light,چراغ
light,پرتو
light,سو
light,اتش
light,کبریت
light,اتش زنه
light,لحاظ
light,برق چشم
light,وضوح
light,سرگرمکنندهغیرجدی
light,فانوس
light,مشعل
light,تابش
light,سبک
light,سبک وزن
light,ضعیف
light,خفیف
light,اهسته
light,اندک
light,اسان
light,کم
light,چابک
light,بیغم و غصه
light,وارسته
light,خل
light,باز
light,بی عفت
light,زود گذر
light,سهل الهضم
light,کم قیمت
light,هوس امیز
light,سهل
light,هوس باز
light,روشن کردن
light,برق زدن
light,اشکار کردن
light,اتش زدن
light,اتش گرفتن
light,بچه زاییدن
light,اذرخش زدن
light,مشتعل شدن
en route,مسیر
onward,به پیش
onward,به جلو
onward,بجلو
onward,بجلو
onward,بسوی جلو
always,همواره
always,همیشه
always,همه وقت
owing to,بعلت
owing to,زیرا
owing to,سبب
explicit,روشن
explicit,صریح
explicit,واضح
explicit,اشکار
explicit,صاف
ever,همواره
ever,همیشه
ever,هرگز
ever,هیچ
ever,اصلا
ever,در هر صورت
spoliation,یغماگری
spoliation,تباه سازی
spoliation,دزدی
spoliation,چپاول
gorge,پر خوری
gorge,گدار
gorge,گلوگاه
gorge,حلق
gorge,دره تنگ
gorge,گلو
gorge,ابکند
gorge,شکم
gorge,معبر تنگ
gorge,پر خوردن
gorge,زیاد تپاندن
gorge,پر خوری کردن
gorge,بلعیدن
gorge,با حرص و ولع خوردن
gastronomy,پر خوری
gastronomy,سلیقه در غذا
gastronomy,علم اغذیه لذیذه
edacity,پر خوری
edacity,شکم پرستی
edacity,استعداد خوردن
glut,پر خوری
glut,پری
glut,زیادی خون
glut,اشباع
glut,عرضه بیش از تقاضا
glut,پر خوردن
glut,با حرص و ولع خوردن
glut,پر کردن
glut,اشباء کردن
glut,سیر کردن
glut,اشباع کردن
polyphagia,پر خوری
polyphagia,اشتهای زیاد
quince,به
quince,درخت به
quincunx,به
quincunx,ارایش پنج تایی گل یا برگ گیاه
quincunx,شکلی دارای پنج واحد یا نفش یکجور
quincunx,درخت به
bah!,به
bah!,علامت تعجب حاکی ازاهانت و تحقیر
oh!,به
oh!,ها
oh!,اوه
oh!,وه
ac-,به
ad-,به
parsimony,خست
parsimony,خسیسی
parsimony,امساک
parsimony,کم خرجی
parsimony,صرفه جویی
miserliness,خست
miserliness,خسیسی
meanness,خست
meanness,خسیسی
meanness,خاتوله
meanness,خبی
meanness,خشک دستی
meanness,پستی
meanness,سفلگی
vileness,خست
vileness,خسیسی
sordidness,خست
sordidness,خسیسی
voracity,ولع
voracity,پرخوری و حرص
voracity,درندگی
away from,دور از
far,دور از
far,زیاد
far,بسیار
far,بعلاوه
far,خیلی
far,دور دست
far,بعید
away,دور از
away,کنار
away,بیرون از
away,در سفر
away,بیک طرف
away,دور
away,بیرون
away,بی درنگ
away,پس از ان
away,فاصلهدار
away,رفته
away,بعد
away,دور افتاده
away,یکسو
away,بطور پیوسته
away,از انجا
away,از ان زمان
away,از انروی
back,دور از
back,از عقب
back,عقب
back,عقب
back,پس
back,به عقب
back,در عقب
back,گذشته
back,پشت
back,پشت
back,پشتی
back,پشتی کنندگان
back,جبران
back,مدد
back,تکیه گاه
back,عقبی
back,بدهی پس افتاده
back,طرفداری کردن
back,پشتی کردن
back,پشتانداختن
back,بعقب بردن
back,بر پشت چیزی قرار گرفتن
back,پشت چیزی نوشتن
back,ظهرنویسی کردن
back,سوار شدن
out,دور از
out,بیرون از
out,بیرون
out,خارجی
out,بیرونی
out,اشکار
out,خارج
out,افشاء شده
out,حذف شده
out,اخراج کردن
out,اخراج شدن
out,قطع کردن
out,خاموش کردن
out,رفتن
out,فاش شدن
out,بر کنار کردن
out,راه حل
past,دور از
past,پیش
past,در ماورای
past,پیش از
past,قبلی
past,گذشته
past,سابق
past,قدیمی
past,پایان یافته
past,وابسته بزمان گذشته
past,ماقبل
past,ماورای
past,گذشته از
past,سابقه
past,پیشینه
prior,از پیش
prior,جلوی
prior,پیشین
prior,اولی
prior,قبلی
prior,مقدم
prior,اسبق
prior,رئيس صومعه
thereupon,در نتیجه
thereupon,بنابر این
thereupon,سپس
thereupon,بی درنگ
thereupon,پس از ان
ferocity,درنده خویی
ferocity,سبعیت
ferocity,وحشیگری
fury,درنده خویی
fury,غیظ
fury,خشم
fury,هیجان شدید و تند
fury,اضطراب
fury,غضب
fury,شدت
fury,روح انتقام
fury,اشوب
hunger,گرسنگی
hunger,اشتیاق
hunger,قحطی
hunger,گرسنه کردن
hunger,گرسنگی دادن
hunger,گرسنه شدن
hunger,اشتیاق داشتن
starvation,گرسنگی
starvation,قحطی زدگی
starvation,رنج و محنت
starvation,قحطی
except,غیر از
except,غیر
except,سوای
except,جز
except,باستثنای
except,بجز
except,مگر
except,مستثنی کردن
except,مشمول نکردن
except,اعتراض کردن
enthusiasm,اشتیاق
enthusiasm,غیرت
enthusiasm,شور و ذوق
enthusiasm,جدیت
enthusiasm,الهام
enthusiasm,هواخواهی با حرارت
enthusiasm,وجد و سرور
enthusiasm,حیرت
thirst,اشتیاق
thirst,ارزومندی
thirst,عطش
thirst,تشنگی
thirst,اشتیاق داشتن
thirst,تشنه بودن
thirst,ارزومند بودن
longing,اشتیاق
longing,هوس
longing,ارزوی زیاد
longing,ویار
longing,میل وافر
longing,عطش
longing,مایل
longing,مشتاق
appetite,اشتیاق
appetite,ارزو
appetite,اشتها
appetite,میل و رغبت ذاتی
anxiety,اشتیاق
anxiety,اضطراب
anxiety,اندیشه
anxiety,تشویش
anxiety,تمایل
anxiety,دلواپسی
anxiety,ارنگ
anxiety,نگرانی
anxiety,غم
anxiety,خوف
hankering,اشتیاق
hankering,مایل
hankering,شوق وافر
appetence,اشتیاق
appetence,تمایل
appetence,ارزو
appetence,عطش
appetency,اشتیاق
appetency,تمایل
appetency,ارزو
appetency,عطش
heat,اشتیاق
heat,گرما
heat,تندی
heat,حرارت
heat,گرمی
heat,وهله
heat,نوبت
heat,تحریک جنسی زنان
heat,طلب شدن جانور
heat,گرم کردن
heat,بهیجان امدن
heat,بر انگیختن
solicitude,اشتیاق
solicitude,اندیشه
solicitude,دقت زیاد
solicitude,نگرانی
mid,با
mid,همراه با
mid,نیمه
mid,میانی
mid,وسطی
together with,با
together with,باضافه
co-,با
co-,باهم
col-,با
col-,باهم
com-,با
com-,باهم
con-,با
con-,باهم
separation,جدایی
separation,انفصال
separation,تفکیک
separation,مفارقت
separation,دوری
separation,فراق
divorce,جدایی
divorce,فسخ
divorce,طلاق
divorce,طلاق دادن
segregation,جدایی
segregation,افتراق
segregation,تفکیک
segregation,تبعیض نژادی
breakaway,جدایی
breakaway,فرار
breakaway,استعفاء
breakaway,هجوم وحشیانه گله گوسفند و گاو
breakaway,رم
divorcement,جدایی
divorcement,تفرقه
seclusion,جدایی
seclusion,انزوا
seclusion,گوشه نشینی
abscission,جدایی
abscission,برش
abscission,دریدگی
abscission,قطع پوست و گوشت
abscission,قطع
abscission,ریزش
disjunction,جدایی
disjunction,انفصال
disjunction,تفکیک
dissociation,جدایی
dissociation,افتراق
dissociation,تفکیک
dissociation,تجزیه
dissociation,گسستگی
disunion,جدایی
disunion,عدم اتفاق
disunion,انفصال
disunion,جدا شدگی
disunion,نفاق
gulf,جدایی
gulf,خلیج
gulf,گرداب
gulf,هر چیز بلعنده و فرو برنده
gulf,خور
rupture,جدایی
rupture,گسیختگی
rupture,فتق
rupture,گسستگی
rupture,پارگی
rupture,قطع
rupture,قطع کردن
rupture,گسستن
rupture,ترکیدن
rupture,گسیختن
rupture,جدا کردن
schism,جدایی
schism,تفرقه
schism,اختلاف
schism,ایجاد جدایی
schism,انفصال
schism,شقاق
schism,اختلاف و تفرقه در کلیسا
schismatism,جدایی
schismatism,تفرقه
schismatism,اختلاف
schismatism,ایجاد جدایی
schismatism,انفصال
schismatism,شقاق
schismatism,اختلاف و تفرقه در کلیسا
sequestrum,جدایی
sequestrum,قسمت بافت مرده
severance,جدایی
severance,مجزایی
severance,تفکیک
severance,جدا سازی
severance,تجزیه
severance,قطع
covetousness,طمع
cupidity,طمع
cupidity,حرص واز برای بدست اوردن مال
other,غیر
other,مغایر
other,دیگری
other,متفاوت
other,سایر
other,جز این
other,دیگر
alien,غیر
alien,مغایر
alien,بیگانه
alien,غیره
alien,خارجی
alien,خارجی
alien,مخالف
alien,غریب
alien,نا سازگار
alien,ناسازگار بودن
another,غیر
another,دیگری
another,جدا
another,سایر
another,دیگر
another,یکی دیگر
another,شخص دیگر
different,غیر
different,مغایر
different,مختلف
different,متفاوت
different,متنوع
different,متمایز
a-,غیر
anti-,غیر
anti-,بجای
anti-,ضد
anti-,علیه
anti-,برضد
anti-,پاد
anti-,مخالف
anti-,درعوض
un-,غیر
un-,نه
un-,عدم
un-,نا
un-,لا
athwart,برخلاف
athwart,از وسط
athwart,برضد
athwart,مخالف
athwart,از طرفی بطرف دیگر
athwart,از این سو بان سو
instead,بعوض
instead,بجای
instead,در عوض
across,از میان
across,از وسط
across,از این سو بان سو
across,از عرض
across,ازاین طرف بان طرف
across,یکسره
incoming,اینده
incoming,دخول
incoming,وارد شونده
incoming,امده
incoming,عاید شونده
next,کنار
next,سپس
next,دیگر
next,اینده
next,جنب
next,مجاور
next,مابعد
next,پهلویی
next,زیرین
next,بعد
next,جنبی
next,نزدیک ترین
to-be,اینده
forthcoming,نزدیک
forthcoming,اینده
forthcoming,اماده ارائه دادن
forthcoming,درفش
oncoming,اینده
oncoming,جلو رونده
oncoming,روی دهنده
oncoming,پیشامد کننده
than,نسبت به
than,بجز
than,تا
than,که
than,تا اینکه
incrust,بر روی
incrust,با قشر و پوست پوشاندن
incrust,دارای پوشش سخت کردن
incrust,قشر تشکیل دادن
in-,بسوی
in-,نه
in-,در داخل
periphery,پیرامون
periphery,سطح بدن
periphery,حدود
periphery,محیط
periphery,دوره
periphery,جنب
perimeter,پیرامون
perimeter,محیط
perimeter,فضای احاطه کننده
environs,پیرامون
environs,دوروبر
environs,توابع
environs,اطراف
environs,حومه
environs,حول و حوش
ambit,پیرامون
ambit,حدود
ambit,وسعت
ambit,محوطه
ambit,حوزه
apis,پیرامون
apis,گاو مقدس مصریان قدیم
circumference,پیرامون
circumference,محیط دایره
circumference,محیط
outline,پیرامون
outline,طرح کلی
outline,خلاصه
outline,طرح
outline,رئوس مطالب
outline,زمینه
outline,شکل اجمالی
outline,قبلا تعیین کردن
skirt,پیرامون
skirt,دامنه
skirt,دامن لباس
skirt,دامنه کوه
skirt,حوالی
skirt,دامن
skirt,حومه شهر
skirt,دور زدن
skirt,دامن دوختن
skirt,دامن دار کردن
skirt,حاشیه گذاشتن به
skirt,احاطه کردن
skirt,از کنار چیزی رد شدن
well-nigh,در حدود
well-nigh,تقریبا
well-nigh,قریبا
zinc,روی
zinc,فلز روی
tin,روی
tin,قلع
tin,حلبی
tin,حلب
tin,قوطی
tin,با قلع یا حلبی پوشاندن
tin,در حلب یا قوطی ریختن
tin,حلب کردن
hyper-,روی
hyper-,بالای
hyper-,بیش از حد
hyper-,مافوق
hyper-,برفراز
hyper-,اضافه
hyper-,فوق العاده
hyper-,بحد افراط
hyper-,خارج از حد عادی
hyper-,ماوراء
supra-,روی
supra-,مافوق
supra-,بالا
valvate,در
valvate,بشکل دریچه یا سوپاپ
valvate,دریچه دار
door,در
door,درب
door,راهرو
door,باب
doorjamb,در
doorjamb,باهو
doorjamb,چهارچوب
doorpost,در
doorpost,باهو
doorpost,چهارچوب
pearl,در
pearl,مروارید
pearl,صدف
pearl,اب مروارید
pearl,مرواریدی
pearl,مروارید نشان کردن
pearl,با مروارید اراستن
pearl,صدف وار کردن
plug,در
plug,سر
plug,توپی
plug,شیر
plug,دو شاخه
plug,سوراخ گیر
plug,بستن
plug,قاچ
plug,سربطری
plug,برق وصل کردن
plug,توپی گذاشتن
plug,در چیزی را گرفتن
plug,قاچ کردن
plug,تیر زدن
plug,قاش
plug,دوشاخه کلید اتصال
pylon,در
pylon,برج
pylon,شاه تیر
pylon,پیل یا تیر برق
valve,در
valve,دریچه
valve,لامپ
valve,شیر
valve,سوپاپ
valve,سر پوش
valve,بشکل دریچه یا سوپاپ
wicket,در
wicket,چوگان
wicket,دریچه
wicket,دروازه کوچک
wicket,باجه
wicket,حلقه
bosom,بر
bosom,سینه
bosom,بغل
bosom,پیش سینه
bosom,خودمانی
bosom,بااغوش باز پذیرفتن
bosom,در اغوش حمل کردن
bosom,دارای پستان شدن
bosom,عزیز کردن
bosom,رازی را در سینه نهفتن
land,بر
land,زمین
land,خاک
land,دیار
land,سرزمین
land,خشکی
land,به خشکی امدن
land,رسیدن
land,بزمین نشستن
land,فرود امدن
land,پیاده شدن
mainland,بر
mainland,قطعه
mainland,خشکی
mainland,قاره
mainland,قطعه اصلی
ago,پیش
ago,گذشته
ago,قبل
ahead,پیش
ahead,در امتداد حرکت کسی
ahead,جلو
ahead,روبجلو
in advance,پیش
along,پیش
along,جلو
along,موازی با طول
along,همراه
along,طول
along,در امتداد خط
beforehand,پیش
beforehand,جلو
beforehand,پیشاپیش
beforehand,قبلا
beforehand,مقدم بر
beforehand,اماده
beforehand,راحت
fore,پیش
fore,پیش
fore,جلوی
fore,پیشین
fore,قبلی
fore,درجلو
forth,پیش
forth,بیرون از
forth,پس
forth,جلو
forth,از حالا
forth,دور از مکان اصلی
foreside,پیش
foreside,جلو
foreside,قدام
front,پیش
front,جلو
front,نما
front,جبهه
front,جبهه جنگ
front,صف پیش
front,رو کردن به
front,مواجه شده با
front,روبروی هم قرار دادن
front,در صف جلو قرار گرفتن
front,جلودار
presence,پیش
presence,مجاورت
presence,وقوع و تکرار
presence,حضور
presence,پیشگاه
presence,در نظر مجسم کننده
presence,محضر
fore-,پیش
fore-,پیشروها
fore-,واقع در جلو
fore-,جلو قبلا
towards,طرف
plus,بعلاوه
plus,بعلاوه
plus,باضافه
plus,اضافی
plus,امتیاز
plus,افزودن به
once,سابقا
once,یکوقتی
once,فقط یکبار
once,یکبار دیگر
once,یک مرتبه
ere,قبل از
ere,قبل از اینکه
erst,قبلا
erst,سابقا
syne,قبل
syne,تا کنون
syne,تاحال
formerly,قبلا
formerly,پیشتر
formerly,سابق
formerly,سابقا
erstwhile,قبلا
erstwhile,سابقا
afore,جلو
afore,قبل
previously,سابق
previously,سابقا
unfavourable,برعکس
unfavourable,زشت
unfavourable,نامساعد
unfavourable,بد
unfavourable,بد قیافه
unfavourable,نامیمون
unfavourable,نا مطلوب
unfavorable,برعکس
unfavorable,زشت
unfavorable,نامساعد
unfavorable,بد
unfavorable,بد قیافه
unfavorable,نامیمون
unfavorable,نا مطلوب
inverse,برعکس
inverse,مقابل
inverse,معکوس
inverse,وارونه
inverse,برگشته
dissimilar,مختلف
dissimilar,بی شباهت
dissimilar,ناهمسان
dissimilar,ناجور
dissimilar,ناهمانند
dissimilar,غیر مشابه
dissimilar,دگرگون
anomalous,مغایر
anomalous,بی شباهت
anomalous,غیر عادی
anomalous,بی مورد
anomalous,خارج از رسم
anomalous,غیر متشابه
anomalous,بی ترتیب
contrary to,مخالف
contrary to,علیرغم
notwithstanding,مخالف
notwithstanding,با وجود
notwithstanding,علیرغم
notwithstanding,باوجود اینکه
notwithstanding,باوجود اینکه
notwithstanding,بدون توجه
notwithstanding,باوجود
contra,برضد
despite,مخالف
despite,با وجود
despite,علیرغم
despite,با اینکه
extinct,تمام شده
extinct,خاموش
extinct,منقرض
extinct,از بین رفته
extinct,معدوم
extinct,مرده
extinct,منسوخه
extinct,خاموش شده
first-hand,مستقیم
first-hand,مستقیما
first-hand,اصلی
first-hand,دست اول
defunct,تمام شده
defunct,از بین رفته
defunct,مرده
defunct,مرده
defunct,درگذشته
completely,سرتاسر
face-to-face,مستقیم
complete,تمام
complete,خاتمه دادن
complete,کامل
complete,مکمل
complete,کامل کردن
complete,انجام دادن
complete,بانجام رساندن
complete,تکمیل کردن
complete,سپری کردن
full,پری
full,تمام
full,فول
full,پر
full,مفصل
full,مملو
full,کامل
full,انباشته
full,لبریز
full,بالغ
full,رسیده
full,اکنده
full,سیر
full,مطلق
all-over,تمام شده
all over,سرتاسر
all over,سراسر
all over,در هر قسمت
all over,سربسر
all over,بطور سراسری
rounded,تمام شده
rounded,تمام
rounded,پر
rounded,گرد شده
rounded,بصورت عدد صحیح
rounded,شفاف شده
rounded,مستدیر
overall,سرتاسر
overall,روی هم رفته
overall,سراسر
overall,همه جا
overall,شامل همه چیز
overall,لباس کار
overall,بالا پوش
all,بسیار
all,یکسره
all,تمام
all,همه
all,همه چیز
all,هر گونه
all,داروندار
all,تماما
all,همگی
all,کلیه
all,جمیع
direct,مستقیم
direct,راست
direct,عمودی
direct,میان بر
direct,دستور دادن
direct,نظارت کردن
direct,معطوف داشتن
direct,امر کردن
direct,متوجه ساختن
direct,اداره کردن
direct,قراول رفتن
direct,هدایت کردن
direct,سوق دادن
direct,عطف کردن
throughout,سرتاسر
throughout,تماما
throughout,بکلی
throughout,سراسر
throughout,از درون و بیرون
entire,تمام
entire,سراسر
entire,دست نخورده
entire,درست
entire,بی عیب
entire,یکتیع
whole,تمام
whole,سالم
whole,همه
whole,سراسر
whole,کامل
whole,دست نخورده
whole,درست
whole,مجموع
whole,بی خرده
whole,تمام و کمال
cap-a-pie,سرتاسر
cap-a-pie,از سر تا پا
cap-a-pie,سر تاپا
straight,مستقیم
straight,مستقیما
straight,صریح
straight,یک راست
straight,راست
straight,راست
straight,سر راست
straight,راحت
straight,عمودی
straight,درست
straight,رک
