English,Other
astride,a horcajadas
astride,a horcajadas sobre
hollow,a hueco
on the sly,a hurtadillas
stealthily,a hurtadillas
impugnable,a impugnar
at intervals,a intervalos
off and on,a intervalos
on and off,a intervalos
haphazard,a la buena de dios
higgledy-piggledy,a la buena de dios
recto,a la derecha
right,a la derecha
right!,a la derecha
rightward,a la derecha
rightwards,a la derecha
to the right,a la derecha
adrift,a la deriva
helter-skelter,a la desbandada
in disorder,a la desbandada
pell-mell,a la desbandada
pellmell,a la desbandada
forced,a la fuerza
forcible,a la fuerza
forcibly,a la fuerza
contrariwise,a la inversa
conversely,a la inversa
inversely,a la inversa
left,a la izquierda
left-hand,a la izquierda
to the left,a la izquierda
in the long run,a la larga
in the long term,a la larga
ultimately,a la larga
airily,a la ligera
carelessly,a la ligera
hastily,a la ligera
lightly,a la ligera
perfunctorily,a la ligera
quickly,a la ligera
after,a la manera de
fashionably,a la moda
stylishly,a la moda
abreast,a la par
at par,a la par
grilled,a la parrilla
inside,a la sombra
both,a la vez
together,a la vez
overleaf,a la vuelta
swimmingly,a las mil maravillas
yeasty,a levadura
upward,a lo alto
upwards,a lo alto
rakishly,a lo chulo
along,a lo largo
in great length,a lo largo
in the distance,a lo largo
lengthwise,a lo largo
offshore,a lo largo
along,a lo largo de
throughout,a lo largo de
far,a lo lejos
in the distance,a lo lejos
yon,a lo lejos
yonder,a lo lejos
wildly,a lo loco
from now on,a lo sucesivo
by hand,a mano
handier,a mano
handiest,a mano
handy,a mano
manually,a mano
midmorning,a media mañana
in mid afternoon,a media tarde
midafternoon,a media tarde
fifty-fifty,a medias
half,a medias
half-seas over,a medio camino
halfway,a medio camino
slushier,a medio derretir
slushiest,a medio derretir
slushy,a medio derretir
unless,a menos que
oft,a menudo
often,a menudo
oftentimes,a menudo
ofttimes,a menudo
midway,a mitad de camino
by way of,a modo de
knock down,a montar
fatally,a muerte
machine,a máquina
to me,a mí
as,a nivel
as for,a nivel
even,a nivel
evener,a nivel
flush,a nivel
in keeping with,a nivel
level,a nivel
true,a nivel
truer,a nivel
truest,a nivel
globally,a nivel mundial
save,a no ser que
us,a nos
nuttier,a nueces
nutty,a nueces
as from,a partir de
as of,a partir de
beginning with,a partir de
from,a partir de
starting from,a partir de
thenceforward,a partir de entonces
bareback,a pelo
smallscale,a pequeña escala
despite,a pesar de
for all,a pesar de
in spite of,a pesar de
notwithstanding,a pesar de
although,a pesar de que
notwithstanding,a pesar de que
still,a pesar de que
yet,a pesar de que
all the same,a pesar de todo
considering,a pesar de todo
notwithstanding,a pesar de todo
regardless,a pesar de todo
still,a pesar de todo
yet,a pesar de todo
afoot,a pie
walking,a pie
deeply,a pleno pulmón
plumb,a plomo
true,a plomo
truer,a plomo
truest,a plomo
offshore,a poca distancia de la costa
abaft,a popa
astern,a popa
galore,a porrillo
in abundance,a porrillo
a posteriori,a posteriori
after the event,a posteriori
ad hoc,a propósito
appropriate,a propósito
apropos,a propósito
by design,a propósito
by the by,a propósito
by the way,a propósito
fitting,a propósito
intended,a propósito
on purpose,a propósito
opportune,a propósito
opportunely,a propósito
purposefully,a propósito
purposely,a propósito
relevant,a propósito
suitable,a propósito
about,a propósito de
with regard to,a propósito de
on approval,a prueba
testing,a prueba
proof,a prueba de
tight,a prueba de
tighter,a prueba de
tightest,a prueba de
waterproof,a prueba de agua
bulletproof,a prueba de balas
heat-resistant,a prueba de calor
shockproof,a prueba de choques
fireproof,a prueba de fuego
flameproof,a prueba de fuego
weather-resistant,a prueba de la intemperie
weatherproof,a prueba de la intemperie
childproof,a prueba de niños
in camera,a puerta cerrada
privately,a puerta cerrada
that,a que
fifthly,a quinto
whom,a quién
at all costs,a rajatabla
by hook or by crook,a rajatabla
exactly,a rajatabla
regardless,a rajatabla
strictly,a rajatabla
flush,a ras
unwillingly,a rastras
at intervals,a ratos
fitfully,a ratos
off and on,a ratos
striped,a rayas
jet,a reacción
bursting,a rebosar
grudgingly,a regañadientes
reluctantly,a regañadientes
unwillingly,a regañadientes
namely,a saber
scilicet,a saber
safe,a salvo
safer,a salvo
safest,a salvo
cold-blooded,a sangre fría
if,a ser
in demand,a solicitud
o/d,a solicitud
on request,a solicitud
in due season,a su tiempo
in time,a su tiempo
hired,a sueldo
paid,a sueldo
salaried,a sueldo
betimes,a tiempo
in time,a tiempo
on time,a tiempo
gropingly,a tientas
ashore,a tierra
earthed,a tierra
at full tilt,a toda fuerza
as soon as possible,a toda prisa
at full speed,a toda prisa
posthaste,a toda prisa
foolproof,a toda prueba
at full speed,a toda rapidez
all out,a toda velocidad
at a rare bat,a toda velocidad
at full pelt,a toda velocidad
at full speed,a toda velocidad
at full tilt,a toda velocidad
at top speed,a toda velocidad
in full steam,a toda velocidad
matching,a tono
treacherously,a traición
across,a través
across,a través de
aslant,a través de
over,a través de
through,a través de
throughout,a través de
haphazardly,a trochemoche
helter-skelter,a trochemoche
higgledy-piggledy,a trochemoche
pell-mell,a trochemoche
pellmell,a trochemoche
piecewise,a trozos
at all costs,a ultranza
decisively,a ultranza
extreme,a ultranza
at the same time,a un tiempo
at times,a veces
occasionally,a veces
once in a while,a veces
sometime,a veces
sometimes,a veces
forcibly,a viva fuerza
ad lib,a voluntad
adlib,a voluntad
him,a él
ante meridiem,a.m.
aaron,aaron
grocer,abacero
grocery,abacero
grocers,abacería
grocery,abacería
abbot,abad
abbots,abad
ling,abadejo
pout,abadejo
pouts,abadejo
abbess,abadesa
abbacy,abadía
abbey,abadía
abbeys,abadía
alow,abajo
below,abajo
beneath,abajo
down,abajo
downstairs,abajo
inside,abajo
under,abajo
below,abajo de
down,abajo de
under,abajo de
undersigned,abajofirmante
lunge,abalanzarse
lunged,abalanzarse
lunges,abalanzarse
lunging,abalanzarse
swoop,abalanzarse
swooped,abalanzarse
swooping,abalanzarse
swoops,abalanzarse
fall on,abalanzarse sobre
pounce at,abalanzarse sobre
pounce on,abalanzarse sobre
pounce upon,abalanzarse sobre
abalone,abalone
bead,abalorio
bugle,abalorio
bugles,abalorio
trinket,abalorio
abandoned,abandonado
derelict,abandonado
deserted,abandonado
desolate,abandonado
forlorn,abandonado
neglected,abandonado
quitted,abandonado
uncared-for,abandonado
abandon,abandonar
abandons,abandonar
bolt,abandonar
bolted,abandonar
bolting,abandonar
bolts,abandonar
break,abandonar
breaks,abandonar
call off,abandonar
cast away,abandonar
chuck,abandonar
chucked,abandonar
chucking,abandonar
chucks,abandonar
clear away,abandonar
come off,abandonar
come up,abandonar
desert,abandonar
deserting,abandonar
deserts,abandonar
ditch,abandonar
ditched,abandonar
ditches,abandonar
drop,abandonar
drop out,abandonar
dropped,abandonar
fled,abandonar
flee,abandonar
fleeing,abandonar
flees,abandonar
forsake,abandonar
forsaken,abandonar
forsakes,abandonar
forsaking,abandonar
forsook,abandonar
give up,abandonar
iron out,abandonar
jack in,abandonar
jettison,abandonar
jettisoned,abandonar
jettisoning,abandonar
lead off,abandonar
leave,abandonar
leave over,abandonar
leaves,abandonar
let into,abandonar
quit,abandonar
quitting,abandonar
relinquish,abandonar
relinquished,abandonar
relinquishes,abandonar
relinquishing,abandonar
resign,abandonar
resigning,abandonar
resigns,abandonar
retire,abandonar
retires,abandonar
take away,abandonar
take from,abandonar
take off,abandonar
tear down,abandonar
throw down,abandonar
throw off,abandonar
throw over,abandonar
throw up,abandonar
toss aside,abandonar
walk out,abandonar
walk out on,abandonar
weaken,abandonar
weakened,abandonar
weakens,abandonar
withdraw,abandonar
withdrawing,abandonar
withdraws,abandonar
withdrew,abandonar
ditch,abandonar a alguien
ditched,abandonar a alguien
ditches,abandonar a alguien
leave aside,abandonar de lado
strike,abandonar el trabajo
strikes,abandonar el trabajo
struck,abandonar el trabajo
maroon,abandonar en un sitio desolado
marooned,abandonar en un sitio desolado
maroons,abandonar en un sitio desolado
leave on,abandonar encendido
drop out,abandonar estudios
turn out,abandonar la cama
lose out,abandonar perdiendo
leave on,abandonar puesto
fall away,abandonar sus principios
fall off,abandonar sus principios
freak out,abandonar todo
abandon oneself,abandonarse
get discouraged,abandonarse
get slack,abandonarse
give in,abandonarse
give up,abandonarse
give to,abandonarse a
indulge in an excess of,abandonarse a
abandon,abandono
abandonment,abandono
abandons,abandono
dereliction,abandono
derelictions,abandono
desertion,abandono
desertions,abandono
indulgence,abandono
indulgences,abandono
neglect,abandono
relinquishment,abandono
surrender,abandono
surrenders,abandono
fan,abanicar
fanned,abanicar
fanning,abanicar
fans,abanicar
fan,abanico
fans,abanico
spectra,abanico
spectrum,abanico
cheapen,abaratar
cheapened,abaratar
cheapening,abaratar
cheapens,abaratar
cheapen,abaratarse
cheapened,abaratarse
cheapening,abaratarse
cheapens,abaratarse
comprise,abarcar
comprised,abarcar
comprises,abarcar
comprising,abarcar
embrace,abarcar
embraced,abarcar
embraces,abarcar
embracing,abarcar
encompass,abarcar
encompassed,abarcar
encompasses,abarcar
encompassing,abarcar
include,abarcar
includes,abarcar
reach,abarcar
reached,abarcar
reaches,abarcar
reaching,abarcar
span,abarcar
spanned,abarcar
spanning,abarcar
spans,abarcar
take in,abarcar
touch,abarcar
touches,abarcar
bar,abarrotar
glut,abarrotar
glutted,abarrotar
overstock,abarrotar
overstocked,abarrotar
overstocking,abarrotar
pile,abarrotar
piled,abarrotar
foodstuff,abarrote
foodstuffs,abarrote
grocery,abarrote
packing,abarrote
packings,abarrote
grocer,abarrotero
grocery,abarrotero
caterer,abastecedor
caterers,abastecedor
provider,abastecedor
providers,abastecedor
cater,abastecer
catered,abastecer
caters,abastecer
provide,abastecer
provides,abastecer
provision,abastecer
provisioned,abastecer
provisioning,abastecer
serve,abastecer
served,abastecer
serves,abastecer
set up,abastecer
stock,abastecer
stocked,abastecer
supply,abastecer
cater for,abastecer a
bunker,abastecer de combustible
bunkered,abastecer de combustible
bunkers,abastecer de combustible
catering,abastecimiento
provision,abastecimiento
purveyance,abastecimiento
supplying,abastecimiento
waterworks,abastecimiento
mill,abatanar
mills,abatanar
abbe,abate
abbot,abate
abbots,abate
broken,abatido
contemptible,abatido
dejected,abatido
dejectedly,abatido
depressed,abatido
despondent,abatido
dismal,abatido
glum,abatido
laid,abatido
miserable,abatido
mopish,abatido
wearier,abatido
weariest,abatido
weary,abatido
abasement,abatimiento
dejection,abatimiento
demolition,abatimiento
demolitions,abatimiento
depression,abatimiento
depressions,abatimiento
despondency,abatimiento
megrims,abatimiento
melancholia,abatimiento
melancholies,abatimiento
melancholy,abatimiento
beat down,abatir
break,abatir
breaks,abatir
bring down,abatir
cast down,abatir
demolish,abatir
demolishes,abatir
depress,abatir
depresses,abatir
lay,abatir
laying,abatir
lays,abatir
leak,abatir
leaked,abatir
leaking,abatir
leaks,abatir
tip,abatir
tipping,abatir
tips,abatir
tumble,abatir
tumbled,abatir
tumbles,abatir
tumbling,abatir
tip up,abatirse
pouch,abazón
pouches,abazón
abecedarian,abc
abdication,abdicación
abdicated,abdicado
abdicate,abdicar
abdicates,abdicar
abdicating,abdicar
abdomen,abdomen
abdomens,abdomen
abdominal,abdominal
abduction,abducción
abductions,abducción
abducent,abductor
abductor,abductor
abductors,abductor
abe,abe
abc,abecedario
abc-book,abecedario
alphabet,abecedario
alphabets,abecedario
abc,abecé
alphabet,abecé
alphabets,abecé
birch,abedul
birch tree,abedul
birches,abedul
bee,abeja
bees,abeja
drone,abeja
drones,abeja
honeybee,abeja
apiaries,abejera
apiary,abejera
abel,abel
abele,abele
aberdeen,aberdeen
aberrance,aberración
aberration,aberración
aberrations,aberración
aberrant,aberrante
aperture,abertura
apertures,abertura
break,abertura
breaks,abertura
crack,abertura
cracks,abertura
gap,abertura
gaps,abertura
opening,abertura
openings,abertura
placket,abertura
rent,abertura
rents,abertura
slit,abertura
slits,abertura
vent,abertura
vents,abertura
ditching,abertura de zanjas
fir,abeto
firs,abeto
abidjan,abidjan
aboveboard,abiertamente
openly,abiertamente
outright,abiertamente
overtly,abiertamente
broad,abierto
broader,abierto
broadest,abierto
direct,abierto
forthcoming,abierto
frank,abierto
franker,abierto
frankest,abierto
naked,abierto
on,abierto
open,abierto
open-ended,abierto
opened,abierto
outgoing,abierto
outspoken,abierto
overt,abierto
patent,abierto
raw,abierto
rawest,abierto
draftier,abierto a corrientes de aire
drafty,abierto a corrientes de aire
draughtier,abierto a corrientes de aire
draughtiest,abierto a corrientes de aire
draughty,abierto a corrientes de aire
brindle,abigarrado
brindled,abigarrado
motley,abigarrado
motlier,abigarrado
motliest,abigarrado
mottled,abigarrado
particolored,abigarrado
particoloured,abigarrado
varicolored,abigarrado
varicoloured,abigarrado
abyssal,abisal
abysmal,abismal
abysmally,abismalmente
abysm,abismo
abyss,abismo
abysses,abismo
chasm,abismo
chasms,abismo
cleft,abismo
clefts,abismo
couloir,abismo
crevice,abismo
crevices,abismo
deepness,abismo
gulf,abismo
gulfs,abismo
hell,abismo
hell!,abismo
hells,abismo
pit,abismo
pits,abismo
slough,abismo
steep,abismo
canyon,abismo de montaña
canyons,abismo de montaña
canyon,abismo de monte
canyons,abismo de monte
abysmal,abismático
abjuration,abjuración
abnegation,abjuración
abjured,abjurado
abnegate,abjurar
abjure,abjurar de
forswear,abjurar de
forswearing,abjurar de
forswore,abjurar de
forsworn,abjurar de
ablating,ablación
ablation,ablación
blandish,ablandar
melt,ablandar
melts,ablandar
soften,ablandar
softened,ablandar
softens,ablandar
relent,ablandarse
relented,ablandarse
relenting,ablandarse
relents,ablandarse
soften,ablandarse
softened,ablandarse
softens,ablandarse
thaw,ablandarse
thawed,ablandarse
thawing,ablandarse
thaws,ablandarse
ablative,ablativo
ablebodied,ablebodied
ablution,ablución
ablutions,ablución
abnegation,abnegación
denial,abnegación
denials,abnegación
self-denial,abnegación
self-renunciation,abnegación
selfsacrificing,abnegada
self-denying,abnegado
selfless,abnegado
deny oneself,abnegarse
get down,abocar
get down,abocarse
ashamed,abochornado
flare,abocinar
flared,abocinar
flares,abocinar
buffet,abofetear
buffeted,abofetear
buffeting,abofetear
buffets,abofetear
slap,abofetear
slapped,abofetear
slaps,abofetear
advocacy,abogacía
bar,abogacía
pettifogger,abogadillo
pettifoggers,abogadillo
advocate,abogado
advocates,abogado
attorney,abogado
attorneys,abogado
barrister,abogado
barristers,abogado
counsel,abogado
counsellor,abogado
counsellors,abogado
counselor,abogado
counselors,abogado
counsels,abogado
lawyer,abogado
lawyers,abogado
sergeant-at-law,abogado
serjeant-at-law,abogado
solicitor,abogado
solicitors,abogado
plead,abogar
pleads,abogar
advocate,abogar por
advocated,abogar por
advocates,abogar por
advocating,abogar por
argue,abogar por
argued,abogar por
argues,abogar por
arguing,abogar por
champion,abogar por
championed,abogar por
championing,abogar por
champions,abogar por
lineage,abolengo
lineages,abolengo
abolitionist,abolicionista
abolitionists,abolicionista
abatement,abolición
abolishing,abolición
abolishment,abolición
abolition,abolición
abolishable,abolido
abolished,abolido
abate,abolir
abated,abolir
abates,abolir
abolish,abolir
abolishes,abolir
abrogate,abolir
abrogating,abolir
annul,abolir
annulling,abolir
annuls,abolir
cancel,abolir
cancels,abolir
do away with,abolir
abolished,abolitivo
battered,abollado
dented,abollado
dent,abolladura
dents,abolladura
dint,abolladura
dints,abolladura
indentation,abolladura
indentations,abolladura
batter,abollar
batters,abollar
bruise,abollar
bruised,abollar
bruises,abollar
bruising,abollar
dent,abollar
denting,abollar
dents,abollar
dint,abollar
dints,abollar
dent,abollarse
denting,abollarse
dents,abollarse
dint,abollarse
dints,abollarse
abomb,abomb
abhorrent,abominable
abominable,abominable
infamous,abominable
unspeakable,abominable
abhorrently,abominablemente
abominably,abominablemente
abomination,abominación
abominations,abominación
abhorred,abominado
abhor,abominar
abhors,abominar
abominate,abominar
abominated,abominar
improved,abonado
reliable,abonado
subscriber,abonado
taken,abonado
trustworthy,abonado
fertilisation,abonamiento
fertilization,abonamiento
compost,abonar
composts,abonar
credit,abonar
crediting,abonar
credits,abonar
dress,abonar
dresses,abonar
fertilise,abonar
fertilises,abonar
fertilising,abonar
fertilize,abonar
guarantee,abonar
guaranteed,abonar
guaranteeing,abonar
guarantees,abonar
improve,abonar
improves,abonar
improving,abonar
manure,abonar
manured,abonar
manures,abonar
manuring,abonar
pay,abonar
pays,abonar
support,abonar
supported,abonar
supports,abonar
lime,abonar con cal
limes,abonar con cal
liming,abonar con cal
subscribe,abonarse
subscribed,abonarse
subscribes,abonarse
subscribing,abonarse
compost,abono
deposit,abono
deposits,abono
fertiliser,abono
fertilisers,abono
fertilizer,abono
guarantee,abono
guarantees,abono
manure,abono
manures,abono
payment,abono
payments,abono
receipt,abono
season ticket,abono
subscription,abono
subscriptions,abono
accessible,abordable
approachable,abordable
approach,abordaje
boarding,abordaje
boardings,abordaje
collision,abordaje
collisions,abordaje
fouling,abordaje
soliciting,abordamiento
accost,abordar
accosted,abordar
accosting,abordar
accosts,abordar
approach,abordar
approached,abordar
board,abordar
boarded,abordar
boards,abordar
come up to,abordar
engage,abordar
engages,abordar
get down,abordar
nobble,abordar
tackle,abordar
tackled,abordar
tackles,abordar
tackling,abordar
aboriginal,aborigen
aborigine,aborigen
indigene,aborigen
haters,aborrecedores
abhor,aborrecer
abhors,aborrecer
abominate,aborrecer
abominated,aborrecer
detest,aborrecer
detested,aborrecer
detesting,aborrecer
detests,aborrecer
hate,aborrecer
hates,aborrecer
hating,aborrecer
loathe,aborrecer
loathed,aborrecer
loathes,aborrecer
abhorrent,aborrecible
detestable,aborrecible
hateful,aborrecible
invidious,aborrecible
loathful,aborrecible
loathsome,aborrecible
abhorred,aborrecido
hateful,aborrecido
loathful,aborrecido
loathsome,aborrecido
abhorrence,aborrecimiento
abomination,aborrecimiento
abominations,aborrecimiento
allergies,aborrecimiento
allergy,aborrecimiento
detestation,aborrecimiento
loathing,aborrecimiento
fleecy,aborregado
aborted,abortado
abort,abortar
aborting,abortar
aborts,abortar
cause to miscarry,abortar
abortionist,abortista
abortionists,abortistas
abortive,abortivo
misbirth,aborto
scrub,aborto
scrubs,aborto
miscarriage,aborto espontáneo
miscarriages,aborto espontáneo
abortion,aborto provocado
abortions,aborto provocado
aborigines,aborígenes
bloat,abotagarse
bloating,abotagarse
button,abotonar
button up,abotonar
buttoned,abotonar
buttoning,abotonar
domed,abovedado
domic,abovedado
vaulted,abovedado
vaulting,abovedado
arch,abovedar
arched,abovedar
arches,abovedar
vault,abovedar
vaults,abovedar
buoy,aboyar
buoyed,aboyar
buoys,aboyar
muzzle,abozalar
muzzled,abozalar
muzzles,abozalar
muzzling,abozalar
abracadabra,abracadabra
hocus-pocus,abracadabra
abraham,abrahán
baking,abrasador
blistering,abrasador
burning,abrasador
hot,abrasador
hotter,abrasador
hottest,abrasador
roasting,abrasador
scorching,abrasador
burning,abrasamiento
burnings,abrasamiento
parch,abrasar
parches,abrasar
sear,abrasar
seared,abrasar
sears,abrasar
burn,abrasarse
burned,abrasarse
burns,abrasarse
swelter,abrasarse
sweltering,abrasarse
abrasively,abrasivamente
abrasiveness,abrasividad
abrasive,abrasivo
abrasives,abrasivo
abrasion,abrasión
abrasions,abrasión
graze,abrasión
grazes,abrasión
angle bracket,abrazadera
brace,abrazadera
clamp,abrazadera
clamps,abrazadera
cleat,abrazadera
pinchcock,abrazadera
embrace,abrazamiento
embraces,abrazamiento
bosom,abrazar
bosoms,abrazar
canoodle,abrazar
clasp,abrazar
clasping,abrazar
clasps,abrazar
clinch,abrazar
clinched,abrazar
clinches,abrazar
clinching,abrazar
cuddle,abrazar
cuddled,abrazar
cuddles,abrazar
cuddling,abrazar
embosom,abrazar
embrace,abrazar
embraced,abrazar
embraces,abrazar
embracing,abrazar
hug,abrazar
hugged,abrazar
hugging,abrazar
hugs,abrazar
lallygag,abrazar amorosamente
embrace,abrazarse
embraced,abrazarse
embraces,abrazarse
embracing,abrazarse
neck,abrazarse amorosamente
necks,abrazarse amorosamente
clasp,abrazo
clasps,abrazo
clinch,abrazo
clinches,abrazo
cuddle,abrazo
cuddles,abrazo
embrace,abrazo
embraces,abrazo
hug,abrazo
hugs,abrazo
necking,abrazos amorosos
bottle opener,abrebotellas
bottle opener,abrelatas
can-opener,abrelatas
opener,abrelatas
openers,abrelatas
tin-opener,abrelatas
drinking trough,abrevadero
trough,abrevadero
troughs,abrevadero
water,abrevar
watered,abrevar
watering,abrevar
waters,abrevar
abbreviation,abreviación
abbreviations,abreviación
reduction,abreviación
reductions,abreviación
shortening,abreviación
abbreviated,abreviado
shortened,abreviado
abbreviate,abreviar
abbreviates,abreviar
abbreviating,abreviar
abridge,abreviar
abridging,abreviar
be quick,abreviar
boil down,abreviar
cut short,abreviar
shorten,abreviar
shortens,abreviar
abbreviation,abreviatura
abbreviations,abreviatura
short,abreviatura
log,abreviatura de logaritmo
logs,abreviatura de logaritmo
opener,abridor
openers,abridor
snug,abrigado
snugger,abrigado
cover,abrigar
covers,abrigar
harbor,abrigar
harbour,abrigar
harboured,abrigar
harbouring,abrigar
harbours,abrigar
protect,abrigar
protects,abrigar
shelter,abrigar
sheltering,abrigar
shelters,abrigar
wrap up,abrigar
cherish,abrigar una esperanza
cherishes,abrigar una esperanza
cherishing,abrigar una esperanza
wrap,abrigarse
wraps,abrigarse
coat,abrigo
coats,abrigo
cover,abrigo
covering,abrigo
coverings,abrigo
covers,abrigo
covert,abrigo
coverts,abrigo
overcoat,abrigo
overcoats,abrigo
protection,abrigo
protections,abrigo
shelter,abrigo
shelters,abrigo
greatcoat,abrigo enorme
greatcoats,abrigo enorme
duffle coat,abrigo tres cuartos
coat,abriguito
coats,abriguito
apr.,abril
april,abril
digging,abrimiento
discoveries,abrimiento
discovery,abrimiento
eruption,abrimiento
eruptions,abrimiento
excavator,abrimiento
excavators,abrimiento
beat,abrir
beat out,abrir
beats,abrir
blast,abrir
blasts,abrir
break,abrir
breaks,abrir
cut open,abrir
discover,abrir
discovering,abrir
discovers,abrir
draw,abrir
draws,abrir
drew,abrir
drive,abrir
drives,abrir
expose,abrir
exposes,abrir
open,abrir
open up,abrir
opens,abrir
pick,abrir
picks,abrir
plough,abrir
ploughed,abrir
ploughs,abrir
plow,abrir
put up,abrir
set up,abrir
sharpen,abrir
sharpened,abrir
sharpens,abrir
shell,abrir
shells,abrir
start,abrir
started,abrir
starts,abrir
tread,abrir
tread down,abrir
treading,abrir
treads,abrir
trod,abrir
turn on,abrir
turn up,abrir
unbar,abrir
unbarred,abrir
unbars,abrir
unburden,abrir
unburdened,abrir
unburdening,abrir
uncurl,abrir
uncurled,abrir
undid,abrir
undo,abrir
unfold,abrir
unfolds,abrir
zip,abrir
zip open,abrir
zip up,abrir
zipped,abrir
zipping,abrir
zips,abrir
knock in,abrir a golpes
lead off,abrir algo
unlatch,abrir alzando el picaporte
unlatching,abrir alzando el picaporte
unlock,abrir cerradura
unlocked,abrir cerradura
unlocking,abrir cerradura
unlocks,abrir cerradura
lance,abrir con lanceta
pried,abrir con una palanca
pries,abrir con una palanca
prise open,abrir con una palanca
prize open,abrir con una palanca
pry,abrir con una palanca
pioneer,abrir el camino
pioneered,abrir el camino
pioneers,abrir el camino
unbolt,abrir el cerrojo de
unbolted,abrir el cerrojo de
lead off,abrir el juego
unzip,abrir la cremallera
unzipped,abrir la cremallera
unzipping,abrir la cremallera
unzips,abrir la cremallera
turn on,abrir la llave de
awaken,abrir los ojos
awakens,abrir los ojos
tunnel,abrir un túnel
tunnelled,abrir un túnel
tunnelling,abrir un túnel
tunnels,abrir un túnel
breach,abrir una brecha
breached,abrir una brecha
breaches,abrir una brecha
breaching,abrir una brecha
hole,abrir una brecha en
holed,abrir una brecha en
holes,abrir una brecha en
holing,abrir una brecha en
beat,abrirse
beats,abrirse
blossom out,abrirse
burst,abrirse
burst forth,abrirse
bursts,abrirse
gape,abrirse
gaped,abrirse
gapes,abrirse
gaping,abrirse
open,abrirse
opens,abrirse
part,abrirse
parted,abrirse
thread,abrirse
threaded,abrirse
threading,abrirse
thrust,abrirse
thrusting,abrirse
thrusts,abrirse
uncurl,abrirse
uncurled,abrirse
unfold,abrirse
unfolds,abrirse
weave,abrirse
weaved,abrirse
weaves,abrirse
wove,abrirse
woven,abrirse
yawn,abrirse
yawned,abrirse
yawning,abrirse
yawns,abrirse
break through,abrirse camino
pick one's way,abrirse camino
shear,abrirse camino
sheared,abrirse camino
shorn,abrirse camino
break through,abrirse paso
press,abrirse paso
push through,abrirse paso a empujones entre
part,abrirse paso entre
parted,abrirse paso entre
pierce,abrirse paso por
pierced,abrirse paso por
pierces,abrirse paso por
thread one's way,abrirse paso por
clasped,abrochado
buttonhook,abrochador
fastener,abrochador
fasteners,abrochador
buckle,abrochar
buckled,abrochar
buckles,abrochar
button up,abrochar
clasp,abrochar
clasping,abrochar
clasps,abrochar
do up,abrochar
fasten,abrochar
fastens,abrochar
hook up,abrochar
button,abrocharse
buttoned,abrocharse
buttoning,abrocharse
fasten,abrocharse
fastens,abrocharse
wrestle,abrocharse
wrestled,abrocharse
wrestles,abrocharse
abrogation,abrogación
abrogations,abrogación
repeal,abrogación
repeals,abrogación
abrogated,abrogado
abrogate,abrogar
abrogating,abrogar
repeal,abrogar
repealed,abrogar
repealing,abrogar
repeals,abrogar
crowfoot,abrojo
thistle,abrojo
thistles,abrojo
tax,abromar
taxed,abromar
taxes,abromar
crushing,abrumador
exhausting,abrumador
killing,abrumador
overpowering,abrumador
overwhelming,abrumador
overpoweringly,abrumadoramente
overwhelmingly,abrumadoramente
assail,abrumar
assailed,abrumar
assailing,abrumar
assails,abrumar
crush,abrumar
crushed,abrumar
crushes,abrumar
exhaust,abrumar
exhausts,abrumar
incommode,abrumar
incommoding,abrumar
oppress,abrumar
oppresses,abrumar
overwhelm,abrumar
overwhelmed,abrumar
overwhelms,abrumar
swamp,abrumar
swamped,abrumar
