Word,Meaning
accessory,aksesuar
accidence,morfologiya
accident,qəza
accidental,təsadüfi
accidentally,təsadüfən
accidents,qəzalar
acclaim,bəyənmə
acclaimed,elan
acclamation,alkışlama
acclimatisation,iqlimləşmə
accommodate,yerləşdirmək
accommodated,məskunlaşmış
accommodates,isteklerine
accommodating,uydurmuşdur
accommodation,yaşayış
accommodations,sığınacaqlardan
accommodative,yumşaq
accompanied,müşayiət
accompanier,müşayiətçi
accompanies,müşayiət
accompaniment,müşayiət
accompanist,akkompaniator
accompanists,akkompaniatorlara
accompany,müşayiət
accompanying,edilən
accomplice,ortaq
accomplices,köməkçiləri
accomplish,yerinə yetirmək
accomplished,həyata
accomplishes,həyata
accomplishing,həyata
accomplishment,həyata
accomplishments,mərifət
accord,akkord
accordance,uyğunluq
accorded,uyğun
according,görə
accordingly,müvafiq
accordion,akkordeon
accordionists,akkordeonçularından
accordions,akkordeondan
accords,ahəng
account,hesab
accountabilities,məsuliyyətlər
accountability,hesabatlılıq
accountable,hesabatlı
accountably,məqsədyönlü
accountancy,hesabdarlıq
accountant,mühasib
accountants,mühasiblər
accounted,uçota
accounting,mühasibat
accountings,hesablamalara
accounts,hesabları
accredit,akkreditə
accreditation,akkreditasiya
accreditations,akkreditasiyası
accredited,akkreditə
accrete,qaynayıb-qarışmaq
accreted,qeydə alınmış
accreting,akkumlyasiya
accretion,nema
accretions,genişlənmə
accrual,hesablama
accruals,hesablama
accrue,çoxalmaq
accrued,hesablanmış
accruement,yaranması
accrues,hesablanırsa
accruing,alıyor
acculturating,artıran
accumulate,toplamaq
accumulated,yığılmış
accumulates,toplayır
accumulating,yığılan
accumulation,akkumulyasiya
accumulations,yığışması
accumulative,yığım
accumulator,akkumulyator
accumulators,akkumulyatorlar
accuracy,dəqiqlik
accurate,dəqiq
accurately,dəqiq
accursed,məlun
accusation,ittiham
accusations,ittihamlar
accusative,İsmin
accusatory,ittiham
accuse,təqsirləndirmək
accused,təqsirləndirilən
accuser,ittihamçı
accusers,ittihamçılar
accuses,günahlandırır
accusing,ifşaedici
accustom,isinişdirmək
accustomed,vərdiş
ace,tuz
acerbate,acılaştırmak
acerbity,büzüşdürücülük
acetaldehyde,N-HEXANE
acetate,asetat
acetic,sirkə
acetify,ekşimek
acetone,aseton
acetous,sirkə
acetylcholine,asetilkolin
acetylene,asetilen
ache,ağrı
ached,ağrıyırdı
aches,ağrıları
achievable,müyəssər
achieve,nail olmaq
achieved,əldə
achievement,nailiyyət
achievements,nailiyyətləri
achievers,oxuyan
achieves,Arxiv
achieving,nail olmaq
aching,ağrıyan
achromatic,perdesi
acid,turşu
acidifier,paxırlaşdırıcı
acidity,turşuluq
acids,turşuları
acidulous,turşməzə
acknowledge,etiraf etmək
acknowledgeable,qəbul edilmiş
acknowledged,etiraf
acknowledgement,etiraf
acknowledgements,teşekkürler
acknowledges,etiraf
acknowledging,etiraf
acme,yüksək nailiyyət
acorn,palıd qozası
acoustic,akustik
acoustical,akustik
acoustically,akustik
acoustics,akustika
acquaint,tanış etmək
acquaintance,tanışlıq
acquaintances,tanışlar
acquaintanceship,tanışlıq
acquainted,tanış
acquainting,tanışlıq
acquaints,tanış
acquiesce,razı
acquiescence,sakit razılıq
acquire,qazanmaq
acquired,qazanılmış
acquirement,yiyələnməsini
acquires,əldə edir
acquiring,əldə
acquisition,əldə
acquisitions,alışlar
acquit,qazandırmaq
acquittal,bəraət
acquitted,bəraət
acquitting,bəraət
acreage,akrhesabı
acres,acre
acrid,buruk
acrimonious,ətiacı
acrimony,ətiacılıq
acrobat,akrobat
acrobatic,akrobatik
acrobatics,akrobatika
acrobats,akrobatlar
acropolis,akropol
across,arasında
acrylic,akril
act,akt
acted,çıxış
acting,fəaliyyət
actinic,aktinik
actinium,aktinium
action,fəaliyyət
actionable,emal
actions,tədbirlər
activate,aktivləşdirmək
activated,aktiv
activates,aktivləşdirən
activating,Aktivləşdirmə
activation,aktivasiya
activator,aktivləşdirici
activators,aktivləşdirən
active,aktiv
actively,fəal
activeness,fəallığı
activist,müdafiəçisi
activists,fəalları
activities,fəaliyyət
activity,aktivlik
actor,aktyor
actors,aktyorlar
actress,aktrisa
actresses,aktrisalar
acts,aktları
actual,faktiki
actualisation,tasdiq
actualise,actualize
actualities,aktualite
actuality,aktuallığı
actually,həqiqətən
actuarial,aktuar
actuarially,aktuari
actuaries,aktuariləri
actuated,Hareket
actuator,hidrogücləndirici
actuators,aktuatörler
acuity,kəsər
acumen,qanacaq
acupuncture,iynəbatırma
acute,kəskin
acutely,kəskin
acuteness,kəskinlik
acyclic,atsiklik
ad,reklam
adagio,adajio
adamant,sert
adamantine,qazıma qırması
adapt,uyğunlaşdırmaq
adaptability,adaptasiya
adaptable,tətbiq edilə bilən
adaptation,uyğunlaşma
adaptations,Evlerde
adapted,adaptasiya
adapters,adapterləri
adapting,uyğunlaşmaq
adaptive,adaptiv
adaptor,adapter
adaptors,adapterləri
adapts,uyğunlaşır
add,əlavə etmək
added,əlavə
addenda,əlavələr
addendum,Əlavəsi
adder,gürzə
addicted,asılılığı
addiction,narkomaniya
addictions,Bağımlılıklar
addictive,asılılıq
addicts,bağımlılarla
adding,əlavə
addition,əlavə
additional,əlavə
additionally,əlavə
additions,əlavələr
additive,aşqar
additives,aşqarların
addle,lax
address,ünvan
addressability,ünvanlılığının
addressed,müraciət
addressee,həmsöhbətinin
addressees,həmsöhbətlərinin
addresses,ünvanları
addressing,müraciət
adds,əlavə
adduce,Barbera
adduced,təqdim
adduces,sadalayır
adduct,addukt
adducted,adduksiyada
adenine,adenin
adenoid,genik əti
adenosine,adenozin
adept,usta
adequacies,çatışmamazlıqlar
adequacy,adekvatlığı
adequate,adekvat
adequately,adekvat
adhere,riayət
adhered,əməl
adherence,qoşulma
adherent,tərəfdar
adherently,sədaqətlə
adherents,tərəfdaşlarına
adherers,davamçıları
adheres,əməl
adhering,sadiq
adhesion,adgeziya
adhesive,yapışan
adhesives,yapıştırıcılar
adipose,yağlı
adiposity,yağlanma
adjacency,bitişiklik
adjacent,qonşu
adjectival,sıfat
adjective,sifət
adjectives,sifətlər
adjoining,bitişik
adjourn,təxirə salmaq
adjourned,təxirə saldı
adjourning,təxirə salınmasında
adjournment,çöküntüləri
adjudges,ləkəsiz
adjudging,qərara
adjudicate,qərar
adjudicated,qərara
adjudicating,baxılmasındakı
adjudication,tari
adjudications,qərarlar
adjunct,əlavə olunma
adjunction,qoşma
adjunctive,ek
adjuration,andiçmə
adjust,nizamlamaq
adjustable,tənzimlənən
adjusted,düzəliş
adjuster,quraşdırıcı
adjusting,düzəliş
adjustment,nizamlama
adjustments,düzəlişlər
adjustors,tənzimləyici
adjusts,ayarlar
adjutancy,yavərlik
adjutant,yavər
administer,idarə etmək
administered,idarəsindəki
administering,təyinatı
administers,idarə
administrate,idarə
administrated,idarə
administrates,idarə edir
administrating,idarə
administration,müdiriyyət
administrational,inzibati
administrations,administrasiyaları
administrative,inzibati
administratively,inzibati qayda ilə
administrator,inzibatçı
administrators,idarəçilər
admirable,heyranedici
admirably,heyranedici
admirals,admiral
admiralty,admirallıq
admiration,heyranlıq
admire,xoşlanmaq
admired,heyran
admirer,pərəstişkar
admirers,pərəstişkarları
admires,həvəskarları
admissibility,qəbul edilmə
admissible,məqbul
admission,buraxılış
admissions,qəbul
admit,etiraf etmək
admits,etiraf
admittance,qəbul
admitted,qəbul
admitting,qəbul
admixture,aşqar
admonish,nəsihət vermək
admonished,nəsihət
admonishing,nəsihətamiz
admonishingly,nəsihətyana
admonishment,nəsihət
admonition,nəsihət
admonitory,nəsihətamiz
adobe,çiy kərpic
adolescence,yeniyetməlik
adolescent,yeniyetmə
adolescents,yeniyetmələr
adopt,mənimsəmək
adoptability,adoptasiyası
adopted,qəbul
adopter,tətbiq
adopters,qəbul
adopting,qəbul
adoption,qəbul
adoptions,övladlığa götürmənin
adoptive,övladlığa
adopts,qəbul
adorable,sitayişə layiq
adoration,sitayiş
adore,pərəstiş etmək
adorer,pərəstişkar
adoring,sevgi dolu
adorn,bəzəmək
adorned,bəzəkli
adorning,bəzəyən
adornment,bəzək
adornments,zinət əşyaları
adrenaline,adrenalin
adrenergic,adrenergik
adrift,halına
adroit,çevik
adroitly,bacarıqla
adroitness,çeviklik
ads,reklam
adsorb,adsorbsiya etmək
adsorbed,adsorbsiya
adsorption,adsorbsiya
adsorptive,adsorbsiya
adulate,qoltuqlamaq
adulation,yaltaqlıq
adulatory,yaltaq
adulterate,saxtalaşdırmaq
adulterated,saxta
adulterating,təhrif etmirik
adulteration,saxtalaşdırma
adulterer,zinakar
adulterers,zinakar
adulteress,zinakar
adulteresses,Ey vəfasızlar
adulterine,zinadan əmələ gələn
adulterous,zinakar
adultery,zina
adulthood,əkəlik
adults,böyüklər
advanced,qabaqcıl
advancement,irəliləyiş
advancements,irəliləyişlər
advancing,irəli
advantage,fayda
advantaged,əlverişli
advantageous,sərfəli
advantageously,faydalı
advantageousness,faydalılıq
advantages,üstünlükləri
adventure,macəra
adventurer,macəraçı
adventures,sərgüzəştləri
adventuress,macəraçı
adventurism,fırıldaqçılıqdan
adventurous,sərgi
adventurously,avantüristcəsinə
adverb,zərf
adverbs,zərf
adversarial,çəkişmə
adversaries,düşmənlərim
adversary,rəqib
adverse,əks
adversely,mənfi
adversities,bərk-boş
adversity,fəlakət
advert,reklam
advertiser,reklamçı
advertising,reklam
adverts,reklam
advice,məsləhət
advisability,məqsədəuyğunluq
advisable,məqsədəuyğun
advisably,məqsədyönlü
advise,məsləhət
advised,tövsiyə
advisement,avizolanması
adviser,məsləhətçi
advisers,məsləhətçilər
advises,məsləhət
advising,məsləhət
advisor,məsləhətçisi
advisors,məsləhətçilər
advisory,məsləhət
advocacy,vəkillik
advocate,vəkil
advocated,müdafiə
advocates,müdafiə
advocating,müdafiə
adze,kərki
aerate,qazlamaq
aerated,qazlı
aeration,aerasiya
aerators,Havalandırıcılar
aerial,hava
aerials,antenalar
aerie,yırtıcı quşun yuvası
aerobatic,akrobatika
aerobe,aerob
aerobic,aerobik
aerobics,aerobik
aerodrome,aerodrom
aerodynamic,aerodinamik
aerodynamics,aerodinamik
aerometer,aerometr
aeronaut,aeronavt
aeronautic,havacılık
aeronautical,aeronaviqasiya
aeronautics,aeronavtika
aeroplane,təyyarə
aeroplanes,təyyarələr
aerosol,aerozol
aerosolised,aerozol şklnd
aerosols,aerozolların
aerospace,aerokosmik
aerostation,aerostansiya
aesthete,estet
aesthetic,estetik
aesthetical,estetik
aesthetically,estetik
aesthetician,estetisyenlik
aestheticism,estetiklik
aesthetics,estetika
aetiology,etiologiyası
afar,gendən
affability,xoşrəftarlıq
affable,nəvazişli
affably,nəvazişlə
affair,iş
affaires,işlər
affairs,işlər
affect,təsir
affectation,əda
affected,təsir
affectedly,ibarəli
affectedness,ədabazlıq
affecting,təsir
affectingly,ədalı
affection,sevgi
affectionate,mehriban
affectionless,Sevgi
affective,təsiredici
affects,təsir
affidavit,beyanı
affidavits,iltizamnamələr
affiliated,bağlı
affiliates,filialları
affiliation,mənsubiyyəti
affiliations,mənsubiyyətindən
affinity,qohumluq
affirm,təsdiqləmək
affirmation,təsdiq
affirmative,müsbət
affirmatively,müsbət
affirmed,təsdiq
affirming,təsdiq
affirms,təsdiq edir
affix,şəkilçi
affixation,şəkilçiləşmə
affixed,yapışdırılan
afflict,kabab etmək
afflicting,alçaldanların
affliction,bədbəxtlik
afflictive,afiliativ
affluence,Aranızda
affluent,zəngin
afford,ödəyə
affordable,əlverişli
afforded,təmin
affording,təmin
affords,verir
afforest,meşələndirmək
affront,yaraşmadığını
afghan,əfqan
afghani,Əfqanıstan
afghans,Əfqanların
afire,tutuşmuş
afloat,suda
afoot,ayaq
afore,yuxarıda
aforementioned,yuxarıda qeyd olunan
aforesaid,məzkur
aforethought,düşünülmüş
afraid,qorxur
afresh,yenidən
after,sonra
afterbirth,ətənə
aftermath,alısın
aftermost,en
afternoon,günortadan sonra
afternoons,Gündüzlər
aftershocks,artçı
afterward,sonra
afterwards,sonra
again,yenidən
against,qarşı
agate,aqat
age,əsr
aged,yaşlı
ageing,aging
agencies,agentlikləri
agency,agentlik
agenda,gündəliyi
agendas,ajandalarında
agents,agentləri
ages,yaş
agglomerated,aqlomerasiya edilmiş
agglomeration,aqlomerasiyası
agglutinated,aglütine
agglutinating,iltisaqi
agglutination,iltisaqilik
agglutinative,iltisaqi
agglutinin,aglutinin
aggrandisement,aggrandizement
aggravate,gərginləşdirmək
aggravated,ağırlaşdırılmış
aggravates,çətinləşdirir
aggravating,ağırlaşdırıcı
aggravation,kəskinləşmə
aggravations,fəsadlaşmalar
aggregate,ümumi
aggregated,ümumi
aggregates,aqreqatlar
aggregating,ümumiləşdirmək
aggregation,aqreqat
aggregative,ümumiləşdirilmiş
aggress,kənara
aggression,təcavüz
aggressions,təcavüzlər
aggressive,aqressiv
aggressively,təcavüzkaranə
aggressiveness,təcavüzkarlıq
aggressor,təcavüzkar
aggressors,təcavüzkarları
aggrieved,dilxor
agile,çevik
agilely,qıvraq
agility,çeviklik
agitate,həyəcanlandırmaq
agitated,həyəcanlı
agitates,təbliğ
agitating,təbliğ
agitation,təşviqat
agitator,təşviqatçı
agleam,pırıl pırıl
agnail,şeytandırnağı
agnate,qohum
agnostic,aqnostik
agnosticism,aqnostisizm
ago,əvvəl
agog,arzulu
agonised,agonized
agonising,iztirablı
agonisingly,iztirabla
agonists,agonistleri
agony,iztirab
agoraphobia,agorafobi
agrarian,aqrar
agree,razılaşmaq
agreeability,ixtilafsızlıq
agreeable,uyğun
agreed,razılaşdırılmış
agreeing,razılaşdırılması
agreement,müqavilə
agreements,müqavilələr
agrees,razılaşır
agribusiness,aqrobiznes
agricultural,təsərrüfat
agriculturally,kənd təsərrüfatı
agriculture,kənd təsərrüfatı
agriculturist,aqronom
agrology,Torpaqşünaslıq
agronomic,təsərrüfat
agronomical,aqronomik
agronomics,aqronomiya
agronomist,aqronom
agronomy,aqronomiya
aground,quruya
ahead,qabaqda
aid,yardım
aide,yavər
aided,kömək
aiding,kömək
ail,kefsizlik
ailerons,dizayn və imalatını
ailing,illətli
ailment,xəstəlik
ailments,aliment
aim,məqsəd
aimed,məqsədi
aiming,məqsədi
aimless,məqsədsiz
aimlessness,qayəsizlik
aims,məqsədləri
air,hava
airbags,təhlükəsizlik balışları
aircraft,təyyarə
aircrafts,təyyarələri
airdrome,aerodromun
airdrop,havadan
aired,havalandırdı
airfields,aerodromlardır
airflow,hava
airfreight,hava kargo
airhead,hava atmağı sevən
airing,ayaqseyri
airless,havasız
airlessness,havasızlıq
airline,hava
airliner,təyyarəsi
airlines,havayolları
airmail,aviapoçt
airman,təyyarəçi
airport,aeroport
airship,dirijabl
airspace,hava
airstrip,uçuş zolağı
airway,nəfəslik
airways,hava
airworthy,uçuşa yararlı
aisle,koridorda
aisles,keçiddə
ajar,aralı
alabaster,kirəc
alarm,həyəcan
alarmed,təşvişli
alarming,narahat edən
alarmism,küyçülük
alarmist,küyçü
alarms,həyəcan siqnalları
alas,əfsus
albatross,albatros
albeit,olsa
albinism,albinizm
albino,albinos
album,albom
albumen,zülal
alchemist,kimyagər
alchemy,kimyagərlik
alcohol,spirt
alcoholic,spirtli
alcoholics,alkoqoliklər
alcoholism,alkoqolizm
alcohols,spirtlərin
alder,qızılağac
alehouse,meyhane
alerter,Uyarıcı
alerting,Aklımda
alertness,zirəklik
alerts,siqnallar
alexandrine,Aleksandra
alexandrite,aleksandrit
alfalfa,yonca
alfresco,açıq havada
alga,yosun
algae,yosunlar
algebra,cəbr
algebraic,cəbri
algebras,cəbrlər
algorithm,alqoritm
algorithmic,alqoritmik
algorithms,alqoritmlər
alias,ləqəb
aliases,takma
alien,yad
alienate,yadlaşdırmaq
alienated,özgəninkiləşdirilə
alienating,özgəninkiləşdirən
alienation,yabançılıq
alienator,özgəninkiləşdirən
aliens,əcnəbilər
alight,çıxmaq
aligning,uyğunlaşdırılması
alignment,qruplaşma
alike,oxşar
aliments,ərzaq
alimony,aliment
aliped,qanadayaqlı
aliphatic,alifatik
alive,diri-diri
alkali,qələvi
alkaline,qələvili
alkalinity,qələvilik
alkalis,qələvi
alkaloids,alkaloidləri
alkyd,alkid
alkyl,alkil
all,bütün
allay,sakitləşdirmək
allegation,iddia
allegations,iddiaları
allege,təsdiqləmək
alleged,iddia
allegedly,iddia
alleges,iddia
allegiance,sədaqət
alleging,xəbərini
allegoric,alleqorik
allegorical,alleqorik
allegory,rəmz
allegro,alleqro
allele,allel
alleluia,əlhəmdülillah
allergenic,alerjik
allergic,allergik
allergies,alerji
allergy,allergiya
alleviate,azaltmaq
alleviates,azaldır
alleviating,yüngülləşdirməyə
alley,xiyabanı
alleys,xiyabanlar
alliance,ittifaq
alliances,ittifaqlar
allied,müttəfiq
allies,müttəfiqləri
allocable,paylanıla
allocate,ayrılması
allocated,ayrılan
allocates,ayırıb
allocating,ayrılması
allocation,vəsait
allocations,ayırmalar
allocution,hitabe
allophone,allafon
allot,ayırmaq
allotment,hissə
allotropy,allotrop
allots,ayırıb
allotted,ayrılmış
allotting,verilməsi
allow,icazə vermək
allowable,caiz
allowance,vəsait
allowances,müavinətlər
allowed,icazə
allowing,imkan
allows,imkan verir
alloy,ərinti
alloys,ərintiləri
allude,kinayə etmək
allure,şirnikləşdirmək
allured,əsir
allurement,cazibəlilik
allures,ehtirasları
alluring,cəzbedici
allusion,kinayə
allusive,kinayəli
allusively,eyhamla
alluvial,allüvial
ally,müttəfiq
allying,müttəfiqlikdə
almanac,illik
almighty,allahu
almond,badam
almonds,badam
almost,az qala
alms,sədəqə
almshouse,imarethane
aloe,aloye
alone,tək
along,boyunca
alongside,yanaşı
aloof,kənar
aloud,ucadan
alphabet,əlifba
alphabetic,əlifba
alphabetical,əlifba
alphabetically,əlifba sırası ilə
alphabets,əlifbalar
alphanumeric,alfasayısal
alpine,alp
alpinism,alpinizm
alps,alp
already,artıq
also,də
altar,qurbangah
alter,mehrab
alteration,dəyişilmə
alterations,dəyişiklik
alterative,alternativ
altercate,çənələşmək
altercation,deyişmə
altered,dəyişdirilə
altering,değiştirerek
alternate,alternativ
alternated,əvəz
alternately,Alternativ
alternation,əvəzlənmə
alternative,alternativ
alternatively,alternativ
alternativeness,alternativliyi
alternatives,alternativ
alternator,dəyişən cərəyan generatoru
alternators,alternatörleri
although,baxmayaraq ki
altimetry,altimetriyası
altitude,hündürlük
altitudes,artdıqca
altitudinal,Latitudinal
alto,alt
altogether,cəmi
altruism,başkalarını düşünme
altruistic,fədakar
alum,zəy
alumina,gil-torpaq
aluminium,alüminium
aluminothermy,alumothermia
aluminous,zəyli
alumni,məzunların
alumnus,yetişdirməsi
alveolar,alveolyar
alveolus,alveol
always,həmişə
amalgamate,birləşdirmək
amalgamated,Müştərək
amalgamating,qoşulduqları
amalgamation,birləşmə
amalgams,amalqamalar
amanuensis,yığmaq üçün katib
amaranth,sumbağı
amass,yığdıqlarından
amassing,yığmaq
amateur,həvəskar
amateurish,kustar
amateurishly,kustarcasına
amateurishness,diletantizm
amateurs,həvəskarlar
amaze,heyrətləndirmək
amazed,heyran
amazedly,heyrətlə
amazement,heyrət
amazes,çaşdırır
amazing,təəccüblü
amazingly,qəribə
amazons,Amazonlar
ambassador,səfir
ambassadorial,səfarət
ambassadress,büyükelçi
amber,kəhrəba
ambergris,ənbər
ambiance,havası
ambience,mühit
ambient,mühit
ambit,muhit
ambition,şöhrətbazlıq
ambitions,ambisiyaları
ambitious,iddialı
ambitiousness,mənsəbpərəstlik
ambo,səfir
ambulance,təcili yardım
ambulances,təcili yardım
ambulatory,ambulator
ambush,pusqu
ambushed,pusquya
ameliorate,avandlaşmaq
ameliorated,meliorasiya
amelioration,meliorasiya
ameliorative,meliorativ
ameliorator,meliorator
amen,amin
amenability,məsuliyyət
amenable,cavabdeh
amend,düzəliş etmək
amendable,əlaclı
amended,dəyişikliklər
amender,islah
amending,düzəliş
amendment,düzəliş
amendments,dəyişikliklər
amenities,abadlıq
amenity,gözəllik
amenorrhoea,bilməmə
amethyst,ametist
amiability,xoşrəftarlıq
amiable,lütfkar
amicable,mehriban
amicably,dostcasına
amid,arasında
amidst,arasında
amine,amin
amiss,yanlış
amity,dostluq
ammeter,ampermetre
ammonia,ammonyak
ammoniac,ammiaklı
ammonite,Ammonlu
ammonites,Ammonlular
ammunition,sursat
ammunitions,döyüş sursatları
amnesia,yaddaşsızlıq
amnesty,amnistiya
amoeba,amyöb
amoebae,amöb
among,arasında
amongst,arasında
amorality,bədəxlaqlıq
amorous,sevincli
amorously,aşiqanə
amorphous,amorf
amorphousness,amorfluq
amortisation,amortizasiya
amortised,amortizasiya
amortises,amortizasiya
amortising,amortizasiya
amount,miqdar
amounted,təşkil edib
amounting,məbləğində
amounts,məbləğlər
ampere,amper
ampersand,işareti
amphetamine,amfetamin
amphetamines,amfetamin
amphibian,amfibiya
amphibians,suda-quruda yaşayanlar
amphibious,amfibi
amphibole,anfibollar
amphipod,yanüzən
amphitheatre,amfiteatr
amphora,amfora
ample,kifayət qədər
amplification,qüvvətləndirmə
amplifier,gücləndirici
amplifiers,gücləndiricilər
amplify,gücləndirmək
amplifying,qüvvətləndirici
amplitude,amplituda
amplitudes,genlik
ampoule,ampula
ampoules,ampula
amputate,amputasiya etmək
amputated,amputasiya
amputation,amputasiya
amulet,gözmuncuğu
amuse,əyləndirmək
amusement,əyləncə
amusements,əyləncələrdən
amusing,əyləncəli
amusingly,gülməli
an,bir
anachronistic,çağ
anaconda,anakonda
anaemia,anemiya
anaemic,qansız
anaerobic,anaerob
anaesthesia,anesteziya
anaesthesias,fonunda
anaesthesiologist,anestezioloq
anaesthesiology,anesteziologiya
anaesthetic,keyidici
anaesthetics,anestezik
anaesthetised,anesthetized
anaesthetist,anestezioloq
analgesic,analjezik
analogical,analoji
analogous,oxşar
analogue,analoq
analogues,analoqları
analogy,analogiya
analyse,təhlil etmək
analysed,təhlil
analyser,analizator
analysers,analizatorları
analyses,təhlillər
analysing,analiz
analysis,analiz
analyst,analitik
analysts,analitiklər
analytic,analitik
analytical,analitik
analytically,analitik
anaphora,anafora
anaphoric,anaforik
anaphylaxis,anafilaksi
anarchic,anarxist
anarchical,anarxist
anarchism,anarxizm
anarchist,anarxist
anarchistic,anarxist
anarchists,anarxistlər
anarchy,anarxiya
anathema,lənət
anatomic,anatomik
anatomical,anatomik
anatomically,Anatomik
anatomist,anatom
anatomy,anatomiya
ancestor,əcdad
ancestors,əcdadları
ancestral,ata-baba
anchor,anker
anchorages,Baglama
anchoret,zahid
anchoring,demir atmak
anchorite,daşagirən
anchors,Çapa
anchovies,hamsi
anchovy,hamsi
ancient,qədim
anciently,qədim
ancientness,qədimliyini
ancients,qədimlərin
ancillaries,yardımçı qurğular
ancillary,əlavə
and,və
anecdotal,Diqqətəlayiq
anecdote,anekdot
anecdotes,lətifələr
anecdotic,Qeyri
anechoic,sahib əks olunması
anemometer,küləkölçən
aneurysm,anevrizması
anew,yenidən
anger,hirs
angered,hirsləndirdi
angers,qızğınlıqlar
