English,Other
inviter,Mag-anyaya
expiring,Mag-expire
zooms,Mag-zoom
paschal,Mahal na Araw
deliverables,Maipapadala
housed,Makikita
narrows,Makipot
phasing,Malapit na
mismatch,Maling pagtutugma
congrats,Malugod na pagbati
hunters,Mangangaso
butchers,Mangkakatay ng Karne
mars,Marte
prefers,Mas pinipili
hurts,Masakit
intimidated,Masindak
located,Matatagpuan
nestled,Matatagpuan
savour,Matitikman ng mga
medals,Medalya
messengers,Mensahero
messiah,Mesyas
alterations,Mga Alterasyon
grandkids,Mga Apo
autos,Mga Auto
psalms,Mga Awit
ballrooms,Mga Ballroom
holies,Mga Banal
campers,Mga Camper
charters,Mga Charter
disbursements,Mga Disbursement
dramas,Mga Drama
gymnasiums,Mga Dyimnasyum
faxes,Mga Fax
handbags,Mga Handbag
hostels,Mga Hostel
irregulars,Mga Irregular
kennels,Mga Kennel
cooperatives,Mga Kooperatiba
limousines,Mga Limousine
localities,Mga Lokalidad
oldies,Mga Luma
buffs,Mga Mahilig sa
marines,Mga Marino
sweets,Mga Matamis
musicals,Mga Musical
orthodontists,Mga Orthodontist
orthopaedics,Mga Orthopedic
transformations,Mga Pagbabago
pens,Mga Panulat
frontiers,Mga Prontera
resumes,Mga Resume
essays,Mga Sanaysay
solicitors,Mga Solisitor
soups,Mga Sopas
subcultures,Mga Subculture
subways,Mga Subway
swingers,Mga Swinger
tabloids,Mga Tabloid
taxicabs,Mga Taksi
biographies,Mga Talambuhay
textiles,Mga Tela
shrines,Mga Templo
vans,Mga Van
detours,Mga detour
orchards,Mga halamanan
catalogues,Mga katalogo
statuses,Mga katayuan
gainers,Mga kumita
barristers,Mga manananggol
enhancements,Mga pagpapahusay
dealerships,Mga pagtitinda
basics,Mga pangunahing kaalaman
currencies,Mga pera
previews,Mga preview
samples,Mga sample
settings,Mga setting ng
dimensions,Mga sukat
dyes,Mga tina
micros,Micro
maximises,Mina-maximize
miniatures,Miniature
mobiles,Mobile
molecule,Molekyul
mortuaries,Morge
morocco,Moroko
mortgages,Mortgage
mosques,Moske
seems,Mukhang
refinance,Muling Pondohan
reactivated,Muling isinaaktibo
reconnecting,Muling kumokonekta
restructuring,Muling pagbubuo
reactivating,Muling pagsasaaktibo
resubmitting,Muling pagsusumite
snapped,NASA
broadcasted,Na-broadcast
tagged,Na-tag
reached,Naabot
failed,Nabigo ang
supplied,Nabigyan na
banged,Nabunggo
varies,Nag-iiba
shared,Nagbahagi
florists,Nagbebenta ng Bulaklak
appraisers,Nagbibigay ng halaga
enables,Nagbibigay-daan
issued,Nagbigay ang
volunteered,Nagboluntaryo
serves,Naghahain
employs,Naghahatid
awaits,Naghihintay
earned,Nagkamit
commented,Nagkomento
disappeared,Naglaho
stems,Nagmumula
minimally,Nagnais
denotes,Nagpapahiwatig
enterer,Nagpasok
rebooting,Nagre-reboot
subscribing,Nagsa-subscribe
engages,Nagsasagawa
performs,Nagsasagawa
saves,Nagse-save ang
strives,Nagsusumikap
toggles,Nagta-toggle
argued,Nagtalo
enquired,Nagtanong
inquired,Nagtanong
liked,Nagustuhan
redirected,Nai-redirect
deliverable,Naiihatid
wants,Nais ni
pinpointed,Naituro
formatted,Naka-format
justified,Naka-justify
sponsored,Naka-sponsor
ordered,Nakaayos
disruptive,Nakakaantalang
achieves,Nakakamit
encountering,Nakakaranas
got,Nakakuha
encountered,Nakatagpo
communicates,Nakikipag-ugnay
contacted,Nakipag-ugnay
communicated,Nakipag-ugnayan
collectible,Nakukolektang
shivering,Nanginginig
believes,Naniniwala ang
concluded,Napagpasyahan ng mga
noticed,Napansin
corrupted,Nasira
attained,Natamo
sprained,Natapilok
detected,Natukoy
precedes,Nauuna
dislocated,Nawala sa puwesto
neurologists,Neurologist
stews,Nilaga
infringes,Nilalabag
approached,Nilapitan
robbed,Ninakaw
resets,Nire-reset
obituaries,Obitwaryo
obstetricians,Obstetrician
odyssey,Odisea
offsets,Offset
whoops,Oops
operas,Opera
ophthalmology,Optalmolohista
opticians,Optiko
optometrists,Optometrist
clocks,Orasan
orchestras,Orkestra
pads,Pad
organizing,Pag-aayos ng
drifting,Pag-anod ng
inspections,Pag-iinspeksyon
mirroring,Pag-mirror
optimising,Pag-optimize
resetting,Pag-reset
repeats,Pag-uulit
pruning,Pagbabawas
abductions,Pagdukot
pageants,Pageant
cages,Pagensayo sa Pagpalo
afterward,Pagkatapos
moonrise,Paglabas ng Buwan
shifted,Paglipat
moonset,Paglubog ng Buwan
anointing,Pagpapahid
authorising,Pagpapahintulot
bodybuilding,Pagpapalaki ng katawan
customising,Pagpapasadya
affirmations,Pagpapatotoo
frying,Pagprito
tilting,Pagtatabingi
disclaimed,Pagwawaksi
feats,Pakikipagsapalaran
frogs,Palaka
softens,Palambutin
motivational,Pampalakas ng Loob
inspirational,Pampasigla
punchinello,Panchinelo
adhesives,Pandikit
razors,Pang-ahit
pigments,Pang-kulay
impersonating,Panggagaya sa
contracting,Pangongontrata
presidents,Pangulo
complements,Papuri
lighthouses,Parola
butterflies,Paru-paro
persisting,Patuloy ang
phoebe,Pibi
prisons,Piitan
pilgrims,Pilgrim
parses,Pina-parse
shipped,Pinadala
analyses,Pinag-aaralan
analysed,Pinag-aralan
improves,Pinagbubuti
originating,Pinagmulang
brings,Pinagsasama-
aggregates,Pinagsasama-sama
enhances,Pinahuhusay
bestselling,Pinakamabentang
leverages,Pinakikinabangan
magnified,Pinalaking
shrinks,Pinaliliit
sharpens,Pinalilinaw
rescheduled,Pinalitan ang iskedyul
renamed,Pinalitan ang pangalan
pioneered,Pinangunahan
authorises,Pinapahintulutan
expands,Pinapalawak ng
extends,Pinapalawak ng
keeps,Pinapanatili
maintains,Pinapanatili
retains,Pinapanatili
administrated,Pinapangasiwaan
authenticating,Pinapatunayan
selects,Pinipili
floored,Pino-floor
coatings,Pintura
truncating,Pinuputol
plutonic,Plutonik
plutonian,Plutoniyan
polymers,Polymer
printouts,Printout
projectors,Projector
psychiatrists,Psychiatrist
psychologists,Psychologist
chooses,Pumipili
recorders,Recorder
registries,Registry
realtors,Rieltor
railways,Riles
roubles,Rubles
rugs,Rug
judging,Sa paghusga sa balat
observes,Sa pagmamasid
thinks,Sa palagay ni
sat,Sab
encompassed,Sakop
sacraments,Sakramento
overwriting,Sasapawan nito
archfiend,Satanas
cyclopean,Sayklopean
scribbles,Scribble
semiconductors,Semi-konduktor
breweries,Serbeserya
sheriffs,Serip
senor,Señor
easterners,Silangan
oriental,Silanganin
symphonies,Simponya
answered,Sinagot
tells,Sinasabi
began,Sinimulan ni
investigated,Siniyasat
reviewed,Sinuri
obeys,Sinusunod
examines,Sinusuri ng
sketches,Sketch
soviet,Sobiyet
standardised,Standardized
agrees,Sumasang-ayon ang
signifies,Sumisimbolo
deliverer,TAGAPAGLIGTAS
tabernacles,Tabernakulo
evens,Tabla
approver,Taga-apruba
janitorial,Tagalinis
tales,Tale
fits,Tama ang sukat
tartar,Tartaro
enjoyed,Tatangkilikin
therapists,Therapist
thrillers,Thriller
tickers,Ticker
tiers,Tier
timeshares,Timeshare
attempted,Tinangka
discusses,Tinatalakay
attempting,Tinatangka
enjoys,Tinatangkilik
discards,Tinatapon
approximates,Tinataya
ensures,Tinitiyak
secures,Tinitiyak
specifies,Tinutukoy
distinguishes,Tinutukoy ang
determines,Tinutukoy ng
toddlers,Toddler
tractors,Traktora
travelogues,Travelogue
trophies,Tropeo
ran,Tumakbo
operates,Tumatakbo
accommodates,Tumatanggap ang
replied,Tumugon
assists,Tumutulong
screws,Turnilyo
squalls,Unos
lifestyles,Uri ng pamumuhay
bumped,Uusog
valves,Valve
videotapes,Videotape
unfilled,Walang Nailagay
wholesalers,Wholesaler
hooray,Yehey
utopia,Yutopia
utopian,Yutopyan
zips,Zip
wow,a
advertises,a-advertise
abuser,aabuso
ramshackle,aalug-alog
rickety,aalug-alog
learners,aaral
pupils,aaral
abused,aba
destitute,aba
hemp,abaka
rudiments,abakada
abacus,abako
affairs,abal
botheration,abala
disturbances,abala
hassles,abala
inconvenience,abala
inconveniences,abala
disturb,abalahin
preoccupy,abalahin
abandoned,abandonado
squalor,abang kalagayan
consort,abay
escort,abay
retainer,abay
bridesmaid,abay na babae
groomsman,abay na lalaki
apiary,abehera
avenue,abenida
aviculture,abikultura
ability,abilidad
notification,abiso
ablative,ablatibo
ash,abo
attorneys,abogado
lawyer,abogado
overtaking,abot
affordable,abot-kayang
horizon,abot-tanaw
abscissa,absisa
absolutism,absolutismo
absolutist,absolutista
acquitted,absuweltado
avocado,abukado
abalone,abulon
contributory,abuloy
abusive,abusado
mistreat,abusuhin
aviatress,abyadora
aviation,abyasyon
accountants,accountant
acronyms,acronym
actualisation,actualization
adapting,adaptasyon
adaptors,adapters
adapter,adaptor
addresses,address
oleander,adelpa
addendum,adenda
administrator,administrador
admissions,admission
admitted,admitido
pickled,adobo
adopter,adoptador
worshipper,adorador
adulate,adulahin
adulterated,adulterado
adulterer,adultero
advanced,advance
advertised,advertise
advertisements,advertisement
customhouse,adwana
customs,adwana
earliness,aga
immediately,agad
sifted,agag
foreboding,agam
foreboding,agam
alertness,agap
promptness,agap
agate,agata
interpolation,agaw
rivalry,agawan
kidnap,agawin
acoustics,agdinigan
agendas,agenda
science,agham
sciences,agham
biology,aghambuhay
linguistics,aghamwika
giggle,agikik
eagle,agila
squeak,agitit
agglutination,aglutinasyon
agglutinative,aglutinatibo
decomposition,agnas
agnostic,agnostiko
agnosticism,agnostisismo
agonised,agonized
agonisingly,agonizingly
adaptive,agpang
fitting,agpang
aggrieved,agrabyado
agrarian,agraryo
aggressive,agresibo
aggressively,agresibo
pithy,agresibo
agriculture,agrikultura
surveyor,agrimensor
agronomist,agronomo
agronomy,agronomya
aquamarine,agwamarina
mullet,agwas
interval,agwat
mileage,agwat ng mga milya
snake,ahas
agency,ahensiya
agent,ahente
agents,ahente
underwriters,ahente ng insurance
shaved,ahit
disembarkation,ahon
airlines,airline
academician,akademiko
academics,akademya
academy,akademya
attach,akapan
monopolised,akaparahin
acacia,akasya
seedbed,akatan
pervert,akayin sa kasamaan
novel,akdang-buhay
enclosing,akip
inclosing,akip
attracted,akit
attracting,akit
book,aklat
ritual,aklat ng mga seremonya
cartulary,aklat ng mga sulatin sa monasteryo
textbook,aklat-aralin
textbooks,aklat-aralin
schoolbook,aklat-pampaaralan
notebook,aklat-sulatan
libraries,aklatan
library,aklatan
fit,akma
acrobatics,akrobasya
acrobat,akrobat
acrobatic,akrobatiko
acrostic,akrostik
recklessly,aksaya
unprofitably,aksaya
wasteful,aksayado
accessories,aksesorya
accident,aksidente
accidents,aksidente
axis,aksis
action,aksyon
activate,aktibahin
activation,aktibasyon
activity,aktibidad
activists,aktibista
active,aktibo
actively,aktibo
actor,aktor
actors,aktor
actuary,aktuwaryo
accumulated,akumulado
accumulation,akumulasyon
accused,akusado
accuser,akusador
accuse,akusahan
accusing,akusasyon
accusative,akusatibo
aquarium,akuwaryum
naught,ala
nix,ala
nought,ala
ardour,alab
blaze,alab
alabaster,alabastro
nursery,alagaan ng mga bata
disciple,alagad
disciples,alagad
jewellery,alahas
gin,alak
liquors,alak
wine,alak
wines,alak
scorpion,alakdan
worries,alala
concerns,alalahanin
aware,alam
informed,alam
knew,alam
knows,alam
familiar,alam na alam
folklore,alamat
legend,alamat
saga,alamat
shawl,alampay
skies,alangaang
alarm,alarma
alarmist,alarmista
ace,alas
policeman,alat
saltiness,alat
albacore,albakora
capers,alcaparras
allegoric,alegoriko
allegorical,alegoriko
allegorist,alegorista
allegory,alegorya
allergen,alerdyen
alert,alerto
alerts,alerto
algorithmically,algorithm
algorithms,algorithm
algebra,alhebra
nausea,alibadbad
aliens,alien
circling,aligid
dust,alikabok
housemaid,alilang babae
conic,alimusod
occultism,alimuwang
which,alin
rumours,alingawngaw
reverberation,alingayngay
doubts,alinlangan
whichever,alinman
either,alinman sa
sultriness,alinsangan
hereunder,alinsunod dito
drudge,alipin
slave,alipin
slaves,alipin
removing,alis
unarm,alisan ng armas
unload,alisan ng bala
peel,alisan ng balat
disqualify,alisan ng karapatan
unpack,alisan ng laman
unmask,alisan ng maskara
unbind,alisan ng tali
unman,alisan ng tao
uncork,alisan ng tapon
drain,alisan ng tubig
delete,alisin
eliminate,alisin
emend,alisin ang mga mali
unseal,alisin ang selyo
unhook,alisin sa pagkakakawit
deselect,alisin sa pagkakapili
depose,alisin sa tungkulin
dethrone,alisin sa tungkulin
unseat,alisin sa tungkulin
miff,alitan
firefly,alitaptap
alliteration,aliterasyon
consolation,aliw
entertainment,aliwan
mayor,alkalde
alkalimeter,alkalimetro
alkaline,alkalina
alkaloid,alkaloyde
camphor,alkampor
culvert,alkantarilya
sewerage,alkantarilya
covenanted,alkilado
alchemic,alkimiko
alchemist,alkimiko
alchemy,alkimya
tar,alkitran
alcove,alkoba
alcohol,alkohol
alcoholism,alkoholismo
alleys,alley
almanac,almanake
pistachio,almasiga
admiral,almirante
breakfast,almusal
curry,almuwasahin
causing,alog
offer,alok
currents,alon
harps,alpa
alphabet,alpabeto
alpaca,alpaka
alfalfa,alpalpa
unconfined,alpas
rug,alpombra
embossed,alsado
alternative,alternatiba
alternate,alternatibo
alternatives,alternatibo
altimeter,altimetro
altimetry,altimetrya
altruism,altruismo
altruist,altruista
howl,alulong
mindfulness,alumana
aluminium,aluminyo
centipede,alupihan
unloading,alwas
alliance,alyansa
aliased,alyas
father,ama
organizer,ama
domesticated,amak
tamed,amak
poppy,amapola
amaranth,amaranto
goatfish,amarilis
marigold,amarilyo
amethyst,amatista
amber,ambar
ambassador,ambasador
ambition,ambisyon
drizzle,ambon
mist,ambon
ambulance,ambulansya
amenities,amenity
coat,amerikana
overcoat,amerikana
amoeba,amiba
amnesia,amnesya
boss,amo
ammonia,amonyako
amortised,amortized
smell,amoy
gamy,amoy nghayop na hulihin
umpire,ampayer
amperage,amperahe
ammeter,amperimetro
ampersands,ampersand
ampere,amperyo
amphibian,ampibyo
amphitheatre,ampiteatro
adopted,ampon
child,anak
son,anak
daughters,anak na babae
sons,anak na lalaki
stepchild,anak na panguman
bastard,anak sa labas
albino,anak-araw
analyser,analisador
analyse,analisahin
analytics,analitika
analytic,analitiko
analogous,analogo
analysts,analyst
analysers,analyzers
anatomist,anatomista
anatomy,anatomya
termite,anay
stroller,andador
flicker,andap
anecdote,anekdota
anaemic,anemiko
anemometer,anemometero
anemone,anemona
anaemia,anemya
anaesthesiologist,anestesista
anaesthetist,anestesista
anaesthetics,anesthetics
anaesthetised,anesthetized
the,ang
our,ang aming
grammatically,ang grammar
hijacker,ang hijacker
trainee,ang itinuturo
relates,ang kaugnayan
defaulter,ang lumabag ng kasunduan
jumper,ang lumulukso
racer,ang magkakarera
smartness,ang makisig manamit
applicant,ang may kahilingan
eyed,ang mga mata
bowler,ang nagboboling
shaker,ang nagkakalog
owns,ang nagmamay-ari
builder,ang nagpapagawa
adder,ang nagsasama
winner,ang nagtagumpay
coaster,ang naninirahan malapit sa baybayin
remaining,ang natitira
sleeper,ang natutulog
debiting,ang pag-debit
embedding,ang pag-embed
pausing,ang pag-pause
reboot,ang pag-reboot
syncing,ang pag-sync
tagging,ang pag-tag
figuring,ang pag-uunawa
zooming,ang pag-zoom
universality,ang pagiging pandaigdigan
breaching,ang paglabag
assisting,ang pagtulong
messing,ang panggugulo
miscellany,ang pinaghalo
selector,ang pumipili
whomever,ang sinumang
raider,ang sumasalakay
scribbler,ang sumusulat nang padalus-dalos
climber,ang umaakyat
stuttering,ang-ang
aeon,angaw-angaw na taon
angular,anggular
angle,anggulo
angles,anggulo
angel,anghel
angelic,angheliko
angina,anghina
quinsy,anghina
clan,angkan
genealogical,angkan
lineage,angkan
lineal,angkan
parentage,angkan
pillion,angkasan
imported,angkat
imports,angkat
appropriated,angkin
anchor,angkla
anchors,angkla
appropriate,angkop
due,angkop
suitable,angkop
niche,angkop na lugar
anchoring,angkora
anhydride,anhidrid
anhydrite,anhidrit
univalve,anibelb
anniversaries,anibersaryo
anniversary,anibersaryo
aniline,anilina
ringlet,anilyete
six,anim
animalism,animalismo
animation,animasyon
animations,animation
animism,animismo
threescore,animnapu
sexagenarian,animnapuintaon
translucent,aninag
peer,aninagin
squint,aninagin
transparency,aninaw
shadow,anino
anise,anis
aniseed,anis
liquorice,anis
scalp,anit
rinsing,anlaw
annualised,annualized
heck,ano ba
intoxicant,ano mang gamot na nakalalasing
whatever,ano naman
streaming,anod
anodyne,anodino
anode,anodo
anointed,anoint
anomalies,anomalya
annotated,anotado
annotator,anotador
scorer,anotador
annotations,anotasyon
oz,ans
uncial,ansialo
anteater,ant-bear
antagonised,antagonized
antagonising,antagonizing
delay,antala
delayed,antala
detain,antalahin
level,antas
antechamber,ante-sala
anteroom,ante-sala
antediluvian,antedilubyano
antemeridian,antemeridyano
antenna,antena
spyglass,anteoho
anther,anter
forefathers,antesedente
antibiotics,antibiotic
antibiosis,antibyosis
antibiotic,antibyotiko
reminding,antig
antique,antigo
vintage,antigo
anticline,antiklain
anticlerical,antikleriko
antiquarian,antikwaryan
antiquary,antikwaryo
antelope,antilope
antimacassar,antimakasar
antimissile,antimisil
amulet,anting-anting
fetish,anting-anting
invulnerability,anting-anting
joss,anting-anting
talisman,anting-anting
gaiter,antipara
loupe,antipara
antipersonnel,antipersonal
antipyretic,antipirina
antipodes,antipodas
antifriction,antipriksyon
antifreeze,antipris
antiques,antique
antiseptic,antiseptiko
anticyclone,antisiklon
antisocial,antisosyal
antithesis,antitesis
antithetic,antitetiko
antithetical,antitetiko
antitoxic,antitoksiko
antitoxin,antitoksin
dormancy,antok
drowse,antok
sandman,antok
somnolence,antok
anthologist,antolohista
anthology,antolohiya
antonym,antonim
anthrax,antraks
anthropologist,antropologo
anthropological,antropolohiko
anthropomorphic,antropomorpiko
anthropomorphism,antropomorpismo
anthropoid,antropoyde
aught,anuman
any,anumang
anything,anumang bagay
announced,anunsyado
announcement,anunsyo
yearbook,anuwaryo
verisimilitude,anyo ng katotohanan
gasiform,anyong gas
spiral,anyong-suso
colic,apad
bureaux,aparador
dresser,aparador
bookcase,aparador ng mga aklat
device,aparato
projector,aparato ng sine
jukebox,aparatong musikal
apartheid,aparteid
apartments,apartment
four,apat
quadruplets,apat na magkakambal
quadruplet,apatan
quartet,apatan
quaternion,apatan
quatrain,apatang taludtod
forty,apatnapu
bile,apdo
affected,apektado
surnames,apelyido
appendectomy,apendektomya
appendix,apendiks
appendicitis,apendisitis
aphaeresis,aperesis
aperitif,aperitiw
apatite,apetayt
afghani,apgano
downtrodden,api
affidavit,apidabit
apical,apikal
tuning,apina
tuner,apinador
affirming,apirma
affirmed,apirmado
applicants,aplikante
applicator,aplikator
apnoea,apnea
grandchild,apo
grandsire,apo
patriarch,apo
grandnephew,apo sa pamangkin
grandniece,apo sa pamangkin
limes,apog
limestone,apog
apocryphal,apokripiko
apocrypha,apokripos
apologising,apologizing
apologetics,apolohetika
apologia,apolohiya
granddaughter,apong babae
grandson,apong lalaki
apoplexy,apopleksya
apoplectic,apopletiko
lining,aporo
apposition,aposisyon
appositive,apositibo
apostle,apostol
apostles,apostol
apostolate,apostolado
apostolic,apostoliko
fires,apoy
flame,apoy
flames,apoy
ingle,apoy sa apuyan
campfire,apoy sa kampo
tightening,apreta
affricate,aprikata
apricot,aprikot
approvable,aprubadong
apriority,apryority
apse,apsis
tetrahedron,apsulok
aiming,apunta
exigency,apurang pangangailangan
hearth,apuyan
arabesque,arabesko
arachnid,araknida
studying,aral
teachings,aral
evolutionism,aral ng ebolusyon
dogma,aral ng isang iglesya
epistemology,aral ng pagsulat ukol sa relihyon
equitation,aral ng pangangabayo
epidemiology,aral ukol sa epidemya
entomology,aral ukol sa insekto
courses,aralin
lectures,aralin
lesson,aralin
lessons,aralin
eugenics,aralin ukol sa pagpabuti ng lahi
homework,araling-pambahay
chandelier,aranya
rooter,araro
day,araw
days,araw
daytime,araw
sun,araw
morrow,araw na kasunod
fiesta,araw na pangilin
weekday,araw na simple
obit,araw ng kamatayan
washday,araw ng paglalalba
thanksgiving,araw ng pasasalamat
workday,araw ng trabaho
daily,araw-araw
everyday,araw-araw
ouch,aray
arbitrage,arbitrahe
arbitration,arbitrasyon
arcades,arcade
squirrel,ardilya
renting,arenda
stopped,arestado
arrest,aresto
argot,argo
polemics,argumentasyon
argument,argumento
chattel,ari-arian
estate,ari-arian
property,ari-arian
realty,ari-arian
aristocrat,aristokrata
seigneur,aristokrata
patrician,aristokrato
arithmetical,aritmetiko
arithmetician,aritmetiko
arcade,arkada
archaism,arkaismo
archangel,arkanghel
archdeacon,arkdikon
archdiocese,arkdyosis
archduke,arkdyuk
archaeologist,arkeologo
archaeological,arkeolohiko
archaeology,arkeolohiya
archival,arkibal
archives,arkibos
architect,arkitekto
architects,arkitekto
architectonics,arkitektura
architecture,arkitektura
architrave,arkitreib
archivist,arkiwista
arc,arko
arch,arko
arches,arko
firmament,arko ng langit
saddlebow,arko ng siya
undercroft,arko sa ilalim ng lupa
overarch,arkuhan
harlequin,arlekin
armadillo,armadilyo
armed,armado
arms,armas
firearm,armas
weapon,armas
weaponry,armas
armchairs,armchair
armhole,armhoul
armouries,armories
swordsmanship,arnis
arrangements,arrangement
arrays,array
archbishopric,arsobispado
archbishop,arsobispo
firebug,arsonista
artefacts,artefact
dramatics,arteng dramatiko
artefact,artepakto
arterial,arteryal
article,artikulo
artillerist,artilerista
artillery,artilerya
cannonry,artilerya
artificial,artipisyal
artificiality,artipisyal
artificially,artipisyal
factitious,artipisyal
artists,artist
actress,artistang babae
mummer,artistang komiko
artesian,artisyano
fathom,arukin ang lalim
aria,arya
expect,asahan
conduct,asal
toadyism,asal-alipin
fume,asap
pissed,asar
mattock,asarol
hubby,asawa
husband,asawa
spouse,asawa
mayoress,asawa ng alkalde
ambassadress,asawa ng embahador
canoness,asawa ng pari
asbestos,asbesto
accelerator,aselerador
preferment,asenso
aseptic,aseptiko
nib,asero
acetate,asetato
ascetic,asetiko
acetylene,asetileno
asceticism,asetisismo
ashtrays,ashtray
acid,asido
slacker,asikutero
loiterer,asikutero sa daan
asylum,asilo
acerbity,asim
sourness,asim
salt,asin
saltcellar,asinan
salts,asing-gamot
acridity,askad
arse,asno
ass,asno
burro,asno
donkey,asno
dog,aso
doggie,aso
dogs,aso
pooch,aso
retriever,aso para sa pamamaril
mercury,asoge
quicksilver,asoge
assonant,asonante
bitch,asong babae
poodle,asong delanas
werewolf,asong lobo
sleuthhound,asong pangaso
pug,asong pug
spaniel,asong spaniel
sheepdog,asong tagapag-alaga ng tupa
watchdog,asong tagapagbantay
terrier,asong teryer
tyke,asong walang lahi
associations,asosasyon
paved,aspaltado
bitumen,aspalto
sparrowgrass,asparagus
aspects,aspeto
faceted,aspeto
pushpin,aspile
pin,aspili
tiepin,aspili para sa korbata
aspirant,aspirante
asthenia,astenya
asterisks,asterisk
asterisk,asterisko
astigmatic,astigmatiko
astigmatism,astigmatismo
harquebus,astinggal
aster,astra
astrakhan,astrahan
austral,astral
astrology,astrolohiya
astrologer,astroloho
astrolabe,astrolyabya
astronauts,astronaut
astronaut,astronawta
astronautics,astronawtika
astronomer,astronomo
astronomers,astronomo
astronomy,astronomya
astrophysics,astropisika
sugar,asukal
