English,Other
"(a garment especially a sweater with) a high, close-fitting part around the neck",kolar polo
"(a garment, especially a sweater, with) a high round neck",leher penyu
(a glassful etc of) alcoholic liquor,minuman keras
(a group of people who form) a settlement in one country etc which is under the rule of another country,koloni
"(a jelly made from) seaweed, used in medicine, cooking etc.",jelly
(a kind of hairstyle with the) hair tied in a bunch at the back of the head,ikat ekor kuda
(a lamp for projecting) a circle of light that is thrown on to a small area,lampu limpah
(a large lump or mass of) the solid parts of the surface of the Earth,permukaan keras
(a large piece of) land covered with trees.,hutan
"(a legal paper having written on it) a formal statement about what is to be done with one’s belongings, body etc after one’s death",wasiat
(a level of) mental power,pemikiran
(a list illustrating) the order of events in time,kronologi
(a list of) taxes to be paid on imported or exported goods,tarif
(a man with) a singing voice of the highest normal pitch for an adult male.,tenor
(a mark used to show) the stress on a syllable,aksen
(a mechanism eg one of the gears of a car etc which makes something move in) a backwards direction or a direction opposite to normal,gear undur
(a medical condition resulting from) eating too little or getting too little nourishing food,pemakanan tak seimbang
(a medicine) which clears waste matter out of the body.,pencahar
(a medicine) which is used to kill the bacteria that cause disease,antibiotik
(a medicine) which makes it easier to pass waste matter from the bowels.,julap
"(a medicine, drug etc) having a soothing or calming effect",sedatif
"(a member of a) race of people who live in North America, Greenland, and Alaska.",Inuit
(a member of) a unit of troops specially trained for tasks requiring special courage and skill,komando
(a member) of any of the Christian churches that separated from the Roman Catholic church at or after the Reformation.,Protestan
(a member) of the Christian church which recognizes the Pope as its head.,roman Katolik
(a member) of the Church of England,anglikan
"(a metal, wooden etc door-like object which closes) the opening in a wall, fence etc through which people gate pass",pintu pagar
(a pain caused by) an act of pricking,sakit apabila dicucuk
(a part of) a building and the area of ground belonging to it,premis
(a particular flavour of) a drink containing the juice of crushed fruit,perahan
(a particular set of) traditional or fixed actions etc used in a religious etc ceremony,ritual
"(a particular variety of) metal blocks with letters, numbers etc used in printing",jenis tulisan
(a patch of) shade on the ground etc caused by an object blocking the light,bayang-bayang
(a period of riding at) the fastest pace of a horse,derap
(a period of) absence of sound or of speech,senyap
(a period of) absence of wind and large waves,tenang
(a period of) hard work,kerja keras
(a period of) lack of rain,kemarau
(a period of) work during the night,sesi malam
(a person belonging to) a nation that takes no part in a war or quarrel,berkecuali
(a person etc) not living on or coming from the planet Earth.,luar bumi
(a person having) a singing voice between soprano and alto.,mezzo
(a person or animal) that is forty years old.,berusia empat puluh tahun
(a person paid to give) assistance with housework etc.,penolong membuat kerja rumah
(a person who is) useless or lazy,tidak berguna
(a person who is) younger in years or lower in rank or authority,lebih muda
"(a person) disagreeing, especially with a ruling group or form of government",penentang
(a person) emigrating or having emigrated,penghijrah
"(a person) in the heaviest of the various classes into which competitors in certain sports (eg boxing, wrestling) are divided according to their weight",heavyweight
(a person) living outside his own country.,perantau
(a person) more interested in what happens around him than his own ideas and feelings,ekstrovert
(a person) of the religion known as Islam.,Muslim
(a person) opposed to change and progress or favouring a return to things as they were,pertukaran
"(a person) who has come into a foreign country to live there permanently, not as a tourist or visitor",pendatang
"(a person, animal etc) of the sex having testes or an organ or organs performing a similar function; not (of) the sex which carries the young until birth etc",lelaki
"(a person, animal etc) of the sex that gives birth to children, produces eggs etc",perempuan
"(a person, especially a man, who is) sexually attracted to people of the same sex.",homoseksual
"(a person, thing etc which causes or could cause) danger or possible loss or injury",risiko
(a person’s) income or amount of money available for spending,pendapatan
(a piece of canvas for) a painting,kanvas
(a piece of clothing etc) no longer needed,pakain terpakai
(a piece of music for) a South American dance.,tarian Rumba
(a piece of music for) a type of lively dance,irama jig
"(a piece of music for) a type of quick, lively dance.",polka
(a piece of music for) a type of slow ballroom dance performed by couples,waltz
(a piece of music for) three players,lagu trio
(a piece of music to accompany) an old type of graceful dance.,muzik minuet
(a piece of music written for) a mass for the souls of the dead.,lagu untuk merehatkan roh
(a piece of wood or stone under) a doorway forming the entrance to a house etc,bendul
(a piece of) a chalk-like substance used for writing (especially on blackboards),kapur
(a piece of) a kind of sticky sweet made of sugar and butter,tofi
(a piece of) a narrow strip or band of cloth used for tying etc,pita
"(a piece of) a type of easily split rock of a dull blue-grey/-gray colour/color, used for roofing etc",kepingan batu
(a piece of) bad luck,malang
(a piece of) bad luck,nasib malang
"(a piece of) cloth for binding up a wound, or a broken bone",kain pemablut
"(a piece of) cloth into which a picture or design has been sewn or woven, hung on a wall for decoration or used to cover eg the seats of chairs",dewangga
"(a piece of) evidence, information etc that shows definitely that something is true",bukti
"(a piece of) long narrow cord made of threads twisted together, or tape, for tying, fastening etc",tali
(a piece of) money made of copper or a substitute,syiling tembaga
"(a piece of) public land for everyone to use, with few or no buildings",tanah awam
(a piece of) the hard outside coating of bread,kerak luar
(a piece of) thin insulated wire for carrying electricity,wayar
(a piece of) thin rope or thick string,tali pintal
(a piece of) thin soft paper used for wiping the nose etc,kertas tisu
(a piece of) this type of stone used for cleaning and smoothing the skin etc.,batu pumis
"(a piece of) thread, cord, rope etc",tali
(a piece of) woven material from which clothes and many other items are made,kain
(a piece of) writing etc that makes someone look foolish,karangan sindiran
(a piece of) writing etc that makes someone look foolish,satira
(a place for keeping) a collection of wild animals.,kumpulan binatang kurungan
"(a place for keeping) old documents, historical records etc",arkib
"(a place for) the illegal buying and selling, at high prices, of goods that are scarce, rationed etc",pasar gelap
"(a place in the body where there is) development of heat with pain, redness and swelling",keradangan
"(a place of) noise, confusion or uproar",riuh-rendah
(a place providing) educational classes held in the evenings for people who are at work during the day.,sekolah malam
"(a place to which a person can go for) a period of rest, religious meditation etc",pertapaan
(a place where there is) a demand for certain things,pasaran
(a place where) a wire etc carrying electric current (may be attached),aliran letrik
"(a place which gives) shelter or protection from danger, trouble etc",perlindungan
(a place with) a course over which horse races are run,balapan lumba kuda
"(a place with) a course over which races are run by cars, dogs, athletes etc.",litar lumba
(a plan made by) conspiring,konspirasi
(a plan showing) a person’s ancestors and relations.,salah-silah keluarga
"(a plant from which is obtained) a coarse fibre used to make rope, bags, sails etc and the drug cannabis (hashish or marijuana).",ganja
"(a plant from which is obtained) a coarse fibre used to make rope, bags, sails etc and the drug cannabis (hashish or marijuana).",hem
(a plant) having flowers with stamens which can fertilize female flowers.,jantan
(a plant) that produces seeds.,bunga betina
(a plant) which lasts for more than two years,saka
(a police officer of) the rank next above constable or patrolman.,sarjan
"(a powder made from) the crushed seeds of the cacao tree, used in making chocolate",koko
(a quantity of) something that has fallen,turun
(a record-player etc producing) high quality and great accuracy in the reproduction of sound.,hi-fi
(a recording of) the music from a film,runut bunyi
"(a room containing) a receptacle for the body’s waste matter, usually with a supply of water for washing this away; a lavatory",tandas
(a room containing) a receptacle for waste matter from the body.,tandas
"(a room, especially a cellar, with) an arched roof or ceiling",kekubah
(a rope made of) strands of metal wound together for supporting a bridge etc,kabel jambatan
(a sauce made from) the juices from meat that is cooking.,kuah
(a section of) minced meat seasoned and pushed into a tube of animal gut or a similar material,sosej
"(a set of) clothes worn by eg soldiers, children at a particular school etc",pakaian seragam
"(a set of) surrounding conditions, especially those influencing development or growth",persekitaran
(a set of) wires for carrying electric current or signals,kabel wayar
(a share in the ownership of) a business firm etc,saham
(a sheet of) a kind of strong waterproof material,kain tarpaulin
"(a shop selling) foods prepared ready for the table, especially cooked meats and usually unusual and foreign foods",kedai menjual makanan yang telah dimasak
(a short sentence or phrase which expresses) a principle of behaviour/behavior etc,cogankata
(a short statement of) one’s (especially religious) beliefs,fahaman
(a show of) daring,keberanian yang ditunjuk-tunjuk
(a sign of) great respect shown to a person,penghormatan
(a singer having) a male voice of the lowest pitch,suara bes
(a singer having) a singing voice of the highest pitch for a woman.,soprano
(a singer having) a singing voice of the lowest pitch for a woman.,alto
(a singer with) a deep male voice between bass and tenor,bariton
(a sound like) the call of a hen,bunyi berketak-ketak
(a sound like) the cry of a goose or the sound of a motor-car horn.,bunyi pon
(a speech or piece of writing containing) high praise.,eulogi
(a state of) fear,kecut perut
(a statement of one’s) dissatisfaction,aduan
"(a statement on a letter etc giving) the day of the month, the month and year",tarikh
(a stick of) colouring/coloring for the lips.,gincu
"(a string of beads representing) a group of prayers, used by Roman Catholics.",tasbih
(a substance) produced artificially by a chemical process,tiruan
"(a sum of) money paid by a government etc to an industry etc that needs help, or to farmers etc to keep the price of their products low",subsidi
(a supply of) food,bekalan
(a thin strip of) celluloid made sensitive to light on which photographs are taken,filem
(a time of) new or increased interest in something,pertambahan minat
"(a title given to) a master in one of the arts, especially a musical composer or conductor.",pakar dalam bidang seni
(a tune etc with) a strong rhythm,nada
"(a type of plant that has) leaves that are dried and used for smoking in pipes, cigarettes, cigars etc, or as snuff",tembakau
(a type of) cloth or material,fabrik
(a unit of liquid measure) one fourth of a gallon (1.136 litres in the UK and 0.946 liters in the US).,kuart
(a usually square piece of) grass and earth,kepingan tanah berumput
"(a vegetable with) an edible, orange, pointed root",lobak
(a verb in) the future tense.,bentuk mendatang
(a way of earning) one’s living,sumber pendapatan
(a way of) constructing or putting together,pembinaan
(a way of) life,kehidupan
(a wine from) the grape-harvest of a certain (particularly good) year,vintaj
(a wire that provides) an electrical connection with the earth.,litar bumi
(a word) that asks a question,kata tanya
(a work of art) made of bronze,diperbuat daripada gangsa
"(a) business, occupation, or job",perdagangan
(a) cake flavoured/flavored with treacle and ginger.,kek halia
"(a) cake or pudding containing raisins, currants etc.",puding Krismas
"(a) celebration, especially in the Roman Catholic church, of Christ’s last meal (Last Supper) with his disciples",Misa
"(a) change from one place, state, subject etc to another",peralihan
"(a) choice of, or (a) liking for, one thing rather than another",lebih suka
(a) close inspection,pemeriksaan
(a) comment or action that insults,penghinaan
(a) communist,komunis
"(a) confused, noisy uproar",kekecohan
(a) confusion or mistake,salah faham
(a) covering,menyalut
(a) covering on the inside,lapik
(a) cultivated growth of bacteria etc.,kultur
"(a) death on the cross, especially that of Christ.",hukuman salib
(a) defeat of an enemy or rival,kemenangan
(a) desert or wild area of a country etc.,tanah gersang atau tidak berpenghuni
"(a) detailed examination of something (a sentence, a chemical compound etc) especially by breaking it up into the parts of which it is made up",analisis
(a) disagreement,konflik
(a) drama about unfortunate events with a sad outcome,tragedi
"(a) favour/favor or right available, or granted, to only one person, or to a small number of people",hak istimewa
(a) feeling of great worry or anxiety caused by the knowledge of danger,ketakutan
(a) flopping movement.,gerakan jatuh
(a) flow of electricity,arus elektrik
(a) force measured in volts,voltan
(a) formal questioning (eg of a witness).,soal siasat
(a) friendly and informal talk,sembang
(a) gain or benefit,manfaat
(a) great lack or shortage especially of food,kebuluran
(a) lack or shortage,kekurangan
(a) loud uproar,hingar-bingar
"(a) marked change of form, appearance, character etc",perubahan
(a) material that is likely to explode,bahan letupan
(a) measure of the quantity of matter in an object,berat
(a) measurement of depth of water etc.,pemeruman
(a) medicine that gives strength or energy,tonik
(a) painful stiffening of the muscles,kejang otot
(a) particular arrangement or order,mengikut susunan
"(a) pleasant activity which one enjoys doing in one’s spare time (eg a sport, hobby)",aktiviti rekreasi
(a) pleasant quality or attraction,daya tarikan
(a) pretence or disguise,sandiwara
(a) prison,penjara
(a) purpose or advantage,faedahnya
(a) reality,kebenaran
(a) refusal to obey one’s senior officers in the navy or other armed services,pemberontakan
(a) repetition of an experiment or process,pereplikaan
(a) rest in a state of natural unconsciousness,tidur
(a) risk,risiko
(a) separation of thought; disagreement,perbezaan
(a) settlement of differences in which each side gives up something it has previously demanded,kata sepakat
(a) shape; outward appearance,bentuk
(a) shortage or absence of what is needed,kekuranagan
"(a) showing of thoughts or feelings by words, actions etc",pengungkapan
(a) similarity or resemblance,kemiripan
(a) skin-colour/-color varying with race,warna kulit
(a) spoken or written remark,komen
(a) state of being connected or related,berkenaan
(a) strain or stress,tekanan
(a) strong belief,keyakinan
(a) strong desire,keinginan yang kuat
(a) strong dislike or hatred,kebencian
"(a) strong rope or chain for hauling or tying anything, especially a ship",kabel
"(a) sudden great fear, especially that spreads through a crowd etc",panik
(a) sweet smell,wangian
"(a) talk between two or more people, especially in a play or novel",dialog
(a) tax on goods,cukai
"(a) thick cord, made by twisting together lengths of hemp, nylon etc",tali
(a) thick pudding or ball of cooked dough,ladu
(a) treatment by massaging,pengurutan
"(a) very great pain, suffering, worry etc",seksa
"(a) very light cake or pudding made from flour, eggs and sugar etc.",kuih bahulu
(a) very strong desire,keghairahan
(a) war between citizens of the same state,perang saudara
(a) wrong or bad use,salah guna
(able to be) passed on in this way,diwarisi
"(able to produce ideas which are) new, fresh or not thought of before",asal
(accepted as) normal or usual; The Post Office likes the public to use a standard size of envelope.,piawai
(according to Marxism) belonging to the class of people who are educated and who own property.,borjuis
(according to Marxism) the class of people who are educated and who own property.,golongan borjuis
"(according to some religions) the place or state of punishment of the wicked after death with much pain, misery etc.",Neraka
(act of) escaping; state of having escaped,kebocoran
(acting) together (with),bersama
(all) the rage,popular
(almost) impossible to read; not legible,sukar dibaca
(also ATV) a small vehicle that looks like a small tractor and can travel fast on rough ground.,semua jenis muka bumi
"(also British pickaxe, American pickax – plural pickaxes) a tool with a heavy metal head pointed at one or both ends, used for breaking hard surfaces eg walls, roads, rocks etc.",beliung
"(also CCTV) a system of cameras that allows you to see what is happening within a limited area, such as a building or street, in order to protect it from crime",televisyen litar tertutup
(also CD) a disc on which sound or information is recorded.,cakera padat
(also CEO) the president of a large company,ketua pegawai ekskutif
(also Cancerian) someone who was born between 22 June and 23 July,orang berbintang Kanser
(also DA) a lawyer in the US who works for a state or county government and is responsible for bringing criminals to a court of law for trial,pendakwa raya
(also DTP) computing the production of a magazine etc using a small computer and a printer.,penerbitan desktop
"(also Deutsche Mark, Deutschmarkˈdoitʃmaːk) the standard unit of German currency before the euro.",mark
(also E) one of the four main points of the compass,timur
(also French horn) the type of coiled brass horn that is played in orchestras etc.,hon Perancis
(also GM) (of a plant or animal) having its genetic structure changed for a particular purpose such as making crops more resistant to disease,diubahsuai secara genetik
(also N) one of the four main points of the compass,utara
(also OAP) British someone who is retired and receives an old age pension.,pesara
(also PA) British someone whose job is to help a manager by writing letters and making arrangements.,pembantu peribadi
(also PC) (of language or behaviour/behavior) that does not offend particular groups of people,betul dr segi politik
"(also PC) a small computer that can be used independently by an individual user for word-processing, games, e-mail, storage of information. etc.",komputer peribadi
(also PE) physical training (gymnastics) and sport taught as a subject at school.,pendidikan jasmani
"(also Thanksgiving Day) in the United States, a special day (the fourth Thursday in November) for giving thanks to God.",Hari Kesyukuran
(also Walkmanregistered trademark ) a small (radio and) cassette player with headphones that enables the person wearing it to listen to music while walking etc.,stereo peribadi
(also Web site) a site on the Internet that gives information about a particular subject or person,halaman
(also Whit Sunday) a Christian festival celebrated on the seventh Sunday after Easter.,perayaan Kristian diraikan pada hari Ahad ketujuh selepas Hari Easter
(also Whitsuntide) the days close to Whit Sunday.,hari yang hampir kepada hari Whit Sunday
(also adjective) (a person who is) older in years or higher in rank or authority,senior
(also adjective) (also navy blue) (of) a dark blue colour/color,biru kelasi
"(also adjective) (also plaster of Paris) (of) a similar quick-drying substance used for supporting broken limbs, making models etc",plaster
(also adjective) (in) the form of a word which expresses only one,mufrad
"(also adjective) (of electric light, machines etc) working",hidup
"(also adjective) (of electric light, machines etc) working",hidupkan
(also adjective) (of) a bluish-purple colour/color.,warna ungu
(also adjective) (of) a kind of very hard stone,batu
(also adjective) (of) a pink colour/color,warna merah jambu
"(also adjective) (of) a strong elastic substance made from the juice of certain plants (especially the rubber tree), or an artificial substitute for this",getah
"(also adjective) (of) a substance put on walls, ceilings etc which dries to form a hard smooth surface",lepa
(also adjective) (of) a yellowish-white colour/color,warna krim
(also adjective) (of) its colour/color,merah delima
(also adjective) (of) its colour/color,warna kuning muda
"(also adjective) (of) its colour/color, a light yellowish brown",coklat muda
(also adjective) (of) its dark brown colour/color.,coklat tua
"(also adjective) (of) metal drawn out into a long strand, as thick as string or as thin as thread",dawai
"(also adjective) (of) metal drawn out into a long strand, as thick as string or as thin as thread",kawat
"(also adjective) (of) the back of a coin, medal etc",bahagian belakang
(also adjective) (of) the beginning stage of anything,awal
(also adjective) (of) the colour/color of the flowers,warna gandaria
"(also adjective) (of) the cut stalks of corn etc, having many uses, eg as bedding for cattle etc, making mats and other goods etc",jerami
(also adjective) (of) the material of which rocks are composed,batu bata
(also adjective) (of) the material of which the trunk and branches of trees are composed,kayu
(also adjective) (of) the orange-pink colour/color of the fruit,warna kuning kemerah-merahan
(also adjective) (of) the wood of the tree,kayu walnut
"(also adjective) (something) of unusual size, form or appearance",sangat besar
"(also adjective) (the) last of a hundred (people, things etc) or (the person, thing etc) in an equivalent position.",ke seratus
"(also adjective) (the) last of eight (people, things etc); (the) next after the seventh",kelapan
"(also adjective) (the) last of eighteen (people, things etc); (the) next after the seventeenth",kelapan belas
"(also adjective) (the) last of eighty (people, things etc); (the) next after the seventy-ninth.",ke lapan puluh
"(also adjective) (the) last of eleven (people, things etc); (the) next after the tenth.",kesebelas
"(also adjective) (the) last of fifteen (people, things etc); (the) next after the fourteenth.",kelima belas
"(also adjective) (the) last of fifty (people, things etc); (the) next after the forty-ninth.",kelima puluh
"(also adjective) (the) last of seven (people, things etc); (the) next after the sixth.",ketujuh
"(also adjective) (the) last of seventeen (people, things etc); (the) next after the sixteenth.",ketujuh belas
"(also adjective) (the) last of seventy (people, things etc); (the) next after the sixty-ninth.",ketujuh puluh
"(also adjective) (the) last of six (people, things etc); (the) next after the fifth.",keenam
"(also adjective) (the) last of sixteen (people, things etc); (the) next after the fifteenth.",keenam belas
"(also adjective) (the) last of sixty (people, things etc); (the) next after the fifty-ninth.",keenam puluh
"(also adjective) (the) last of twelve (people, things etc); (the) next after the eleventh.",kedua belas
"(also adjective) (the) last of twenty (people, things etc); (the) next after the nineteenth.",kedua puluh
(also adjective) (the) opposite,berlawanan
"(also adjective) chemistry (symbol Fe) (of) an element that is the most common metal, is very hard, and is widely used for making tools etc",besi
"(also adjective) in or into a vehicle, train etc",menaiki
(also adjective) of films able to be seen,sedang ditayangkan
"(also adjective) the last of a thousand (people, things etc) or (the person, thing etc) in an equivalent position.",keseribu
(also adjective) the last of five (people etc); the next after the fourth.,kelima
"(also adjective) the last of forty (people, things etc); the next after the thirty-ninth.",keempat puluh
"(also adjective) the last of four (people, things etc); the next after the third.",keempat
(also adjective) the last of fourteen (people things etc); the next after the thirteenth.,keempat belas
"(also adjective) the last of nine (people, things etc); the next after the eighth.",yang kesembilan
"(also adjective) the last of nineteen (people, things etc); the next after the eighteenth.",kesembilan belas
"(also adjective) the last of ninety (people, things etc); the next after the eighty-ninth.",kesembilan puluh
"(also adjective) the last of ten (people, things etc); the next after the ninth.",kesepuluh
"(also adjective) the last of thirteen (people, things etc); the next after the twelfth.",ketiga belas
"(also adjective) the last of thirty (people, things etc); the next after the twenty-ninth.",ketiga puluh
"(also adjective) the last of three (people, things etc); the next after the second",ketiga
"(also adverb) buying and selling goods on a large scale, usually from a manufacturer and to a retailer",borong
(also adverb) standing straight up; erect or vertical,tegak
"(also adverb) used in exclamations of surprise, anger etc",sungguh
"(also adӕd, advertˈadvəːt) a film, newspaper announcement, poster etc making something known, especially in order to persuade people to buy it",pengiklanan
(also almond tree) a kind of tree related to the peach.,pokok badam
(also amp) a piece of equipment for increasing the strength or power-level of electric currents especially so as to increase loudness,pembesar
"(also anorexia nervosa-neː(r)ˈvousə) medical an abnormal fear of being fat that makes people, especially girls and young women, starve themselves",anoreksia
(also answerphone) a machine that take messages for you when you cannot answer the phone,mesin penjawab telefon
(also apron-stage) the part of the stage in a theatre which is in front of the curtain.,bahagian hadapan pentas
(also avocado pear) a kind of pear-shaped tropical fruit.,avokado
(also bail) to clear (water out of a boat with buckets etc),menimba air keluar
(also balsa tree) a tropical American tree.,pokok tropikal di Amerika
"(also bay tree) the laurel tree, the leaves of which are used for seasoning and in victory wreaths.",pokok laurel
(also be left stranded) to be left helpless without eg money or friends,terkandas
(also be nothing to do with) to be something that a person ought not to be interested in,tidak berkaitan
(also beanbag chair) a large cloth bag which is filled with small pieces of plastic and used for sitting on. It resembles a beanbag in shape.,beg kekacang
(also beech tree) a kind of forest tree with smooth silvery bark and small nuts,pokok bic
(also behindhand-hӕnd) not up to date,ketinggalan
(also birch tree) a kind of small tree with pointed leaves valued for its wood,pokok birch
(also bleeper) a small instrument for making this sound,alat blip
"(also bowler hat) a type of hard, round felt hat",topi pembaling
"(also bull) slang, vulgar nonsense; lies; exaggeration",mengarut
"(also bunk bed) two small beds that are joined together, with one above the other",katil bertingkat
(also cabin-cruiser) a motor yacht with living quarters.,perahu layar
(also cablegram) a telegram sent by cable,telegram melaluai kabel
(also calfskin) leather made from the skin of the young of a cow,barangan kulit dari kulit lembu
(also camper vanBritish) a motor-caravan,caravan bermotor
"(also candle-wax) (of) a substance made from paraffin, used in making candles, models etc, that melts when heated",lilin
"(also capital letter) any letter of the type found at the beginning of sentences, proper names etc",huruf besar
"(also cash dispenser, cashpoint) a machine, usually outside a bank, from which people can get money with their credit cards or bank cards; ATMAmerican",mesin wang
(also cast aside) to reject as unwanted,dipinggirkan
"(also cedarwood) its hard, sweet-smelling wood",kayu sedar
(also cellphone) a mobile telephone that works by a system of radio signals,telefon bimbit
(also chip) computing a very small piece of silicon or another semiconductor that carries a series of electrical circuits and is used in computers and other machines,mikrocip
(also clothes-peg) a wooden or plastic clip for holding clothes etc to a rope while drying.,penyepit baju
(also cobnut) a hazelnut or filbert.,cob
(also come around) to visit,melawat
"(also common salt) sodium chloride, a white substance frequently used for seasoning",garam
"(also continuous) (of a verb tense or form) indicating an activity that is, was, or will be continuing at some period of time",progresif
"(also contour line) on a map, a line joining points at the same height or depth",peta kontur
(also copper-coloured/copper-colored) of the colour/color of copper,warna tembaga
"(also cougarˈkuːgə) a type of wild animal like a large cat, found in America.",puma
(also count) linguistics (opposite uncountable) (of a noun) capable of forming a plural and using the definite or indefinite article,kata nama hitung
"(also cruet-stand) a holder for such jars etc, often with them on it.",pemegang peranggu
"(also curdsnoun plural) the solid substance formed when milk turns sour, used in making cheese.",dadih
(also cut dead) to ignore completely,tidak memperdulikan
