English,Other
authentic,автентични
authentically,автентично
authenticity,автентичноста
auto,авто
self,авто
autobiographies,автобиографии
autobiography,автобиографија
autobiographical,автобиографски
banc,автобус
bus,автобус
buses,автобуси
autograph,автограм
autographed,автограм
autographs,автограми
autoimmune,автоимуни
autocrat,автократ
autocrats,автократи
autocracies,автократии
autocracy,автократија
autocratic,автократски
autocratically,автократски
automat,автомат
automaton,автомат
automata,автомати
automates,автомати
automats,автомати
automation,автоматизација
automate,автоматизира
automated,автоматизиран
automating,автоматизирање
automatics,автоматика
machinegun,автоматска пушка
automatically,автоматски
automatic,автоматско
car,автомобил
automobiles,автомобили
autos,автомобили
cars,автомобили
automobile,автомобилски
automotive,автомобилски
motorcar,автомобилското
autonomy,автономија
autonomic,автономниот
autonomous,автономните
autonomously,автономно
freeway,автопат
highway,автопат
throughput,автопат
turnpike,автопат
autobahns,автопати
highways,автопати
motorways,автопати
thoroughfares,автопати
motorway,автопатот
autopilot,автопилот
author,автор
reflectional,авторефлексивна
auteurs,автори
authors,автори
authorising,авторизација
authorizing,авторизација
authoritarianism,авторитаризам
authoritarian,авторитарните
authoritatively,авторитативно
authoritative,авторитетен
authoress,авторката
authorial,авторски
copyright,авторски права
copyrighted,авторски права
copyrights,авторски права
royalties,авторски права
auteur,авторскиот
authorship,авторство
hitchhiker,автостопер
hitchhikers,автостопери
autosuggestion,автосугестија
avocat,авукатот
avulsion,авулзија
ag,аг
aga,ага
agave,агава
agag,агаг
agamemnon,агамемнон
agape,агапе
agar,агар
hagar,агара
agassiz,агасиз
agatha,агата
agathe,агате
agathon,агатон
agenda,агенда
agendas,агенди
agens,агенс
agent,агент
agents,агенти
recruiter,агентот
agen,агенции
agencies,агенции
agency,агенцијата
agesilaus,агесилај
aggie,аги
agi,аги
aguilar,агилар
agile,агилни
agility,агилност
agit,агит
agitator,агитатор
agitators,агитатори
agitation,агитација
agitate,агитира
canvassed,агитирала
agitating,агитирајќи
agitations,агитирање
agitprop,агитпроп
angles,агли
corners,агли
agglomerations,агломерации
agglomeration,агломерација
protractors,агломери
agglomerated,агломериран
agnes,агнес
lambskin,агнешка кожа
agni,агни
agnostic,агностик
agnosticism,агностицизам
agnostics,агностиците
angle,агол
corner,агол
angular,аголна
angled,аголни
agonies,агонии
agonist,агонист
agonists,агонисти
agonising,агонија
agonisingly,агонија
agonizing,агонија
agony,агонија
throes,агонија
agora,агора
agoraphobia,агорафобија
agostino,агостино
agra,агра
agrarian,аграрната
aggregate,агрегат
aggregates,агрегати
aggregations,агрегации
aggregation,агрегација
scrappy,агресивен
aggressive,агресивни
aggressively,агресивно
aggressiveness,агресивност
aggressions,агресии
aggression,агресија
aggressor,агресор
aggressors,агресори
agricola,агрикола
agrippa,агрипа
agrippina,агрипина
agribusiness,агробизнисот
agronomist,агроном
agronomists,агрономи
agronomy,агрономија
agrochemicals,агрохемикалии
agrochemical,агрохемиски
agustin,агустин
adda,ада
hadad,адад
adams,адамс
addams,адамс
adamson,адамсон
adaptations,адаптации
adaptation,адаптација
adapter,адаптер
adaptor,адаптер
adapters,адаптери
adaptors,адаптери
adaptable,адаптибилен
adaptability,адаптибилност
adaptive,адаптивни
adapted,адаптирана
adapting,адаптирање
adagio,адаџо
attorney,адвокат
barrister,адвокат
lawyer,адвокат
solicitor,адвокат
lawyers,адвокати
attorneys,адвокатите
barristers,адвокатски
adequately,адекватно
adequacy,адекватноста
adel,адел
adele,адел
adela,адела
adelaide,аделаида
adelante,аделанте
adelheid,аделхајд
adem,адем
aden,аден
adenine,аденин
adenoid,аденоид
adenoids,аденоиди
adenoma,аденом
adenomas,аденоми
addie,ади
adige,адидже
additive,адитиви
additives,адитиви
adiabatic,адијабатски
adler,адлер
administrative,административни
regierungsbezirk,административниот округ
administratively,административно
administrator,администратор
uri,администратор
administrators,администраторите
administrations,администрации
administration,администрација
administered,администрира
administers,администрира
administrate,администрира
administrated,администрирани
administer,администрирање
administering,администрирање
administrating,администрирање
admirals,адмирали
admiralty,адмиралитетот
adm,адмиралот
admiral,адмиралот
adolescent,адолесцент
adolescents,адолесценти
adolescence,адолесценцијата
adolf,адолф
adolph,адолф
adolphe,адолф
adolphus,адолф
adonis,адонис
hades,адот
adrenalin,адреналин
adrenaline,адреналин
address,адреса
mailing,адреса
addressees,адресати
addressee,адресатот
addresses,адреси
addressable,адресибилен
addressability,адресибилноста
adriana,адриана
adrianople,адрианопол
adrien,адриен
adrienne,адриен
adrian,адријан
hadrian,адријан
adsorption,адсорпција
astringent,адстрингентно
trump,адут
trumps,адути
adhesions,адхезии
adhesion,адхезија
aie,аеи
aemilius,аемилиус
aeration,аерација
aerated,аериран
aero,аеро
aerobics,аеробик
aerobe,аеробна
aerobic,аеробни
aerobes,аеробни бактерии
aerobically,аеробно
aerodynamics,аеродинамиката
aerodynamic,аеродинамичен
aerodynamically,аеродинамично
aerodromes,аеродроми
airfields,аеродроми
airports,аеродроми
aerodrome,аеродромот
airport,аеродромот
aeronautics,аеронаутика
aeronautic,аеронаутичка
aerosol,аеросол
aerosols,аеросоли
aerofoil,аерофолија
updated,ажурирани
update,ажурирање
updater,ажурирање
updating,ажурирање
promptness,ажурноста
hazael,азаил
azarias,азариј
azariah,азарија
asbestos,азбест
asbestosis,азбестоза
alphabet,азбука
alphabets,азбуки
azerbaijan,азербејџан
aziz,азиз
asylum,азил
seeker,азил
asylums,азиланти
azimuth,азимут
asiatic,азиска
asia,азија
asian,азија
asians,азијците
azores,азорските острови
nitrogen,азот
nitric,азотен
nitrous,азотен
nitrogenous,азотни
ai,аи
aida,аида
ain,аин
aino,аино
aires,аирес
ayrton,аиртон
ak,ак
acad,акад
academies,академии
academician,академик
academics,академици
academe,академиците
academicians,академиците
academie,академија
academy,академија
academia,академијата
academic,академска
academically,академски
academical,академските
acadian,акадиан
acanthus,акантус
capella,акапела
acapulco,акапулко
wattle,акација
akbar,акбар
aqua,аква
aqua­,аква
aqueducts,аквадукти
aqueduct,аквадуктот
aquamarine,аквамарин
watercolour,акварел
watercolours,акварели
aquarium,аквариум
aquaria,аквариуми
aquariums,аквариуми
aquileia,аквилеја
aquinas,аквински
aquila,акила
akim,аким
acclamation,акламација
voce,акламација
acclimatisation,аклиматизација
acne,акни
if,ако
chord,акорд
chords,акорди
acre,акр
accra,акра
accredits,акредитации
accreditation,акредитација
accredit,акредитира
accredited,акредитирани
accrediting,акредитирање
acres,акри
acrylics,акрил
acrylic,акрилик
acrobat,акробат
contortionist,акробат
acrobats,акробати
acrobatics,акробатика
acrobatic,акробатски
aerobatic,акробатски
stunts,акробации
acronym,акроним
acronyms,акроними
acropolis,акропол
acrostic,акростих
axel,аксел
axillary,аксиларни
axiom,аксиома
axiomatic,аксиоматски
axiomatically,аксиоматски
axioms,аксиоми
axial,аксијална
axially,аксијално
axon,аксон
axons,аксони
actor,актер
actors,актери
actress,актерката
actresses,актерки
acts,акти
enactments,акти
activator,активатор
activators,активатори
activations,активации
activated,активен
active,активен
activism,активизам
activates,активира
actuated,активира
actuates,активира
triggered,активира
tooting,активирани
activate,активирате
activating,активирање
activation,активирање
actuating,активирање
actuation,активирање
trigger,активирањето
activist,активист
activists,активисти
campaigners,активистите
actives,активни
actively,активно
activity,активност
actions,активности
activities,активности
actinides,актиниди
nudes,актови
nudeness,актовноста
actuary,актуар
actuaries,актуари
actuarial,актуарски
actuators,актуатори
actualisation,актуелизација
actualise,актуелизираат
actualised,актуелизиран
recasting,актуелизирање
incumbent,актуелниот
reigning,актуелниот
topicality,актуелно
actuality,актуелност
actualities,актуелности
aku,аку
accusative,акузатив
accusatory,акузаторна
accumulator,акумулатор
accumulators,акумулатори
accumulative,акумулаторска
accumulations,акумулации
accumulation,акумулација
accumulate,акумулира
accumulates,акумулира
accumulating,акумулира
accrues,акумулиран
accumulated,акумулираната
acupuncture,акупунктура
acupuncturists,акупунктура
acupuncturist,акупунктурист
acoustics,акустика
acoustic,акустичен
acoustical,акустично
acoustically,акустично
acute,акутна
acutely,акутно
obstetrician,акушер
obstetricians,акушери
midwife,акушерка
midwives,акушерки
obstetric,акушерски
midwifery,акушерство
obstetrics,акушерство
accelerometer,акцелеметарски
accelerators,акцелератори
accelerometers,акцелерометри
accent,акцент
emphasis,акцент
accents,акценти
accented,акцентиран
accentuated,акцентирани
accenting,акцентирањето
accentuating,акцентирањето
accentuation,акцентот
acceptances,акцепти
acceptor,акцептор
excise,акцизни
shares,акции
shareholder,акционер
shareholdings,акционери
shareholders,акционерите
stockholders,акционерите
stockholder,акционерот
stockholding,акционерски
shareholding,акционерство
acton,акциониот
action,акција
holistically,акција
farrago,акција во
reclaim,акција за повлекување
al,ал
ala,ала
alabama,алабама
alabaster,алабастер
aladdin,аладин
alaeddin,алаеддин
alameda,аламеда
alamo,аламо
alanine,аланин
alans,аланите
alarm,аларм
beeper,аларма
alarming,алармантна
alarmism,алармантни
alarmingly,алармантно
alarmist,алармантно
alarms,аларми
alert,алармирање
tool,алатка
utility,алатка
tools,алатки
workbench,алатки
carriageways,алатници
allahabad,алахабад
alb,алб
albuquerque,албакерки
alban,албан
albany,албани
albania,албанија
albano,албано
albans,албанс
albanian,албански
albanians,албанците
albatros,албатрос
albatrosses,албатросите
albatross,албатросот
albert,алберт
albertus,алберт
alberta,алберта
alberti,алберти
alberto,алберто
alberts,албертс
albinism,албинизам
albino,албино
ferret,албино
albinus,албинус
albion,албион
albrecht,албрехт
album,албум
albums,албуми
albumin,албумин
alva,алва
alvar,алвар
alvarado,алварадо
alvarez,алварез
alvaro,алваро
alveolar,алвеоларна
alveoli,алвеолите
alvin,алвин
alga,алга
algebraic,алгебарски
algebraically,алгебарски
algebra,алгебра
algebras,алгебри
allgemeine,алгемајне
algae,алги
algal,алги
seaweed,алги
seaweeds,алги
algorithm,алгоритам
algorithmic,алгоритамски
algorithmically,алгоритамски
algorithms,алгоритми
alda,алда
alder,алдер
aldershot,алдершот
aldehyde,алдехид
aldehydes,алдехиди
halberd,алебарда
allegories,алегории
allegorical,алегориски
allegorically,алегорично
allegory,алегорија
alegre,алегре
allegri,алегри
allegro,алегро
alec,алек
aleck,алек
alex,алекс
alexander,александар
alexandra,александра
alexandre,александре
alexandrina,александрина
alexandrian,александриската
alessandria,александрија
alexandria,александрија
alexandrians,александријците
alexandrovna,александровна
alexei,алексеј
alexey,алексеј
alexis,алексис
alexius,алексиј
allele,алел
alleles,алели
allelic,алелни
hallelujah,алелуја
allemande,алеманда
alain,ален
allen,ален
aleppo,алепо
aller,алер
allergen,алерген
allergens,алергени
sensitisers,алергени
allergies,алергии
allergic,алергиски
allergy,алергија
alessandro,алесандро
alexanders,алескандровци
ales,алеш
alger,алжир
algeria,алжир
algiers,алжир
algerian,алжирски
alsace,алзас
alsatian,алзашки
ali,али
alibi,алиби
alibis,алиби
alligator,алигатор
alligators,алигатори
alida,алида
aliquots,аликвоти
alimony,алиментација
indents,алинеи
indent,алинеја
alis,алис
alison,алисон
allison,алисон
alister,алистер
alliterative,алитерационен
alliteration,алитерација
aliphatic,алифатични
alicia,алиша
alliance,алијансата
alias,алијас
alkalis,алкалии
alkaline,алкална
alkali,алкално
alkalinity,алкалност
alkaloid,алкалоид
alkaloids,алкалоиди
alkanes,алкани
alcatraz,алкатраз
anklets,алки
alcibiades,алкибијад
alkyl,алкил
hawsers,алките
alcohol,алкохол
booze,алкохол
lacing,алкохол
liquor,алкохол
liquors,алкохол
alcohols,алкохоли
alcoholism,алкохолизам
alcoholics,алкохоличари
drinkers,алкохоличари
alcoholic,алкохолни
spirituous,алкохолни
alcuin,алкуин
allah,аллах
alma,алма
almagro,алмагро
almanacs,алманаси
almanac,алманах
almas,алмас
almeria,алмерија
allo,ало
aloe,алое
allocations,алокации
alonzo,алонзо
alonso,алонсо
allotropic,алотропни
allophones,алофони
aloes,алој
alois,алојз
alpaca,алпака
alpes,алпи
rockery,алпинеум
climber,алпинист
alps,алпите
alpine,алпски
alcide,алсид
ulster,алстер
alston,алстон
alto,алт
alta,алта
althea,алтеа
alternative,алтернатива
alternatives,алтернативи
rearview,алтернативната локација за назад
alternatively,алтернативно
alternator,алтернатор
alternators,алтернатори
alternations,алтернации
alternation,алтернација
altimeter,алтиметар
altona,алтона
altra,алтра
altruism,алтруизам
altruist,алтруист
altruistic,алтруистички
alluvial,алувијални
alludes,алудира
allude,алудираат
alluded,алудираше
alluding,алудирајќи
allusive,алузивна
allusions,алузии
allusion,алузијата
alumina,алумина
aluminium,алуминиумски
aluminum,алуминиумски
alumni,алумни
alf,алф
alpha,алфа
alphabetical,алфабетски
alphabetic,алфабетското
alphanumeric,алфанумерички
alphas,алфи
alphonse,алфонс
affonso,алфонсо
alfonso,алфонсо
alphonso,алфонсо
alhambra,алхамбра
alchemical,алхемиски
alchemist,алхемичар
alchemists,алхемичарите
alchemy,алхемија
gloating,алчен
greedy,алчен
lusted,алчен
rapacious,алчен
acquisitive,алчни
covetousness,алчноста
greed,алчноста
greediness,алчноста
alaskan,алјаска
ama,ама
amado,амадо
amazon,амазон
amazons,амазонки
amazonian,амазонски
amalgam,амалгам
amalgams,амалгамите
amalie,амали
amalek,амалик
amalekites,амаликците
amalia,амалија
hammam,амам
amman,аман
haman,аман
amanda,аманда
amendment,амандман
patching,амандман
emendation,амандман на текст
amending,амандмани
amendments,амандмани
amasa,амаса
amasia,амасиски
amaziah,амасија
amateurs,аматери
amateurism,аматеризам
amateur,аматерски
amateurish,аматерски
amulets,амајлии
amulet,амајлија
granary,амбар
embassy,амбасада
embassies,амбасади
affaires,амбасадор
ambassador,амбасадор
ambassadors,амбасадорите
ambassadorial,амбасадорско
ambivalent,амбивалентен
ambivalence,амбивалентност
ambiance,амбиент
ambience,амбиент
ambient,амбиентниот
ambitions,амбиции
ambitious,амбициозен
ambitiously,амбициозно
ambition,амбиција
emblem,амблем
emblematic,амблематски
emblems,амблеми
ambergris,амбра
ambrosia,амброзија
ambrosio,амбросио
haste,амбуланта
infirmary,амбулантата
ambulances,амбуланти
infirmaries,амбуланти
ambulant,амбулантски
ambulatory,амбулантски
outpatient,амбулантско
ambrose,амвросиј
amoeba,амеба
amoebae,амеби
amoebic,амебични
ameliorated,амелиоратирана
amelie,амелија
amenorrhoea,аменореја
amerigo,америго
america,америка
americas,америка
amerika,америка
calico,американ
americana,американа
american,американец
yank,американец
americanism,американизам
prospector,американски
americans,американците
amethyst,аметист
amide,амид
amiel,амиел
amiens,амиен
amine,амин
amen,амин!
amines,амини
amino,амино
aminta,аминта
amyntas,аминта
amis,амис
ammianus,амијан
amnesia,амнезија
amnesties,амнестии
amnesiac,амнестичар
amnesic,амнестички
amnesty,амнестија
amniotic,амнионската
amok,амок
ammon,амон
amon,амон
ammonium,амониум
ammonia,амонијак
ammonites,амонците
amoral,аморална
amorality,аморалност
amorites,аморејците
amortisation,амортизација
depreciation,амортизација
damping,амортизацијата
absorbers,амортизери
buffers,амортизери
dampers,амортизери
damper,амортизерите
amortise,амортизира
depreciated,амортизираат
amortised,амортизирана
cushioning,амортизирање
amorphous,аморфна
amos,амос
amoy,амој
ampere,ампер
amperes,ампери
ammeter,амперметар
ammeters,амперметри
amplitude,амплитудата
amplitudes,амплитуди
ampule,ампула
vater,ампула
ampoules,ампули
ampules,ампули
vials,ампули
amputations,ампутации
amputation,ампутација
amputate,ампутираат
amputated,ампутирана
amputee,ампутирани
amram,амрам
amsterdam,амстердам
amt,амт
amphetamine,амфетамин
amphetamines,амфетамини
amphibious,амфибиски
amphitheater,амфитеатар
amphitheatre,амфитеатар
amphitheatres,амфитеатри
amphora,амфора
amherst,амхерст
anna,ана
annas,ана
anabaptists,анабаптисти
annabel,анабел
anabolic,анаболен
anagram,анаграм
anagrams,анаграми
anatolia,анадолија
anaerobic,анаеробни
anaerobically,анаеробно
anaconda,анаконда
anacondas,анаконди
analgesia,аналгезија
analgesic,аналгетик
analgesics,аналгетици
analysis,анализа
assay,анализа
analyser,анализатор
analysers,анализатори
analyses,анализи
assays,анализи
analyse,анализира
analyze,анализира
assayed,анализираат
parse,анализирам
analysed,анализирани
analyzed,анализирани
analysable,анализирање
analysing,анализирање
analyzing,анализирање
annals,аналите
analyst,аналитичар
analysts,аналитичарите
analytic,аналитичка
analytical,аналитички
analytically,аналитички
anal,анални
anally,анално
analogies,аналогии
analogy,аналогија
analogical,аналогна
analogous,аналогно
analogously,аналогно
analogue,аналогно
analogues,аналози
anamorphic,анаморфни
annan,анан
ananas,ананас
pineapple,ананас
pineapples,ананас
ananda,ананда
ananias,ананија
annapolis,анаполис
anarchism,анархизмот
anarchists,анархисти
anarchist,анархистички
anarchistic,анархистички
anarchic,анархична
anarchical,анархични
anarchy,анархија
anise,анасон
aniseed,анасон
fennel,анасон
anastasius,анастасиј
anastasia,анастасија
anat,анат
anathema,анатема
anathemas,анатеми
anatole,анатол
anatomist,анатом
anatomists,анатомите
anatomy,анатомија
anatomic,анатомски
anatomical,анатомски
anatomically,анатомски
recluses,анахорети
anachronistic,анахрони
anachronism,анахронизам
anachronisms,анахронизми
anvers,анверс
ang,анг
bespeak,ангажирам
engaged,ангажирани
engaging,ангажирање
engagement,ангажман
engagements,ангажмани
angel,ангел
angelus,ангел господов
angela,ангела
angele,ангеле
angelica,ангелика
angels,ангелите
angelos,ангелос
angelic,ангелски
angina,ангина
anginal,ангинозна
angioplasty,ангиопластика
anglican,англиканската
english,англиски
englishman,англичанецот
britishers,англичани
englishmen,англичаните
englishwoman,англичанката
anglia,англија
england,англија
inglaterra,англија
angola,ангола
angolan,ангола
angolans,ангола
angora,ангорска
angstroms,ангстроми
angouleme,ангулем
angus,ангус
andalusia,андалузија
andalusian,андалузија
andaman,андамани
andan,андан
underwood,андервуд
anders,андерс
andersen,андерсен
underhill,андерхил
andes,андите
andorra,андора
andras,андраш
andree,андре
andreas,андреас
andres,андрес
andrey,андреј
androgynous,андрогиноста
android,андроид
androids,андроиди
andromache,андромаха
andromeda,андромеда
andronicus,андроник
andros,андрос
ane,ане
aneurysm,аневризма
aneurysms,аневризми
anecdote,анегдота
anecdotes,анегдоти
anecdotal,анегдотски
annex,анекс
annexe,анекс
annexes,анекси
annexations,анексии
annexation,анексија
anaemic,анемични
anemic,анемични
anaemia,анемија
anemia,анемија
anemone,анемона
anergy,анергија
annes,анес
anaesthetist,анестезиолог
anaesthetists,анестезиолози
anaesthesia,анестезија
anaesthetised,анестезија
anaesthetic,анестетик
anaesthetics,анестетици
annette,анет
angers,анже
angelique,анжелик
anjou,анжу
ani,ани
anisotropic,анизотропски
anil,анил
aniline,анилин
anima,анима
animator,аниматор
animators,аниматори
animations,анимации
animation,анимација
anime,аниме
manioc,анимизам
animism,анимизмот
animate,анимира
animates,анимира
animated,анимиран
animating,анимирајќи
anim,анимирање
animist,анимистички
animistic,анимистичките
animo,анимо
animosity,анимозитет
animosities,анимозитети
animus,анимус
anita,анита
ankara,анкара
poll,анкета
survey,анкета
pollster,анкетар
interviewers,анкетари
pollsters,анкетари
polled,анкетирани
surveyed,анкетираните
canvassing,анкетирање
polls,анкетите
ancona,анкона
anxiety,анксиозност
ano,ано
inns,анови
anodes,аноди
anodised,анодизиран
anode,анодна
anomalies,аномалии
anomaly,аномалија
anomalous,аномални
anonymous,анонимен
anonymously,анонимно
anonymity,анонимност
anoraks,анораци
anorexic,анорексични
anorexia,анорексија
henry,анри
ensembles,ансамбли
troupes,ансамбли
ensemble,ансамблот
anselm,анселм
anselmo,анселмо
antagonism,антагонизам
antagonise,антагонизира
antagonised,антагонизирани
antagonising,антагонизирање
antagonisms,антагонизми
antagonises,антагонист
antagonist,антагонист
antagonists,антагонисти
antagonistic,антагонистички
entente,антанта
antarctic,антарктикот
antarctica,антарктикот
antacid,антацид
antacids,антациди
antwerp,антверпен
ante,анте
antenna,антена
dish,антена
antenatal,антенатална
aerials,антени
antennae,антени
antennas,антени
anti,анти
antibiotic,антибиотик
antibiotics,антибиотици
antiviral,антивирусно
antigua,антигва
antigen,антиген
antigens,антигени
antigenic,антигенски
antigonus,антигон
antigone,антигона
antidepressant,антидепресив
antidepressants,антидепресиви
antiquity,антиката
antiquarian,антиквар
antiquarians,антикварите
antiquary,антикварна
antiques,антиквитети
antiquities,антиквитети
anticoagulants,антикоагуланси
antilles,антили
antelope,антилопа
antilope,антилопа
antelopes,антилопи
antimatter,антиматерија
antimony,антимон
antitrust,антимонополски
antioxidants,антиоксиданси
oxidant,антиоксидант
antiochus,антиох
antioch,антиохија
antipas,антипа
antipater,антипатар
antipathies,антипатии
antipathetic,антипатичен
antipathy,антипатија
antipodes,антиподи
antiseptic,антисептик
antiseptics,антисептици
unsocial,антисоциален
antistatic,антистатик
antithesis,антитеза
antithetical,антитеза
antibodies,антитела
antibody,антитела
antithetically,антитетички
antithetic,антитетични
antifreeze,антифриз
heterosexist,антихетеросексистички
antihistamines,антихистаминици
antichrist,антихристот
anticyclone,антициклон
anticipatory,антиципативен
anticipative,антиципативна
anticipations,антиципации
antiparticles,античестички
antique,антички
ancient,античките
antic,антиќ
antoinette,антоанета
anthologise,антологизира
anthologies,антологии
anthology,антологија
anton,антон
antonelli,антонели
antonym,антоним
antonyms,антоними
antoninus,антонин
antonios,антониос
antonius,антониус
antony,антониј
antonia,антонија
anthrax,антракс
carbuncles,антракс
antral,антрален
anthracite,антрацит
anthropogenic,антропогените
anthropogenically,антропогенски
anthropoid,антропоидните
anthropologist,антрополог
anthropology,антропологија
anthropologists,антрополози
anthropological,антрополошки
anthropometric,антропометриски
anthropomorphism,антропоморфизам
anthropomorphic,антропоморфни
anthropocentric,антропоцентрична
antrum,антрумот
anu,ану
anubis,анубис
annuity,ануитет
annuities,ануитети
annihilates,анулира
annulus,анулус
anus,анусот
anhalt,анхалт
anc,анц
anche,анче
anchovy,аншоа
spotting,анѓелковиќ
anion,анјон
anions,анјони
anionic,анјонски
angeles,анџелес
angelico,анџелико
angelina,анџелина
ao,ао
da,ао
ard,аор
aorta,аорта
aortic,аортна
ap,ап
apt,ап
appalachian,апалачките
appanage,апанажа
apparatus,апарат
extinguisher,апарат за гаснење
apparatuses,апарати
appliances,апарати
extinguishers,апарати
household,апарати за домаќинство
appliance,апаратот
gadgetry,апаратурата
rigs,апаратури
apparatchik,апаратчик
apparatchiks,апаратчици
suite,апартман
apartments,апартмани
appartements,апартмани
suites,апартмани
languid,апатичен
listless,апатичен
apathetic,апатични
apathy,апатија
ennui,апатија
listlessness,апатијата
appel,апел
appellate,апелационите
conjure,апелирам
appealed,апелираше
appendicitis,апендицитис
apennines,апенините
apennine,апенинскиот
aperitif,аперитив
aperitifs,аперитиви
appetites,апетити
appetising,апетитот
appetite,апетитот
appetizing,апетитот
apia,апиа
apis,апис
appius,апиј
appian,апијан
applaud,аплаудира
applauded,аплаудираа
applauding,аплаудираа
applause,аплауз
applauds,аплаузи
applauses,аплаузи
applet,аплетот
