English,Other
accommodators,accommodateurs
accompanied,accompagné
accompanier,accompagnateur
accompaniers,accompagnateurs
accompanies,accompagne
accompaniment,accompagnement
accompaniments,accompagnements
accompanist,accompagnateur
accompanists,accompagnateurs
accompany,accompagner
accompanying,accompagnement
accomplice,complice
accomplices,complices
accomplish,accomplir
accomplishable,réalisable
accomplished,accompli
accomplisher,réalisateur
accomplishers,réalisateurs
accomplishes,accomplit
accomplishing,accomplir
accomplishment,accomplissement
accomplishments,réalisations
accordable,convenable
accordance,conformité
accordantly,en accordant
accorded,accordé
accorders,accorder
according,selon
accordingly,en consequence
accordion,accordéon
accordionist,accordéoniste
accordionists,accordéonistes
accordions,accordéon
accords,accord
accost,accoster
accosted,accosté
accosting,accostage
accosts,accoste
accouchements,accouchement
account,compte
accountability,responsabilité
accountable,responsable
accountableness,responsabilité
accountably,responsable
accountancies,comptabilités
accountancy,comptabilité
accountant,comptable
accountants,comptables
accountantship,comptable
accounted,comptabilisé
accounting,comptabilité
accountings,comptabilités
accounts,comptes
accoutered,accoutumé
accoutering,accoutrement
accouterments,accoutrements
accouters,accouteurs
accredit,accréditer
accreditation,accréditation
accreditations,accréditations
accredited,accrédité
accrediting,accréditation
accredits,accrédite
accrete,accréter
accreted,accrétée
accretes,accrete
accreting,accrétion
accretion,accumulation
accretionary,accrétionnaire
accretions,accrétions
accretive,accélérateur
accruable,cumulable
accrual,accumulation
accruals,charges à payer
accrue,accumuler
accrued,accumulé
accrues,acquiert
accruing,accumulant
acculturate,acculturer
acculturated,acculturé
acculturates,accultures
acculturating,acculturation
acculturative,accultureur
accumulate,accumuler
accumulated,accumulé
accumulates,saccumule
accumulating,accumuler
accumulations,accumulation
accumulative,cumulatif
accumulatively,accumulativement
accumulativeness,accumulation
accumulator,accumulateur
accumulators,accumulateurs
accuracies,précisions
accuracy,exactitude
accurate,précis
accurately,avec précision
accurateness,exactitude
accurse,accuser
accursed,maudit
accursedly,maudit
accursedness,maudit
accursing,maudire
accusations,accusation
accusative,accusatif
accusatively,accusateur
accusatives,accusatifs
accusatorial,accusateur
accusatory,accusatoire
accuse,accuser
accused,accusé
accuser,accusateur
accusers,accusateurs
accuses,accuse
accusing,accusateur
accusingly,accusateur
accustom,habituer
accustomed,habitué
accustomedness,habitude
accustoming,habitués
accustoms,accuser
ace,as
aced,ace
acedia,acédie
acellular,acellulaire
acentric,acentrique
acephalous,acéphale
acerbate,exacerber
acerbated,acerbé
acerbates,acérbates
acerbating,acerbe
acerbic,acerbe
acerbically,acerbiquement
acerbities,acerbités
acerbity,aigreur
acerola,acérola
aces,as
acetabula,cotyles
acetabular,acétabulaire
acetabulum,acétabulum
acetaldehyde,acétaldéhyde
acetaldehydes,acétaldéhydes
acetaminophen,acétaminophène
acetaminophens,acétaminophène
acetanilide,acétanilide
acetate,acétate
acetated,acéré
acetates,acétates
acetazolamide,acétazolamide
acetic,acétique
acetified,acétifié
acetifier,actifier
acetifies,acquiert
acetify,acétifier
acetifying,acétifiant
acetoacetate,acétoacétate
acetoacetic,acétoacétique
acetoin,acéton
acetone,acétone
acetones,acétones
acetonitrile,acétonitrile
acetous,acétique
acetum,acétum
acetyl,acétyle
acetylate,acétylate
acetylated,acétylé
acetylates,acétyle
acetylating,acétylant
acetylation,acétylation
acetylcholine,acétylcholine
acetylcholinesterase,acétylcholinestérase
acetylene,acétylène
acetylenes,acétylènes
acetylic,acétylique
acetyls,acétyles
acetylsalicylate,acétylsalicylate
acetylsalicylic,acétylsalicylique
ach,haque
achalasia,achalasie
ache,mal
ached,douloureux
achene,achène
achenes,aquènes
aches,douleurs
achiest,plus difficile
achievability,réalisabilité
achievable,réalisable
achieve,atteindre
achieved,réalisé
achievement,exploit
achievements,réalisations
achiever,réalisateur
achievers,réalisateurs
achieves,réalise
achieving,réalisation
achillodynia,achillodynie
achiness,achoussement
aching,douloureux
achingly,douloureusement
achlorophyllous,achlorophylle
achondroplasia,achondroplasie
achromatic,achromatique
achromatically,achromatiquement
achromatize,achromatiser
achromatized,achromatisé
achromatizing,achromatiser
acicula,acicule
aciculae,acicules
acicular,aciculaire
acicularity,acicularité
aciculate,aciculé
aciculums,acicules
acid,acide
acidheads,tête de lacide
acidic,acide
acidified,acidifié
acidifier,acidifiant
acidifiers,acidifiants
acidifies,acidifie
acidify,acidifier
acidifying,acidifiant
acidimetric,acidimétrique
acidimetrically,acidimétriquement
acidities,acidités
acidity,acidité
acidize,acidifier
acidized,acidifié
acidizing,acidification
acidly,acidulièrement
acidometer,acidomètre
acidophil,acidophile
acidophilic,acidophile
acidosis,acidose
acidotic,acidose
acids,acides
acidulate,aciduler
acidulated,acidulé
acidulates,acidulés
acidulating,acidulant
acidulation,acidification
acidulous,acidulé
acidulously,acidulièrement
aciduria,acidurie
acidy,acidifiant
acierated,aciérisé
acieration,aciération
aciform,aciforme
acinar,acinaire
acknowledge,reconnaître
acknowledgeable,reconnaissable
acknowledged,reconnu
acknowledgement,reconnaissance
acknowledgements,remerciements
acknowledger,reconnaissant
acknowledges,reconnaît
acknowledging,reconnaître
acknowledgment,reconnaissance
acknowledgments,remerciements
acme,acmé
acmes,acmé
acne,acné
acned,acné
acneiform,acnéiforme
acnes,acné
acoelomate,acoélomate
acolytes,acolyte
aconite,aconit
aconites,aconit
acorn,gland
acorns,glands
acousmatic,acousmatique
acoustic,acoustique
acoustical,acoustique
acoustically,acoustiquement
acoustician,acousticien
acousticians,acousticiens
acoustics,acoustique
acoustoelectric,acoustoélectrique
acquaint,informer
acquaintance,connaissance
acquaintances,connaissances
acquaintanceship,connaissance
acquaintanceships,connaissances
acquainted,informé
acquainting,la connaissance
acquaints,connaît
acquiesce,acquiescer
acquiesced,acquiescé
acquiescence,consentement
acquiescent,consentant
acquiescently,acquiescement
acquiesces,acquiesce
acquiescing,acquiescement
acquiescingly,acquiescement
acquirable,acquis
acquire,acquérir
acquired,acquis
acquirement,acquisition
acquirements,acquisitions
acquirer,acquéreur
acquirers,acquéreurs
acquires,acquiert
acquiring,acquisition
acquisitions,acquisition
acquisitive,avide
acquisitively,acquisitivement
acquisitiveness,acquisité
acquit,acquitter
acquits,acquitte
acquittal,acquittement
acquittals,acquittements
acquitted,acquitté
acquitter,acquéreur
acquitting,acquittement
acreage,superficie
acreages,surfaces
acres,acre
acrid,âcre
acridest,plus âgé
acridities,acridités
acridity,acridie
acridly,avec acrimonie
acridness,acrimonie
acridophagus,acridophage
acrimonies,acrimonie
acrimonious,acrimonieux
acrimoniously,acrimonieusement
acrimoniousness,acrimonie
acrimony,acrimonie
acritical,acritique
acrobat,acrobate
acrobatic,acrobatique
acrobatically,acrobatiquement
acrobatics,acrobaties
acrobats,acrobates
acrocentric,acrocétrique
acrocephaly,acrocéphalie
acrogenic,acrogé
acrogenous,acrogé
acrogenously,acrogéniquement
acrogens,acrogènes
acrolith,acrolithe
acrolithic,acrolithique
acroliths,acrolithes
acromegaly,acromégalie
acromia,acromions
acromioclavicular,acromioclaviculaire
acronychal,acronyque
acronym,acronyme
acronymic,acronyme
acronymically,de façon acronyme
acronyms,acronymes
acropetally,acropétalement
acrophobia,acrophobie
acropolis,acropole
acropolises,les acropole
across,à travers
acrostic,acrostiche
acrostically,acrostiquement
acrosticism,acrosticisme
acrostics,acrostiche
acryl,acrylique
acrylic,acrylique
acrylics,acryliques
act,acte
actability,actabilité
acted,agi
actin,actine
acting,agissant
actiniae,actinie
actinic,actinique
actinically,actiniquement
actinide,actinides
actinogram,actinogramme
actinography,actinographie
actinometrical,actinométrique
actinomorphic,actinomorphe
actinophonic,actinophonique
actinozoan,actinozoaire
actins,actines
actionable,actionnable
actionably,actionnablement
actioned,actionnée
actioner,actionnaire
actionist,actionniste
actionize,agir
actionized,actionné
actionizing,actionnement
actions,actes
actious,acclame
activate,activer
activated,activé
activates,active
activating,activation
activator,activateur
activators,activateurs
active,actif
actively,activement
activeness,activité
actives,actifs
activism,activisme
activisms,activismes
activist,activiste
activists,activistes
activities,activités
activity,activité
actor,acteur
actors,acteurs
actress,actrice
actresses,actrices
acts,actes
actual,réel
actualities,actualités
actuality,actualité
actualization,actualisation
actualizations,actualisations
actualize,actualiser
actualized,actualisé
actualizes,actualise
actualizing,actualisation
actually,réellement
actuals,effectifs
actuarial,actuariel
actuarially,actuariellement
actuaries,actuaires
actuary,actuaire
actuate,actionner
actuated,actionné
actuates,actionne
actuating,actionnement
actuation,actionnement
actuations,actionnements
actuator,actionneur
actuators,actionneurs
acuities,acuité
acuity,acuité
aculeate,aculéates
acumen,perspicacité
acumens,perspicacité
acuminate,acuminé
acuminated,acuminé
acuminating,acuminant
acuminous,acuminé
acuminulate,acuminé
acupressure,acupression
acupunctuation,acupuncture
acupunctural,acupuncturale
acupunctured,acupuncture
acupunctures,acuponctures
acupuncturing,acupuncture
acupuncturist,acupuncteur
acupuncturists,acupuncteurs
acutance,acuité
acute,aigu
acutely,aiguëment
acuteness,acuité
acuter,acteur
acutest,un plus
acyanopsia,acyanopsie
acyclic,acyclique
acyl,acyle
acyls,acyles
ad,un d
adages,adage
adagios,adagio
adamancy,adamance
adamant,catégorique
adamantly,catégoriquement
adamants,adamantin
adapt,adapter
adaptabilities,adaptabilités
adaptability,adaptabilité
adaptableness,adaptabilité
adaptably,adaptable
adaptations,adaptation
adapted,adapté
adapter,adaptateur
adapters,adaptateurs
adapting,adaptation
adaption,adaptation
adaptions,adaptations
adaptive,adaptatif
adaptively,adaptative
adaptiveness,adaptativité
adaptor,adaptateur
adaptors,adaptateurs
adapts,adapte
add,ajouter
addable,cumulable
addaxes,addax
addebted,endetté
added,ajoutée
addend,cumulateur
addends,annexes
addendum,addenda
addendums,annexes
adder,additionneur
adders,additionneurs
addict,toxicomane
addicted,intoxiqué
addictedness,dépendance
addicting,addictif
addiction,dépendance
addictions,dépendances
addictive,addictif
addictively,addictivement
addictiveness,dépendance
addicts,toxicomanes
adding,ajouter
addition,une addition
additional,supplémentaire
additionality,ladditionnalité
additionally,en plus
additions,ajouts
additive,additif
additively,additif
additives,additifs
additivity,additivité
addle,pourri
addlebrained,compliqué
addled,pourri
addlepated,ajouté
addles,ajoute
addling,étincelant
address,adresse
addressability,adressabilité
addressable,adressable
addressed,adressé
addressee,destinataire
addressees,destinataires
addresser,adresseur
addressers,expéditeurs
addresses,adresses
addressing,adressage
addressor,adresseur
adds,ajoute
adduce,apporter
adduced,produit
adducer,adducteur
adducers,adducteurs
adduces,apporter
adducible,adductible
adducing,adduction
adduct,adduit
adducted,adduction
adducting,adduction
adductive,adductif
adductor,adducteur
adductors,adducteurs
adducts,adduits
adenine,adénine
adenines,adénines
adenitis,adénite
adenitises,adénites
adenocarcinoma,adénocarcinome
adenocarcinomas,adénocarcinomes
adenocele,adénocèle
adenohypophysis,adénohypophyse
adenoid,adénoïde
adenoidal,adénoïdal
adenoidectomies,adénoïdectomies
adenoidectomy,adénoïdectomie
adenoiditis,adénoïdite
adenoids,végétations adénoïdes
adenoma,adénome
adenomas,adénomes
adenomatous,adénomateux
adenopathy,adénopathie
adenosclerosis,adénosclérose
adenosine,adénosine
adenosines,adénosines
adenoviral,adénoviral
adenovirus,adénovirus
adenoviruses,adénovirus
adept,expert
adeptly,habilement
adepts,adeptes
adequacies,adéquation
adequacy,adéquation
adequate,adéquat
adequately,adéquatement
adequateness,adéquation
adequative,adéquat
adhere,adhérer
adhered,adhéré
adherence,adhérence
adherences,adhérences
adherent,adhérent
adherently,adhérente
adherents,adhérents
adherer,adhérent
adherers,adhérents
adheres,adhère
adhering,adhérent
adhesion,adhésion
adhesions,adhérences
adhesive,adhésif
adhesively,adhésif
adhesiveness,adhésivité
adhesives,adhésifs
adhocracy,adhocratie
adiabatic,adiabatique
adiabatically,adiabatiquement
adiaphora,adiaphore
adiaphoron,adiaphore
adiaphorous,adiaphore
adieus,adieu
adieux,adieu
adipocerous,adipeux
adipocyte,adipocytes
adipogenous,adipogène
adipoma,adipome
adipose,adipeux
adiposeness,adiposité
adiposities,adiposités
adiposity,adiposité
adjacencies,adjacences
adjacency,proximité
adjacently,adjacent
adjectivally,adjectif
adjective,adjectif
adjectively,adjectivement
adjectives,adjectifs
adjoin,adjoindre
adjoined,attenant
adjoining,attenant
adjoins,relie
adjourn,ajourner
adjourned,ajourné
adjourning,ajournement
adjournment,ajournement
adjournments,ajournements
adjourns,ajournements
adjudge,prononcer
adjudged,jugé
adjudges,adjudique
adjudging,adjudication
adjudicate,juger
adjudicated,jugé
adjudicates,adjudique
adjudicating,juger
adjudication,arbitrage
adjudications,arbitrage
adjudicative,adjudicatif
adjudicator,adjudicateur
adjudicators,adjudicateurs
adjudicatory,adjudicateur
adjunct,auxiliaire
adjunction,adjonction
adjunctions,adjonctions
adjunctive,adjoint
adjunctively,adjuntivement
adjuncts,adjoints
adjurations,adjuration
adjuratory,adjugé
adjure,adjurer
adjured,adjuré
adjurers,adjureurs
adjures,adjurer
adjuring,adjuration
adjuror,adjureur
adjurors,adjoints
adjust,régler
adjustability,ajustement
adjustable,réglable
adjustably,réglable
adjusted,ajusté
adjuster,ajusteur
adjusters,ajusteurs
adjusting,ajustement
adjustment,le réglage
adjustments,ajustements
adjustor,ajusteur
adjustors,ajusteurs
adjusts,ajuste
adjutancy,adjutance
adjutant,adjudant
adjutants,adjoints
admeasure,mesure
admeasured,mesuré
admeasurement,mesure
admeasuring,admettant
admen,publicistes
admin,administrateur
adminiculary,administratif
administer,administrer
administered,administré
administering,administrer
administers,administre
administrant,administrateur
administrate,administrer
administrated,administré
administrates,administre
administrating,administrer
administrational,administrationnel
administrations,administration
administrative,administratif
administratively,administrativement
administrator,administrateur
administrators,administrateurs
administratress,administratrice
admirableness,admiration
admirably,admirablement
admiral,amiral
admirals,amiraux
admiralship,amirauté
admiralties,amiraux
admiralty,amirauté
admirations,admiration
admire,admirer
admired,admiré
admirer,admirateur
admirers,admirateurs
admires,admire
admiring,admirer
admiringly,admirateur
admissibility,admissibilité
admissibleness,admissibilité
admissibly,admissiblement
admissions,admission
admissive,admissible
admit,admettre
admits,admet
admittance,admission
admittances,entrées
admitted,admis
admittedly,certes
admitter,admetteur
admitters,admitteurs
admittible,admis
admitting,admettant
admix,mélanger
admixed,mélangé
admixes,mélanger
admixing,mélange
admixture,mélange
admixtures,adjuvants
admonish,avertir
admonished,avertissé
admonisher,avertisseur
admonishes,avertissements
admonishing,avertissement
admonishingly,avertissant
admonishment,avertissement
admonishments,avertissements
admonitions,avertissements
admonitory,moralisateur
adnascence,adnaissance
adnate,adnées
adnexa,annexe
adnexal,annexe
adnominal,adnominale
ado,beaucoup de difficultés
adobes,adobe
adolescently,adolescemment
adopt,adopter
adoptability,adoptabilité
adoptative,adoptif
adopted,adopté
adoptee,adopté
adoptees,adoptés
adopter,adopteur
adopters,adopteurs
adopting,adopter
adoptions,adoption
adoptive,adoptif
adoptively,adoptivement
adopts,adopte
adorability,adorabilité
adorableness,adorabilité
adorably,adorablement
adore,adorer
adored,adoré
adorer,adorateur
adorers,adorateurs
adores,adore
adoring,adorer
adoringly,adorablement
adorn,orner
adorned,orné
adorner,ornement
adorners,ornements
adorning,ornant
adorningly,délicieusement
adornment,ornement
adornments,ornements
adorns,orne
adrenal,surrénal
adrenalectomies,adrénalectomies
adrenalectomy,adrénalectomie
adrenalin,adrénaline
adrenaline,adrénaline
adrenalize,adrénaliser
adrenally,adrénéralement
adrenals,glandes surrénales
adrenergic,adrénergique
adrenocortical,adréno-corticale
adrenocorticotropic,adrénocorticotrope
adrenolytic,adrénolytique
adrift,à la dérive
adroitly,adroitement
adroitness,habileté
ads,les publicités
adsorb,adsorber
adsorbate,adsorbat
adsorbates,adsorbats
adsorbed,adsorbé
adsorbent,adsorbant
adsorbents,adsorbants
adsorbing,adsorption
adsorbs,adsorbe
adsorptive,adsorbant
adularia,adulaire
adulate,aduler
adulated,adulé
adulates,adulés
adulating,adulant
adulator,adulateur
adulators,adulateurs
adulatory,adulatoire
adult,adulte
adulterant,adultérant
adulterants,adultérants
adulterate,falsifier
adulterated,falsifié
adulterates,falsifier
adulterating,adultération
adulteration,falsification
adulterations,falsifications
adulterator,adultère
adulterators,adultérants
adulterer,adultère
adulterers,adultères
adulteress,femme adultère
adulteresses,adultères
adulteries,adultères
adulterine,adultérin
adulterous,adultère
adulterously,adultère
adulterousness,adultère
adultery,adultère
adulthood,âge adulte
adultness,adulte
adults,adultes
adumbral,adulte
adumbrate,esquisser
adumbrated,exposé
adumbrates,adulte
adumbrating,adulte
adumbration,étalement
adumbrations,expositions
adumbrative,adjectif
adumbratively,adroitement
advance,avance
advanced,avancée
advancement,avancement
advancements,progrès
advancer,avancer
advancers,avances
advances,avances
advancing,avancer
advantage,avantage
advantaged,avantagé
advantageous,avantageux
advantageously,avantageusement
advantageousness,avantage
advantages,avantages
advantaging,avantage
advent,avènement
adventitia,adventice
adventitial,adventice
adventitious,adventice
adventitiously,adventice
adventitiousness,adventice
adventive,adventif
advents,conseils
adventure,aventure
adventured,aventure
adventurement,aventure
adventurer,aventurier
adventurers,aventuriers
adventures,aventures
adventuresome,aventureux
