English,Other
accentuation,акцентот
accept,прифати
acceptability,прифатливоста
acceptable,прифатлив
acceptably,прифатлив
acceptance,прифаќање
acceptances,акцепти
acceptation,прифаќање
accepted,прифатените
accepting,прифаќање
acceptor,акцептор
accepts,прифаќа
acces,пристапот
access,пристап
accessed,пристапи
accesses,пристапи
accessibility,пристапност
accessible,достапно
accessing,пристап
accession,пристапување
accessions,пристапувања
accessories,додатоци
accessory,галантерија
accidence,несреќа
accident,несреќа
accidental,случајно
accidentally,случајно
accidents,несреќи
acclaim,признанија
acclaimed,реномираните
acclamation,акламација
acclimatisation,аклиматизација
accolade,признание
accolades,признанија
accommodate,сместат
accommodated,сместени
accommodates,располага
accommodating,сместување
accommodation,сместување
accommodations,сместување
accompanied,придружени
accompanies,придружува
accompaniment,придружба
accompaniments,придружни
accompanist,корепетитор
accompany,придружуваат
accompanying,придружува
accomplice,соучесник
accomplices,соучесници
accomplish,постигне
accomplished,остварува
accomplishes,остварува
accomplishing,остварување
accomplishment,остварување
accomplishments,достигнувања
accord,договор
accordance,согласност
accordant,усогласен
accorded,соодветствуваше
according,според
accordingly,соодветно
accordion,хармоника
accordionist,хармоникаш
accordions,армоники
accords,договор
accosted,соочен
account,сметка
accountability,отчетност
accountable,одговорни
accountancy,сметководство
accountant,сметководител
accountants,сметководители
accounted,отпаѓаа
accounting,сметководство
accounts,сметки
accoutrements,облека
accra,акра
accredit,акредитира
accreditation,акредитација
accredited,акредитирани
accrediting,акредитирање
accredits,акредитации
accretion,прираст
accrual,пресметковна
accruals,исправките
accrue,таложи
accrued,натрупани
accrues,акумулиран
accruing,валутна размена
acct,пр
accumulate,акумулира
accumulated,акумулираната
accumulates,акумулира
accumulating,акумулира
accumulation,акумулација
accumulations,акумулации
accumulative,акумулаторска
accumulator,акумулатор
accumulators,акумулатори
accuracies,точност
accuracy,точност
accurate,точна
accurately,прецизно
accursed,проклет
accusation,обвинување
accusations,обвинувања
accusative,акузатив
accusatory,акузаторна
accuse,обвинуваат
accused,обвинетиот
accuser,обвинителот
accusers,обвинителите
accuses,обвинува
accusing,обвинувајќи
accusingly,обвинително
accustom,привиквам
accustomed,навикнати
ace,десетка
acentric,ацентричен
acerbic,киселина
acerbity,горчина
aces,асови
acetal,ацетал
acetate,ацетат
acetates,ацетати
acetic,оцетна
acetone,ацетон
acetylene,ацетилен
achaean,ахајската
achaeans,ахајците
achaia,ахаја
ache,болка
aches,болки
achievable,остварливи
achieve,постигне
achieved,постигне
achievement,достигнување
achievements,достигнувања
achievers,постигнувања
achieves,постигнува
achieving,постигнување
achilles,ахил
aching,болење
achromatic,ахроматско
achy,болки
acid,киселина
acidic,кисела
acidification,скиселување
acidified,закиселена
acidifying,закиселување
acidity,киселост
acidly,саркастично
acidrain,кисел дожд
acids,киселини
acknowledge,признаваат
acknowledged,призна
acknowledgement,признание
acknowledgements,признанија
acknowledges,признава
acknowledging,признавајќи
acknowledgment,признание
acknowledgments,признанија
acne,акни
aco,ацо
acolyte,новак
acolytes,придружнички
acorns,пченката
acoustic,акустичен
acoustical,акустично
acoustically,акустично
acoustics,акустика
acquaint,запознае
acquaintance,познаник
acquaintances,познаници
acquaintanceship,познанство
acquainted,запознаат
acquainting,запознавање
acquaints,запознава
acquiesce,покорност
acquiescence,согласување
acquiescent,се согласи неохотно
acquire,стекнуваат
acquired,стекнати
acquirement,стекнување
acquirements,достигнувања
acquirer,стекнувачот
acquirers,добитниците
acquires,ќе го освои
acquiring,стекнување
acquisition,стекнување
acquisitions,превземања
acquisitive,алчни
acquit,ослободување
acquits,ослободи
acquittal,ослободителната пресуда
acquittals,ослободителни пресуди
acquitted,ослободен
acquitting,оправдувачки
acre,акр
acreage,stoyanov
acres,акри
acrid,горливи
acrimonious,огорчена
acrimoniously,остро
acrimony,огорченост
acrobat,акробат
acrobatic,акробатски
acrobatics,акробатика
acrobats,акробати
acronym,акроним
acronyms,акроними
acropolis,акропол
across,низ
acrostic,акростих
acrylic,акрилик
acrylics,акрил
act,чин
acte,асте
acted,постапил
acting,глума
actinides,актиниди
action,акција
actionable,вистински
actions,активности
activate,активирате
activated,активен
activates,активира
activating,активирање
activation,активирање
activations,активации
activator,активатор
activators,активатори
active,активен
actively,активно
actives,активни
activism,активизам
activist,активист
activists,активисти
activities,активности
activity,активност
acton,акциониот
actor,актер
actors,актери
actress,актерката
actresses,актерки
acts,акти
actual,вистински
actualisation,актуелизација
actualise,актуелизираат
actualised,актуелизиран
actualities,актуелности
actuality,актуелност
actually,всушност
actuarial,актуарски
actuaries,актуари
actuary,актуар
actuate,притискајте
actuated,активира
actuates,активира
actuating,активирање
actuation,активирање
actuator,побудувачкиот
actuators,актуатори
acuity,острина
acupuncture,акупунктура
acupuncturist,акупунктурист
acupuncturists,акупунктура
acute,акутна
acutely,акутно
acuteness,интелигенција?
acyclic,ациклични
ad,реклама
að,советници
adage,поговорка
adages,поговорки
adagio,адаџо
adamant,непопустливи
adamantly,непопустливо
adams,адамс
adamson,адамсон
adapt,прилагодат
adaptability,адаптибилност
adaptable,адаптибилен
adaptation,адаптација
adaptations,адаптации
adapted,адаптирана
adapter,адаптер
adapters,адаптери
adapting,адаптирање
adaptive,адаптивни
adaptor,адаптер
adaptors,адаптери
adapts,прилагодува
add,додадете
adda,ада
addams,адамс
added,додадени
addenda,дополнување
addendum,дополнување
adder,ехидна
addict,зависник
addicted,зависник
addiction,зависноста
addictions,зависности
addictive,зависност
addictiveness,зависноста
addicts,зависниците
addie,ади
adding,додавање
addington,едингтон
addition,покрај тоа
additional,дополнителни
additionally,дополнително
additions,дополнувања
additive,адитиви
additives,адитиви
address,адреса
addressability,адресибилноста
addressable,адресибилен
addressed,упатено
addressee,адресатот
addressees,адресати
addresses,адреси
addressing,обраќајќи
adds,додава
adduce,приложил
adduced,изнесени
adducing,предочувањето
adel,адел
adela,адела
adelaide,аделаида
adelante,аделанте
adele,адел
adelheid,аделхајд
adem,адем
aden,аден
adenine,аденин
adenoid,аденоид
adenoids,аденоиди
adenoma,аденом
adenomas,аденоми
adept,вешти
adepts,сточни
adequacy,адекватноста
adequate,соодветен
adequately,адекватно
adhere,се придржуваат
adhered,придржуваа
adherence,придржување
adherent,приврзаник
adherents,приврзаниците
adheres,пристапила
adhering,да се почитуваат
adhesion,адхезија
adhesions,адхезии
adhesive,лепило
adhesiveness,лепливоста
adhesives,лепила
adiabatic,адијабатски
adieu,збогувајте
adige,адидже
adipose,масното
adj,прид
adjacency,соседство
adjacent,во непосредна близина
adjectival,придавски
adjective,придавката
adjectives,придавки
adjoined,влегла
adjoining,соседното
adjoins,граничи
adjourn,одлага
adjourned,одложена
adjourning,одложувајќи
adjournment,мирување
adjourns,одложи
adjudge,пресуди
adjudged,досудено
adjudicate,судат
adjudicated,надминати
adjudicates,докаже
adjudicating,одлучувал
adjudication,пресудувањето
adjudications,пресуди
adjudicator,судија
adjunct,асоцијативна
adjuncts,додатоци:
adjure,заколнувам
adjust,прилагоди
adjustable,прилагодливи
adjusted,приспособена
adjuster,прилагодувач
adjusting,прилагодување
adjustment,прилагодување
adjustments,прилагодувања
adjusts,прилагодува
adjutant,аѓутант
adler,адлер
adm,адмиралот
administer,администрирање
administered,администрира
administering,администрирање
administers,администрира
administrate,администрира
administrated,администрирани
administrating,администрирање
administration,администрација
administrations,администрации
administrative,административни
administratively,административно
administrator,администратор
administrators,администраторите
admirable,восхитувачка
admirably,отскокнуваше
admiral,адмиралот
admirals,адмирали
admiralty,адмиралитетот
admiration,восхит
admire,восхитувам
admired,восхитуваат
admirer,обожавател
admirers,почитувачи
admires,восхитува
admiring,восхитував
admiringly,восхитено
admissibility,допуштеност
admissible,допуштена
admission,прием
admissions,приемните
admit,признавам
admits,признава
admittance,прием
admitted,примени
admittedly,мора да се признае
admitting,признавајќи
admixture,примеса
admonish,поучувајте
admonished,изобличи
admonishes,опоменува
admonishing,опоменувајќи
admonition,опомена
admonitions,опомени
adolescence,адолесценцијата
adolescent,адолесцент
adolescents,адолесценти
adolf,адолф
adolph,адолф
adolphe,адолф
adolphus,адолф
adonis,адонис
adopt,усвојат
adopted,усвоена
adopter,посвоителот
adopting,донесување
adoption,усвојување
adoptions,посвојувања
adoptive,посвоителот
adopts,усвојува
adorable,симпатична
adoration,восхитување
adore,обожавате
adored,почитувале
adorer,обожувателот
adores,обожува
adoring,восхитена
adorn,украсуваат
adorned,украсена
adorning,украсување
adornment,украс
adornments,накит
adorns,краси
adrenal,надбубрежните
adrenalin,адреналин
adrenaline,адреналин
adrian,адријан
adriana,адриана
adrianople,адрианопол
adriatic,јадранската
adrien,адриен
adrienne,адриен
adrift,со кренато сидро
adroit,мудрата
adroitly,вешто
adroitness,ловкост
adsorb,апсорбираат
adsorption,адсорпција
adulation,ласкање
adult,возрасни
adulterate,фалшифицирам
adulterated,нечистите
adulteration,расипување
adulterer,прељубникот
adulterers,прељубници
adulteress,прељубница
adulteresses,прељубодејки
adulteries,неверствата
adulterous,прељубничка
adultery,прељуба
adulthood,зрелоста
adults,возрасни
advance,унапредат
advanced,напредни
advancement,напредување
advancements,напредувања
advances,аванси
advancing,унапредување на
advantage,предност
advantaged,предност
advantageous,поволна
advantageously,поповолно
advantages,предности
advent,доаѓањето
adventitious,непожелните
adventure,авантура
adventurer,авантурист
adventurers,авантуристи
adventures,авантури
adventuress,авантуристките
adventurism,авантуризам
adventurous,авантуристички
adventurously,авантуристички
adverb,наречие
adverbial,прилошка
adverbs,прилози
adversarial,контрадикторна
adversaries,противници
adversary,противник
adverse,негативни
adversely,негативно
adversities,несреќи
adversity,катастрофа
advert,објавувањето
advertise,рекламирате
advertised,рекламира
advertisement,огласот
advertisements,реклами
advertiser,огласувачот
advertisers,рекламни
advertises,рекламира
advertising,рекламирање
adverts,реклами
advice,совети
advices,совети
advisability,целисходност
advisable,препорачливо
advise,советуваат
advised,советуваше
advisedly,свесно
adviser,советник
advisers,советници
advises,совети
advising,советување
advisor,советник
advisory,советодавни
advocacy,застапување
advocate,поборник
advocated,залагаше
advocates,застапниците
advocating,застапување
aegean,егејска
aegina,егински
aegis,покровителство
aemilius,аемилиус
æneas,енеј
aeolus,еол
aeon,еон
aeons,еони
aerated,аериран
aeration,аерација
aerial,воздушни
aerials,антени
aero,аеро
aerobatic,акробатски
aerobe,аеробна
aerobes,аеробни бактерии
aerobic,аеробни
aerobically,аеробно
aerobics,аеробик
aerodrome,аеродромот
aerodromes,аеродроми
aerodynamic,аеродинамичен
aerodynamically,аеродинамично
aerodynamics,аеродинамиката
aerofoil,аерофолија
aeronautic,аеронаутичка
aeronautical,воздухопловни
aeronautics,аеронаутика
aeroplane,авион
aeroplanes,авиони
aerosol,аеросол
aerosols,аеросоли
aerospace,воздухопловна
aeschylus,есхил
aesculapius,ескулап
aesop,езоп
aesthete,естет
aesthetic,естетски
aesthetically,естетски
aestheticism,естетизам
aesthetics,естетика
aether,етер
afar,оддалеку
affability,умилно
affable,пријатниот
affair,аферата
affaires,амбасадор
affairs,работи
affect,влијаат
affected,засегнати
affecting,кои влијаат врз
affection,љубов
affectionate,приврзан
affectionately,нагалено
affections,наклонетоста
affective,афективно
affects,влијае
afferent,аферентните
affidavit,писменото
affidavits,изјави под заклетва
affiliate,филијалата
affiliated,филијали
affiliates,филијали
affiliating,филијациски
affiliation,припадност
affiliations,припадности
affinities,афинитети
affinity,афинитет
affirm,афирмира
affirmation,афирмација
affirmations,афирмации
affirmative,афирмативни
affirmatively,потврдно
affirmed,потврди
affirming,потврдувајќи
affirms,афирмира
affix,залепете
affixed,ставено
affixes,става
affixing,ставањето
afflict,измачуваат
afflicted,понижува
afflicting,погодија
affliction,болка
afflictions,маки
afflicts,зафаќа
affluence,богатство
affluent,богатите
affluents,притоки
affonso,алфонсо
afford,да си дозволат
affordability,достапност
affordable,прифатлива
afforded,дадена
affording,дозволувајќи
affords,овозможува
afforestation,пошумување
afforested,пошумени
affrighted,уплашени
affront,навреда
affronted,поддржува од
affronts,навреди
afghan,авганистанската
afghani,авганистан
afghanistan,авганистан
afghans,авганистанци
afield,теренот
aflame,пламен
afloat,во живот
afoot,нерегуларно
afore,претходно
aforementioned,гореспоменатите
aforesaid,горенаведениот
aforetime,некогаш
afraid,плаши
afresh,одново
africa,африка
african,африкански
africans,африканците
africanus,африканецот
afrika,африка
afro,афро
aft,назад
after,по
aftereffects,последици за цел живот
afterglow,зарево
afterlife,задгробниот живот
aftermath,последиците
afternoon,попладне
afternoons,попладниња
aftershave,после бричење
aftershocks,потреси
aftertaste,вкус
afterthought,после тоа
afterward,потоа
afterwards,потоа
ag,аг
aga,ага
agag,агаг
again,повторно
againe,петрова
against,против
agamemnon,агамемнон
agape,агапе
agar,агар
agassiz,агасиз
agate,рубини
agatha,агата
agathe,агате
agathon,агатон
agave,агава
age,возраст
aged,возраст
ageing,стареење
ageless,столетните
agen,агенции
agencies,агенции
agency,агенцијата
agenda,агенда
agendas,агенди
agens,агенс
agent,агент
agents,агенти
ages,возрасти
agesilaus,агесилај
aggie,аги
agglomerated,агломериран
agglomeration,агломерација
agglomerations,агломерации
aggrandisement,возвишување
aggrandize,засилвам
aggrandizement,возвишување
aggravate,влоши
aggravated,влошена
aggravates,влошува
aggravating,отежнувачки
aggravation,влошување
aggregate,агрегат
aggregated,збирни
aggregates,агрегати
aggregating,собирање
aggregation,агрегација
aggregations,агрегации
aggression,агресија
aggressions,агресии
aggressive,агресивни
aggressively,агресивно
aggressiveness,агресивност
aggressor,агресор
aggressors,агресори
aggrieved,оштетениот
aghast,шокиран
agi,аги
agile,агилни
agility,агилност
aging,стареење
agit,агит
agitate,агитира
agitated,вознемирен
agitates,заговараше
agitating,агитирајќи
agitation,агитација
agitations,агитирање
agitator,агитатор
agitators,агитатори
agitprop,агитпроп
agnes,агнес
agni,агни
agnostic,агностик
agnosticism,агностицизам
agnostics,агностиците
ago,пред
agonies,агонии
agonise,agonize
agonised,очајни
agonising,агонија
agonisingly,агонија
agonist,агонист
agonists,агонисти
agonized,очајни
agonizing,агонија
agony,агонија
agora,агора
agoraphobia,агорафобија
agostino,агостино
agra,агра
agrarian,аграрната
agree,се согласувам
agreeable,согласна
agreeableness,шарм
agreeably,спогодбено
agreed,се согласија
agreeing,согласувајќи
agreement,договор
agreements,договори
agrees,согласува
agribusiness,агробизнисот
agricola,агрикола
agricolas,полиња
agricultural,земјоделски
agriculturalists,земјоделци
agriculturally,земјоделски
agriculture,земјоделството
agriculturist,земјоделец
agriculturists,земјоделците
agrippa,агрипа
agrippina,агрипина
agrochemical,агрохемиски
agrochemicals,агрохемикалии
agronomist,агроном
agronomists,агрономи
agronomy,агрономија
aground,заринка
aguilar,агилар
agustin,агустин
ah,ах
aha,аха
ahab,ахав
ahasuerus,ахасвер
ahaz,ахаз
ahead,напред
ahi,ахи
ahmad,ахмад
ahmet,ахмет
ahriman,ахриман
ahura,ахура
ai,аи
aid,помош
aida,аида
aide,помошник
aided,потпомогнати
aiders,помошници
aides,помошниците
aiding,помагање
aids,помагала
aie,аеи
aileen,ајлин
ailing,болниот
ailment,болест
ailments,заболувања
aim,целта
aimed,насочени
aiming,со цел
aimless,бесцелна
aimlessly,бесцелно
aimlessness,бесцелност
aims,цели
ain,аин
aino,аино
ainsworth,ејнсворт
air,воздух
airbase,воздухопловна база
airborne,воздухот
airbus,ербас
airconditioned,климатизирано
airconditioner,клима уред
airconditioning,климатизација
aircraft,воздухоплови
aircrew,екипажот
aired,емитуваше
aires,аирес
airfield,леталиштето
airfields,аеродроми
airflow,проток на воздух
airforce,воздушна единица
airframe,за воздухопловни конструкции
airframes,конструкцијата на авионот
airily,воздушесто
airiness,проветреност
airing,проветрување
airings,емитувања
airless,безвоздушен
airlift,воздушниот мост
airlifted,спуштени од авиони
airline,авиокомпанија
airliner,авион
airliners,авиони
airlines,авиокомпании
airmail,воздухопловната
airman,воздухопловец
airmen,пилоти
airplane,авион
airplay,етерот
airport,аеродромот
airports,аеродроми
airs,емитува
airship,авион
airspace,воздушен простор
airstrip,писта
airstrips,писти
airtight,херметички
airtime,време за емитување
airwaves,звучните бранови
airway,дишните патишта
airways,дишни патишта
airworthiness,пловидбеност
airworthy,пловидбен
airy,воздушеста
aisle,патека
aisles,патеки
aj,а.ј.
ajaccio,ајачо
ajar,подотворена
ajax,ајакс
ak,ак
akbar,акбар
akim,аким
akin,слично
ako,доколку е
aku,аку
al,ал
ala,ала
alabama,алабама
alabaster,алабастер
aladdin,аладин
alaeddin,алаеддин
alain,ален
alameda,аламеда
alamo,аламо
alanine,аланин
alans,аланите
alarm,аларм
alarmed,вознемирен
alarming,алармантна
alarmingly,алармантно
alarmism,алармантни
alarmist,алармантно
alarms,аларми
alas,за жал
alaska,аљаска
alaskan,алјаска
alb,алб
alban,албан
albania,албанија
albanian,албански
albanians,албанците
albano,албано
albans,албанс
albany,албани
albatros,албатрос
albatross,албатросот
albatrosses,албатросите
albeit,иако
albert,алберт
alberta,алберта
alberti,алберти
alberto,алберто
alberts,албертс
albertus,алберт
albinism,албинизам
albino,албино
albinus,албинус
albion,албион
albrecht,албрехт
album,албум
albumen,јајце
albumin,албумин
albuminous,белковински
albums,албуми
albuquerque,албакерки
alcatraz,алкатраз
alchemical,алхемиски
alchemist,алхемичар
alchemists,алхемичарите
alchemy,алхемија
alcibiades,алкибијад
alcide,алсид
alcohol,алкохол
alcoholic,алкохолни
alcoholics,алкохоличари
alcoholism,алкохолизам
alcohols,алкохоли
alcove,беседка
alcoves,вдлабнатини
alcuin,алкуин
alda,алда
aldehyde,алдехид
aldehydes,алдехиди
alder,алдер
aldermen,членовите на општинскиот совет
aldershot,алдершот
aldrich,олдрич
aldrin,олдрин
ale,пиво
alec,алек
aleck,алек
alegre,алегре
aleppo,алепо
alert,алармирање
alerted,предупредени
alerting,тревожење
alertly,будно
alertness,будноста
alerts,сигнали
ales,алеш
alessandria,александрија
alessandro,алесандро
alex,алекс
alexander,александар
alexanders,алескандровци
alexandra,александра
alexandre,александре
alexandria,александрија
alexandrian,александриската
alexandrians,александријците
alexandrina,александрина
alexandrovna,александровна
alexei,алексеј
alexey,алексеј
alexis,алексис
alexius,алексиј
alf,алф
alfalfa,луцерка
alfonso,алфонсо
alfreds,alfrēds
alga,алга
algae,алги
algal,алги
algebra,алгебра
algebraic,алгебарски
algebraically,алгебарски
algebras,алгебри
alger,алжир
algeria,алжир
algerian,алжирски
algiers,алжир
algorithm,алгоритам
algorithmic,алгоритамски
algorithmically,алгоритамски
algorithms,алгоритми
alhambra,алхамбра
ali,али
alia,другото
alias,алијас
aliases,псевдоними
alibi,алиби
alibis,алиби
alicia,алиша
alida,алида
alien,туѓо
alienate,отуѓи
alienated,отуѓен
alienates,отуѓува
alienating,отуѓување
alienation,отуѓување
aliens,вонземјани
alight,запален
alighted,слезе
alighting,спушта
alights,слетува
align,усогласување
aligned,неврзаните
aligning,усогласување
alignment,усогласување
alignments,траси
aligns,ги усогласува
aliis,други плаќање
alike,слично
aliment,подхранвам
alimentary,прехранбени
alimony,алиментација
aliphatic,алифатични
aliquot,количество
aliquots,аликвоти
alis,алис
alison,алисон
alister,алистер
alive,жив
alkali,алкално
alkalies,бази
alkaline,алкална
alkalinity,алкалност
alkalis,алкалии
alkaloid,алкалоид
alkaloids,алкалоиди
alkanes,алкани
alkyl,алкил
all,сите
alla,прикажи
alla­,прикажи
allah,аллах
allahabad,алахабад
allay,смират
allegation,наводи
allegations,наводи
allege,тврдат
alleged,наводна
allegedly,наводно
alleges,тврди
allegiance,верност
allegiances,приврзаности
alleging,наведувајќи
allegorical,алегориски
allegorically,алегорично
allegories,алегории
allegory,алегорија
allegri,алегри
allegro,алегро
allele,алел
alleles,алели
allelic,алелни
allemande,алеманда
allen,ален
aller,алер
allergen,алерген
allergens,алергени
allergic,алергиски
allergies,алергии
allergy,алергија
alleviate,ублажување
alleviated,олеснија
alleviates,ублажува
alleviating,ублажување
alleviation,ублажување
alleviations,олеснувања
alley,сокак
alleys,улички
alleyways,улички
allgemeine,алгемајне
alliance,алијансата
alliances,сојузи
allied,сојузничките
allies,сојузници
alligator,алигатор
alligators,алигатори
allison,алисон
alliteration,алитерација
alliterative,алитерационен
allo,ало
allocate,распредели
allocated,распределени
allocates,доделува
allocating,распределба
allocation,распределба
allocations,алокации
allocator,разпределител
allocators,распределувачи
allophones,алофони
allot,партиционираш
allotment,распределба
allotropic,алотропни
allotted,распределени
allotting,распределбата
allow,дозволи
allowable,дозволените
allowance,надоместок
allowances,надоместоци
allowed,дозволено
allowing,овозможувајќи
allows,страница
alloy,легура
alloyed,легирани
alloying,легирање
alloys,легури
alls,биографии
allude,алудираат
alluded,алудираше
alludes,алудира
alluding,алудирајќи
allure,привлечност
allured,привлечен
allurements,мамки
alluring,примамливи
allusion,алузијата
allusions,алузии
allusive,алузивна
alluvia,наносите
alluvial,алувијални
alluvium,нанос
ally,сојузник
allying,сојузништво
alma,алма
almagro,алмагро
almanac,алманах
almanacs,алманаси
almas,алмас
almeria,алмерија
almighty,семоќниот
almond,бадем
almonds,бадеми
almoner,бискуп
almost,речиси
alms,милостиња
almshouse,сиротилиште
aloe,алое
aloes,алој
aloft,нависоко
alois,алојз
alone,сам
aloneness,самотија
along,заедно
alongside,заедно
alonso,алонсо
alonzo,алонзо
aloof,далечен
aloofness,изолираност
aloud,гласно
alpaca,алпака
alpes,алпи
alpha,алфа
alphabet,азбука
alphabetic,алфабетското
alphabetical,алфабетски
alphabetically,по азбучен ред
alphabets,азбуки
alphanumeric,алфанумерички
alphas,алфи
alphonse,алфонс
alphonso,алфонсо
alpine,алпски
alps,алпите
already,веќе
alright,ред
alsace,алзас
alsatian,алзашки
also,исто така
alston,алстон
alta,алта
altar,олтар
altars,жртвеници
alter,смени
alterable,променливо
alteration,промена
alterations,промени
altercation,расправија
altercations,кавгата
altered,променети
altering,менување
alternate,заменик
alternated,наизменично
alternately,наизменично
alternates,заменици
alternating,наизменични
alternation,алтернација
alternations,алтернации
alternative,алтернатива
alternatively,алтернативно
alternatives,алтернативи
alternator,алтернатор
alternators,алтернатори
alters,менува
althea,алтеа
although,иако
altimeter,алтиметар
altimeters,висиномери
altitude,надморска височина
altitudes,височини
alto,алт
altogether,заедно
altona,алтона
altra,алтра
altruism,алтруизам
altruist,алтруист
altruistic,алтруистички
alum,стипса
alumina,алумина
aluminium,алуминиумски
aluminum,алуминиумски
alumni,алумни
alumnus,економист
alva,алва
alvar,алвар
alvarado,алварадо
alvarez,алварез
alvaro,алваро
alveolar,алвеоларна
alveoli,алвеолите
alvin,алвин
alway,секогаш
always,секогаш
ama,ама
amado,амадо
amalek,амалик
amalekites,амаликците
amalgam,амалгам
amalgamate,здружат
amalgamated,соединета
amalgamation,соединување
amalgamations,здружувања
